district_id,state_fips,state_abbr,density_tier,seat_count,n_respondents,n_candidates,elected_0,elected_1,elected_2,elected_3,elected_4,elected_5,elected_6
17-05,17,IL,SUBURBAN,6,152,11,CON,CON,LBR,LIB,NAT,POP,
18-01,18,IN,URBAN,7,502,11,CON,LBR,NAT,LIB,LBR,CUP,CON
18-02,18,IN,SUBURBAN,6,355,12,POP,LBR,CON,CUP,LIB,NAT,
18-03,18,IN,RURAL,5,121,10,CON,CUP,LBR,POP,OAO,,
19-01,19,IA,URBAN,4,308,9,LBR,CON,CUP,POP,,,
19-02,19,IA,SUBURBAN,4,182,10,CON,POP,CUP,CON,,,
20-01,20,KS,URBAN,4,216,10,CON,LBR,LIB,DSA,,,
20-02,20,KS,SUBURBAN,4,169,10,CON,POP,CUP,LBR,,,
21-01,21,KY,URBAN,7,431,11,CON,LBR,POP,CUP,LBR,LIB,CON
21-02,21,KY,SUBURBAN,5,243,10,CON,POP,LBR,CUP,NAT,,
22-01,22,LA,URBAN,7,324,10,POP,CON,LBR,CUP,CON,LIB,NAT
22-02,22,LA,SUBURBAN,5,169,11,CON,CUP,NAT,LBR,POP,,
23-01,23,ME,RURAL,4,236,9,LIB,LBR,POP,CON,,,
24-01,24,MD,URBAN,6,382,10,LBR,CON,POP,LBR,OAO,LIB,
24-02,24,MD,URBAN,5,204,9,LBR,POP,CUP,CON,LIB,,
24-03,24,MD,SUBURBAN,5,205,9,LBR,POP,CON,CUP,LIB,,
25-01,25,MA,URBAN,7,384,12,CON,LBR,LIB,PRG,POP,DSA,OAO
25-02,25,MA,URBAN,6,393,11,LBR,CON,POP,LBR,LIB,OAO,
25-03,25,MA,SUBURBAN,5,129,9,LBR,DSA,CON,POP,LIB,,
26-01,26,MI,URBAN,7,458,11,CON,LBR,POP,LIB,CUP,CON,DSA
26-02,26,MI,URBAN,7,549,11,CON,LBR,NAT,LIB,DSA,CON,CUP
26-03,26,MI,SUBURBAN,7,490,12,CON,NAT,LBR,POP,CON,LIB,CUP
26-04,26,MI,RURAL,6,34,11,POP,LIB,CON,CUP,LBR,NAT,
27-01,27,MN,URBAN,5,372,10,PRG,LBR,LIB,POP,CON,,
27-02,27,MN,SUBURBAN,5,288,10,CON,LIB,POP,LBR,CUP,,
27-03,27,MN,RURAL,5,151,9,POP,CON,LIB,LBR,NAT,,
28-01,28,MS,SUBURBAN,4,199,9,LBR,POP,CON,OAO,,,
28-02,28,MS,RURAL,4,150,10,LBR,CON,POP,CUP,,,
29-01,29,MO,URBAN,6,373,11,CON,LBR,POP,CON,LBR,DSA,
29-02,29,MO,SUBURBAN,5,390,10,CON,LBR,POP,NAT,CUP,,
29-03,29,MO,RURAL,5,284,10,CON,LBR,CUP,POP,NAT,,
30-01,30,MT,SUBURBAN,3,185,9,LBR,CON,NAT,,,,
31-01,31,NE,SUBURBAN,5,286,10,LBR,CON,POP,CUP,LIB,,
32-01,32,NV,URBAN,4,415,9,LBR,CON,POP,LIB,,,
32-02,32,NV,SUBURBAN,4,158,10,NAT,CON,LBR,POP,,,
33-01,33,NH,SUBURBAN,4,252,9,LBR,DSA,CON,CUP,,,
34-01,34,NJ,URBAN,7,500,11,LBR,CON,POP,LIB,CUP,LBR,PRG
34-02,34,NJ,URBAN,7,446,12,CON,LIB,LBR,POP,NAT,LIB,CUP
34-03,34,NJ,URBAN,5,164,10,CON,CUP,LBR,CON,DSA,,
34-04,34,NJ,SUBURBAN,5,131,11,LBR,CON,DSA,NAT,POP,,
35-01,35,NM,URBAN,6,309,11,LBR,CON,LBR,CUP,LIB,POP,
36-01,36,NY,URBAN,7,434,10,LBR,POP,LBR,CON,CUP,OAO,LIB
36-02,36,NY,URBAN,7,409,10,LBR,POP,CON,LBR,OAO,CUP,LIB
36-03,36,NY,URBAN,7,336,12,CON,LBR,POP,LIB,DSA,CUP,CON
36-04,36,NY,URBAN,7,487,12,LBR,CON,NAT,LBR,LIB,POP,OAO
36-05,36,NY,URBAN,7,487,12,CON,LBR,LIB,POP,CUP,CON,NAT
36-06,36,NY,SUBURBAN,7,338,12,PRG,LBR,POP,CON,LIB,DSA,CUP
36-07,36,NY,SUBURBAN,6,73,11,CUP,OAO,LBR,CON,CUP,POP,
36-08,36,NY,RURAL,5,21,11,LBR,LBR,CON,NAT,POP,,
37-01,37,NC,URBAN,7,468,12,CON,LBR,CON,POP,CUP,LBR,LIB
37-02,37,NC,SUBURBAN,7,424,9,LBR,POP,PRG,NAT,CON,LIB,DSA
37-03,37,NC,RURAL,7,540,10,CON,CON,POP,LBR,NAT,LIB,CUP
37-04,37,NC,RURAL,6,12,12,DSA,NAT,CON,CUP,DSA,POP,
38-01,38,ND,SUBURBAN,2,90,9,CON,LBR,,,,,
39-01,39,OH,URBAN,7,529,11,CON,LBR,DSA,LIB,POP,CUP,NAT
39-02,39,OH,URBAN,7,669,12,LBR,CON,POP,CUP,LBR,LIB,CON
39-03,39,OH,SUBURBAN,7,482,11,CON,CON,CUP,POP,LBR,LIB,OAO
39-04,39,OH,SUBURBAN,5,280,11,CON,POP,CON,CUP,LBR,,
39-05,39,OH,RURAL,5,18,10,CON,CON,CUP,LBR,POP,,
40-01,40,OK,URBAN,5,337,10,CON,LBR,POP,CUP,LIB,,
40-02,40,OK,SUBURBAN,5,200,10,CON,NAT,LBR,CUP,CON,,
41-01,41,OR,URBAN,6,540,9,PRG,LBR,DSA,LIB,CON,CUP,
41-02,41,OR,SUBURBAN,5,270,10,NAT,LBR,CON,LIB,POP,,
42-01,42,PA,URBAN,7,496,11,LBR,CON,LIB,LBR,POP,CON,DSA
42-02,42,PA,URBAN,7,583,11,CON,LBR,CON,LIB,CUP,POP,DSA
42-03,42,PA,SUBURBAN,7,656,12,LIB,CON,LBR,POP,CUP,PRG,NAT
42-04,42,PA,SUBURBAN,7,637,11,CON,CON,LBR,POP,LIB,OAO,NAT
42-05,42,PA,RURAL,6,46,12,CUP,CON,LBR,CUP,NAT,POP,
44-01,44,RI,URBAN,3,176,9,LBR,CON,LIB,,,,
45-01,45,SC,URBAN,7,435,11,CON,LBR,POP,LBR,LIB,CON,CUP
45-02,45,SC,SUBURBAN,6,301,10,CON,LBR,CUP,DSA,POP,NAT,
46-01,46,SD,SUBURBAN,2,137,9,CON,LBR,,,,,
47-01,47,TN,URBAN,7,378,10,CON,LBR,CON,POP,OAO,LIB,NAT
47-02,47,TN,SUBURBAN,6,422,11,CON,NAT,CON,POP,CUP,LBR,
47-03,47,TN,RURAL,5,265,11,CON,CON,NAT,LBR,CUP,,
48-01,48,TX,URBAN,7,469,11,LBR,POP,CON,LBR,CUP,OAO,LIB
48-02,48,TX,URBAN,7,526,11,LBR,CON,LBR,CUP,CON,POP,LIB
48-03,48,TX,URBAN,7,428,12,LBR,CON,LBR,CUP,LIB,POP,CON
48-04,48,TX,URBAN,7,451,12,CON,LBR,CUP,CON,POP,DSA,LIB
48-05,48,TX,URBAN,7,443,11,CON,LBR,POP,DSA,CUP,CON,NAT
48-06,48,TX,URBAN,7,398,10,CON,LBR,CON,POP,NAT,CUP,DSA
48-07,48,TX,SUBURBAN,7,355,11,LBR,CON,LBR,POP,CUP,DSA,OAO
48-08,48,TX,SUBURBAN,7,275,11,CUP,CON,POP,LBR,LIB,OAO,CUP
48-09,48,TX,SUBURBAN,7,3392,11,CON,LBR,CUP,POP,LBR,CON,LIB
48-10,48,TX,RURAL,7,35,14,CON,NAT,CON,CON,CUP,LBR,NAT
48-11,48,TX,RURAL,7,9,12,POP,POP,POP,CON,NAT,OAO,POP
49-01,49,UT,URBAN,5,264,10,LBR,CON,POP,CUP,DSA,,
49-02,49,UT,SUBURBAN,4,123,9,LBR,POP,CON,CUP,,,
50-01,50,VT,RURAL,2,105,9,LBR,CON,,,,,
51-01,51,VA,URBAN,7,503,11,LBR,CON,LBR,LIB,PRG,CUP,POP
51-02,51,VA,URBAN,6,371,11,CON,LBR,POP,CON,LIB,LBR,
51-03,51,VA,SUBURBAN,5,315,10,LBR,CON,POP,CUP,LIB,,
51-04,51,VA,RURAL,5,45,10,CON,LBR,CON,OAO,PRG,,
53-01,53,WA,URBAN,7,443,11,LBR,LIB,DSA,POP,CON,CUP,PRG
53-02,53,WA,URBAN,7,420,11,LBR,CON,NAT,CUP,LBR,POP,PRG
53-03,53,WA,SUBURBAN,6,249,11,CON,LIB,LBR,DSA,POP,CON,
54-01,54,WV,SUBURBAN,5,335,10,LBR,CON,POP,CUP,LIB,,
55-01,55,WI,URBAN,6,442,10,CON,POP,CUP,LBR,LIB,NAT,
55-02,55,WI,SUBURBAN,5,390,10,LBR,CON,POP,LBR,LIB,,
55-03,55,WI,RURAL,5,256,11,CON,LBR,LIB,CON,POP,,
56-01,56,WY,SUBURBAN,2,70,9,CON,LBR,,,,,
