state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_CON,inc_OAO,inc_POP,inc_LBR,inc_CUP,inc_LIB,inc_DSA,inc_STY,inc_NAT,inc_PRG
6,CA,POP_1,POP,7.57,2.01,0.0,0.0,0.0,0.83,0.0,0.0,1.27,7.81,9.82
6,CA,STY_1,STY,9.83,2.95,0.0,0.0,1.67,2.54,0.0,0.0,0.0,0.0,0.0
8,CO,CON_1,CON,21.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,CO,LBR_1,LBR,14.05,0.0,0.0,0.0,0.0,0.54,0.0,4.15,0.0,0.0,0.0
8,CO,LIB_1,LIB,14.2,0.0,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.36
8,CO,POP_1,POP,10.46,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.47,0.0
8,CO,STY_1,STY,4.41,0.53,3.95,8.45,1.44,0.83,0.0,0.0,0.0,0.0,0.0
9,CT,CON_1,CON,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,CT,LBR_1,LBR,13.11,0.0,0.0,0.0,0.0,0.0,0.0,2.6,3.29,0.0,0.0
9,CT,LIB_1,LIB,17.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,CT,POP_1,POP,8.72,0.94,0.0,0.0,1.54,5.48,0.0,0.0,1.98,0.0,0.0
9,CT,PRG_1,PRG,11.92,0.0,3.93,0.0,0.0,0.0,0.0,0.0,0.0,15.51,0.0
10,DE,CON_1,CON,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,DE,CON_2,CON,0.0,7.88,14.84,1.28,0.0,1.0,0.0,0.0,0.0,6.58,0.0
10,DE,LBR_1,LBR,20.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,DE,LIB_1,LIB,10.88,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,5.74
10,DE,STY_1,STY,4.64,0.0,0.0,2.56,1.08,4.44,0.79,2.33,0.0,0.0,0.0
11,DC,LBR_1,LBR,17.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0
11,DC,LIB_1,LIB,30.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,DC,LIB_2,LIB,0.0,0.0,1.35,0.0,0.0,1.27,12.88,3.14,0.0,0.0,0.0
11,DC,POP_1,POP,9.99,12.93,0.0,0.0,0.0,1.54,0.0,0.0,1.3,0.0,1.3
11,DC,PRG_1,PRG,13.93,0.0,0.0,0.0,0.0,0.0,0.0,4.94,0.0,0.0,0.0
12,FL,CON_1,CON,23.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.37,0.0
12,FL,CUP_1,CUP,10.03,2.37,4.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,FL,LBR_1,LBR,13.32,0.0,1.12,0.0,0.0,0.0,0.0,5.13,0.0,0.0,0.0
12,FL,LIB_1,LIB,8.61,0.0,1.24,0.0,0.54,0.0,0.0,1.63,5.02,0.0,1.65
12,FL,STY_1,STY,10.04,0.76,0.0,9.5,2.63,0.0,0.0,1.53,0.0,0.0,0.0
13,GA,CON_1,CON,22.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.66,0.0
13,GA,CUP_1,CUP,9.0,3.04,3.28,0.0,0.0,0.0,0.0,0.0,3.85,0.0,0.0
13,GA,LBR_1,LBR,15.68,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0
13,GA,LIB_1,LIB,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72
13,GA,STY_1,STY,8.61,5.64,0.0,5.54,1.16,0.0,0.0,0.0,0.0,0.0,0.0
15,HI,CON_1,CON,21.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,HI,LBR_1,LBR,22.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,HI,LBR_2,LBR,0.0,0.0,12.93,0.68,4.69,2.46,2.29,1.53,1.61,0.0,3.55
15,HI,LIB_1,LIB,19.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,HI,POP_1,POP,8.76,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.34,4.82,0.0
16,ID,CON_1,CON,22.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,ID,LBR_1,LBR,9.31,0.89,1.43,0.0,0.0,0.0,0.0,5.96,2.1,0.0,0.0
16,ID,LIB_1,LIB,8.74,0.0,1.19,0.0,1.89,14.85,0.0,2.87,0.0,0.0,1.81
16,ID,NAT_1,NAT,16.35,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,ID,POP_1,POP,14.42,2.71,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0
17,IL,CON_1,CON,20.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,IL,CUP_1,CUP,8.86,0.78,5.18,5.28,0.0,0.0,0.0,0.0,0.58,0.93,0.0
17,IL,LBR_1,LBR,12.18,0.0,0.0,0.0,0.0,0.0,0.0,5.11,2.52,0.0,1.51
17,IL,LIB_1,LIB,13.63,0.0,2.34,0.0,0.97,0.0,0.0,0.0,0.0,0.0,8.96
17,IL,POP_1,POP,7.57,1.68,1.22,0.0,1.81,0.0,0.0,0.0,1.43,8.36,0.0
18,IN,CON_1,CON,20.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,IN,LBR_1,LBR,11.78,0.0,2.44,0.0,0.0,0.0,0.0,4.18,0.0,0.0,0.0
18,IN,LIB_1,LIB,9.24,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09
18,IN,NAT_1,NAT,15.76,0.0,0.0,0.57,0.0,15.86,0.0,0.0,0.0,0.0,0.0
18,IN,STY_1,STY,7.25,0.0,0.0,6.99,1.38,0.0,0.0,0.58,0.0,0.0,0.0
19,IA,CON_1,CON,20.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,IA,CUP_1,CUP,8.18,1.52,4.23,10.42,0.0,0.0,2.05,0.0,0.0,0.0,0.0
19,IA,LBR_1,LBR,12.54,0.0,1.69,0.0,0.0,0.0,0.0,8.47,2.25,0.0,0.0
19,IA,LIB_1,LIB,7.59,0.0,1.7,0.0,4.66,0.0,0.0,2.26,0.0,0.0,2.93
19,IA,NAT_1,NAT,15.91,0.65,0.0,5.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,KS,CON_1,CON,25.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,0.0
20,KS,CON_2,CON,0.0,8.34,0.68,3.32,0.0,2.72,0.0,0.0,3.48,0.0,0.0
20,KS,LBR_1,LBR,8.79,0.0,0.0,0.0,0.0,2.01,5.82,5.83,0.0,0.0,0.0
20,KS,LIB_1,LIB,14.34,0.0,0.53,0.0,0.0,0.0,0.0,0.52,0.0,0.0,7.15
20,KS,STY_1,STY,8.01,0.0,0.0,6.37,5.43,0.61,0.0,0.0,0.0,0.0,0.0
21,KY,CON_1,CON,24.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,KY,CUP_1,CUP,8.99,2.41,4.04,1.61,0.8,0.0,1.57,0.0,0.0,0.0,0.0
21,KY,LBR_1,LBR,11.35,0.0,0.69,0.0,0.0,0.0,10.8,4.25,5.47,0.0,0.0
21,KY,NAT_1,NAT,14.68,1.61,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,KY,POP_1,POP,9.05,2.38,0.0,0.0,2.94,0.0,0.0,0.0,4.92,0.0,0.0
22,LA,CON_1,CON,22.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,LA,CUP_1,CUP,12.63,0.0,3.01,0.59,0.0,0.0,2.03,0.0,0.0,0.0,0.0
22,LA,LBR_1,LBR,9.19,0.0,1.16,0.0,0.0,0.55,3.9,2.59,0.0,0.0,0.0
22,LA,NAT_1,NAT,17.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,LA,STY_1,STY,9.88,0.0,0.0,3.99,0.0,0.0,0.0,0.0,0.0,0.0,7.34
23,ME,CON_1,CON,14.34,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,5.43,0.0
23,ME,LBR_1,LBR,11.9,0.0,6.35,0.0,0.0,1.48,0.95,0.0,2.35,0.0,0.0
23,ME,LIB_1,LIB,19.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,ME,POP_1,POP,13.4,0.0,0.0,0.0,4.53,1.17,0.0,0.0,1.8,2.87,0.0
23,ME,PRG_1,PRG,10.49,0.0,0.0,0.0,0.0,0.0,0.0,8.06,0.0,0.0,0.0
24,MD,CON_1,CON,14.41,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,5.4,0.0
24,MD,LBR_1,LBR,18.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,MD,LIB_1,LIB,11.73,0.0,5.11,0.0,0.0,0.0,0.0,0.6,0.0,0.0,12.58
24,MD,POP_1,POP,9.11,4.21,0.0,0.0,0.0,0.98,0.0,0.0,0.0,3.23,0.0
24,MD,STY_1,STY,7.08,0.71,4.42,0.65,0.95,1.59,0.81,2.25,0.0,0.0,0.0
25,MA,CON_1,CON,18.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09,0.0
25,MA,LBR_1,LBR,14.98,0.0,0.0,0.0,0.0,0.73,0.0,0.0,3.48,0.0,0.0
25,MA,LIB_1,LIB,15.64,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0
25,MA,POP_1,POP,5.75,0.94,8.19,0.0,0.67,0.98,0.0,0.0,2.48,2.91,0.0
25,MA,PRG_1,PRG,12.59,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0
26,MI,CON_1,CON,22.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,MI,CUP_1,CUP,5.61,2.31,2.05,0.0,0.0,0.0,6.26,0.0,0.57,0.0,0.0
26,MI,LBR_1,LBR,12.29,0.0,0.78,0.0,0.0,0.0,0.0,5.58,1.49,0.0,0.0
26,MI,LIB_1,LIB,11.95,0.0,1.56,0.0,1.42,0.0,0.0,0.0,0.0,0.0,8.05
26,MI,NAT_1,NAT,16.03,0.57,0.0,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,MN,CON_1,CON,15.65,0.0,0.0,0.0,0.0,2.39,0.0,0.0,0.0,4.41,0.0
27,MN,LBR_1,LBR,11.32,0.0,8.99,0.0,0.0,1.84,0.0,2.04,1.16,0.0,0.0
27,MN,LIB_1,LIB,16.77,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0
27,MN,POP_1,POP,9.67,0.94,0.0,0.0,7.55,1.21,0.0,0.0,1.83,6.48,0.0
27,MN,PRG_1,PRG,14.82,0.0,0.0,1.15,1.37,0.0,0.0,0.0,0.0,0.0,0.0
28,MS,CON_1,CON,21.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.51,0.0
28,MS,LBR_1,LBR,12.01,0.0,0.0,0.0,0.0,0.0,4.33,2.85,0.0,0.0,0.0
28,MS,OAO_1,OAO,11.98,0.0,0.0,3.63,0.0,0.52,0.77,0.0,0.0,0.0,0.0
28,MS,POP_1,POP,8.43,1.85,0.0,0.0,1.15,10.25,0.0,0.0,0.0,0.77,0.0
28,MS,STY_1,STY,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,MO,CON_1,CON,24.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,MO,CUP_1,CUP,6.89,2.89,1.78,1.48,1.22,0.0,2.27,0.0,0.0,15.91,0.0
29,MO,LBR_1,LBR,12.47,0.0,0.8,0.0,0.0,0.0,0.0,8.43,0.68,0.0,0.0
29,MO,LIB_1,LIB,8.92,0.0,0.9,0.0,4.6,0.0,0.0,1.7,0.0,0.0,2.99
29,MO,STY_1,STY,8.94,4.33,0.0,4.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,MT,CON_1,CON,16.59,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,MT,LBR_1,LBR,11.61,0.0,0.0,0.0,0.0,0.0,3.89,3.44,0.0,0.0,0.0
30,MT,LIB_1,LIB,15.52,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91
30,MT,NAT_1,NAT,24.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,MT,STY_1,STY,7.15,1.21,0.0,0.94,1.45,13.73,0.0,1.05,0.0,5.32,0.0
31,NE,CON_1,CON,19.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.72,0.0
31,NE,CUP_1,CUP,12.39,0.85,1.29,0.0,0.0,0.0,3.41,0.0,0.0,0.0,0.0
31,NE,LBR_1,LBR,14.12,0.0,0.99,0.0,0.0,0.0,0.0,0.0,4.01,0.0,0.0
31,NE,LIB_1,LIB,8.1,0.0,1.18,0.0,0.75,0.0,0.0,7.82,0.0,0.0,2.84
31,NE,POP_1,POP,9.63,1.06,0.0,0.0,0.76,1.11,0.0,3.68,3.15,4.61,0.0
32,NV,CON_1,CON,21.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26,0.0
32,NV,LBR_1,LBR,16.24,0.56,0.0,0.0,0.0,0.0,0.0,2.62,0.0,0.0,0.0
32,NV,LIB_1,LIB,11.38,0.0,3.61,0.0,0.0,0.83,0.0,0.0,0.0,0.0,7.98
32,NV,POP_1,POP,7.88,2.33,0.0,0.0,0.0,3.0,0.0,0.0,5.86,6.1,0.0
32,NV,STY_1,STY,8.19,0.0,2.69,0.0,1.93,0.84,7.23,1.56,0.0,0.0,0.0
33,NH,CON_1,CON,12.27,0.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0,7.3,0.0
33,NH,CUP_1,CUP,7.21,3.04,0.0,4.29,0.0,0.0,4.02,0.0,0.75,0.0,0.0
33,NH,LBR_1,LBR,16.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0
33,NH,OAO_1,OAO,13.6,2.04,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0
33,NH,PRG_1,PRG,12.38,0.0,0.0,0.0,0.0,0.0,4.0,14.12,0.0,0.0,0.0
34,NJ,CON_1,CON,18.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,NJ,CUP_1,CUP,6.11,0.0,3.12,6.11,0.0,0.0,2.09,0.0,1.44,1.43,0.0
34,NJ,LBR_1,LBR,12.42,0.0,0.0,0.0,0.0,0.0,0.0,5.73,1.97,0.0,0.63
34,NJ,LIB_1,LIB,14.79,0.0,3.24,0.0,1.39,0.0,0.0,0.0,0.0,0.0,10.21
34,NJ,POP_1,POP,7.86,0.73,1.25,0.0,1.22,0.0,0.0,0.0,1.93,9.8,0.0
35,NM,CON_1,CON,19.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,NM,CUP_1,CUP,11.28,0.0,1.73,2.0,0.0,0.0,0.5,0.0,0.64,1.63,0.0
35,NM,LBR_1,LBR,21.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,NM,LIB_1,LIB,10.37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.06
35,NM,STY_1,STY,8.76,0.0,0.0,2.96,0.0,0.0,0.0,0.0,0.0,7.65,0.0
36,NY,CON_1,CON,16.02,0.0,0.0,0.74,0.0,1.4,0.0,0.0,0.0,0.0,0.0
36,NY,LBR_1,LBR,14.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,0.0,0.59
36,NY,LIB_1,LIB,13.07,0.0,0.0,0.0,0.0,1.62,0.0,2.95,0.0,0.0,9.43
36,NY,OAO_1,OAO,9.29,1.01,0.0,0.0,0.0,1.26,0.0,0.0,0.0,9.62,0.0
36,NY,POP_1,POP,7.69,0.0,0.0,0.0,0.0,3.26,0.0,3.57,3.07,0.0,0.0
37,NC,CON_1,CON,23.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.63,0.0
37,NC,LBR_1,LBR,10.6,0.0,0.0,0.0,0.0,0.61,1.41,4.08,0.0,0.0,0.0
37,NC,LIB_1,LIB,9.27,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,8.29
37,NC,POP_1,POP,9.47,2.62,0.0,0.0,0.0,1.88,0.0,0.0,4.11,3.58,0.0
37,NC,STY_1,STY,7.13,0.71,9.37,0.0,0.0,2.71,0.0,0.72,0.0,0.0,0.0
38,ND,CON_1,CON,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,ND,CUP_1,CUP,12.68,3.96,2.14,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0
38,ND,LBR_1,LBR,15.32,0.0,0.0,0.0,0.0,0.0,0.0,2.47,2.56,0.0,0.0
38,ND,LIB_1,LIB,9.83,0.0,2.71,0.0,1.27,0.0,0.0,0.0,0.0,0.0,5.58
38,ND,POP_1,POP,13.84,9.48,0.0,0.0,0.53,0.0,0.0,0.0,0.85,0.0,0.0
39,OH,CON_1,CON,24.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.48,0.0
39,OH,CUP_1,CUP,9.52,3.84,2.65,0.79,0.0,0.0,0.74,0.0,0.0,0.0,0.0
39,OH,LBR_1,LBR,10.79,0.0,1.06,0.0,0.0,0.0,0.0,5.94,2.67,0.0,0.0
39,OH,LIB_1,LIB,10.54,0.0,0.96,0.0,1.23,0.0,0.0,1.27,0.0,0.0,3.54
39,OH,POP_1,POP,8.81,4.07,0.0,0.0,1.84,0.0,0.0,0.0,3.15,1.66,0.0
40,OK,CON_1,CON,24.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,OK,CUP_1,CUP,9.62,4.74,3.97,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0
40,OK,LBR_1,LBR,7.39,0.0,0.0,0.0,0.0,0.0,11.9,6.04,3.37,0.0,0.0
40,OK,NAT_1,NAT,18.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,OK,POP_1,POP,8.71,5.38,0.0,0.0,0.0,1.5,0.0,0.0,2.5,0.0,0.0
41,OR,CON_1,CON,12.42,0.0,0.68,5.89,0.0,3.0,0.0,0.0,0.0,0.0,0.0
41,OR,LBR_1,LBR,10.82,3.03,0.0,1.18,0.0,1.85,0.6,8.22,2.12,0.0,0.0
41,OR,LIB_1,LIB,15.92,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,OR,NAT_1,NAT,15.95,2.3,0.0,1.4,0.68,0.0,0.0,0.0,0.0,0.0,0.0
41,OR,PRG_1,PRG,16.96,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0
42,PA,CON_1,CON,22.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,PA,LBR_1,LBR,13.03,0.0,0.0,0.0,0.0,0.0,0.0,5.5,2.34,0.0,0.0
42,PA,LIB_1,LIB,14.91,0.0,0.0,0.0,1.42,0.85,0.0,0.0,0.0,0.0,9.64
42,PA,NAT_1,NAT,10.79,0.0,6.66,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,PA,POP_1,POP,6.89,3.18,0.0,0.0,2.21,4.34,0.0,0.0,1.52,0.0,0.0
44,RI,CON_1,CON,16.98,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0
44,RI,LBR_1,LBR,15.13,0.0,0.0,0.0,0.0,1.6,0.0,6.29,0.0,0.0,0.0
44,RI,LIB_1,LIB,18.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,RI,POP_1,POP,8.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,6.8,12.0
44,RI,STY_1,STY,5.31,0.0,5.98,0.0,5.18,1.58,0.0,0.0,0.0,0.0,0.0
45,SC,CON_1,CON,24.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,SC,LBR_1,LBR,13.24,0.0,0.66,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0
45,SC,LIB_1,LIB,9.23,0.0,0.65,0.54,0.57,0.0,0.0,5.35,0.0,0.0,1.41
45,SC,NAT_1,NAT,14.5,0.97,0.0,1.08,0.0,15.88,0.0,0.0,0.0,0.0,0.0
45,SC,POP_1,POP,8.75,4.79,0.0,0.0,0.72,0.0,0.0,4.98,1.7,0.0,0.0
46,SD,CON_1,CON,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,SD,CUP_1,CUP,11.89,0.75,5.05,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,SD,LBR_1,LBR,10.18,0.0,0.75,0.0,0.0,0.0,14.83,4.35,0.0,0.0,0.0
46,SD,NAT_1,NAT,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,SD,STY_1,STY,8.76,0.51,0.0,5.06,0.0,1.6,0.0,1.89,0.0,0.0,0.0
47,TN,CON_1,CON,30.82,0.0,0.0,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,TN,CON_2,CON,0.0,14.01,1.99,0.0,0.0,0.0,0.0,0.0,0.55,2.01,0.0
47,TN,CUP_1,CUP,7.53,0.77,4.25,1.63,0.0,0.0,8.47,0.0,0.0,0.0,0.0
47,TN,LBR_1,LBR,6.64,0.0,0.0,2.44,0.0,0.0,0.0,6.65,3.18,0.0,0.0
47,TN,NAT_1,NAT,18.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,TX,CON_1,CON,22.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,TX,CUP_1,CUP,9.34,2.07,4.35,5.65,0.0,0.0,1.83,0.0,0.0,0.0,0.0
48,TX,LBR_1,LBR,13.26,0.0,1.27,0.0,0.0,0.0,10.28,4.72,0.0,0.0,0.0
48,TX,NAT_1,NAT,11.58,0.64,0.0,3.56,0.0,2.04,0.0,0.0,0.0,0.0,0.0
48,TX,STY_1,STY,10.76,0.55,0.84,0.0,2.38,0.0,0.0,2.38,0.0,0.0,0.0
49,UT,CON_1,CON,17.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.55,0.0
49,UT,LBR_1,LBR,17.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,UT,LIB_1,LIB,7.83,0.0,0.7,1.29,0.0,0.78,0.0,6.09,0.0,0.0,2.07
49,UT,POP_1,POP,11.25,0.0,0.0,0.0,0.0,2.41,0.0,4.66,0.97,3.13,0.0
49,UT,STY_1,STY,9.38,0.0,1.43,0.0,0.0,7.15,0.0,0.0,0.0,0.0,0.0
50,VT,CON_1,CON,11.92,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.0,5.19,0.0
50,VT,LBR_1,LBR,10.0,0.0,0.0,0.0,0.0,2.37,0.0,4.83,2.22,0.0,0.0
50,VT,LIB_1,LIB,14.27,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,13.68
50,VT,OAO_1,OAO,9.75,0.0,0.0,6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,VT,PRG_1,PRG,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,VA,CON_1,CON,20.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,VA,LBR_1,LBR,15.72,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34
51,VA,LIB_1,LIB,10.71,0.0,0.77,0.0,0.0,8.17,0.0,0.55,0.0,0.0,10.45
51,VA,NAT_1,NAT,12.54,0.0,0.0,0.82,0.0,3.3,1.2,0.0,0.0,0.0,0.0
51,VA,STY_1,STY,6.16,0.0,0.71,6.19,0.0,0.0,0.0,3.81,0.0,0.0,0.0
53,WA,CON_1,CON,13.52,0.0,6.1,0.0,0.0,0.84,0.0,0.0,0.0,3.49,0.0
53,WA,LBR_1,LBR,12.72,0.0,0.0,0.0,0.0,2.61,0.0,0.0,2.16,0.0,0.0
