district_id,state_fips,state_abbr,density_tier,seat_count,n_respondents,n_candidates,elected_0,elected_1,elected_2,elected_3,elected_4,elected_5,elected_6,elected_7,elected_8,elected_9
06-14,6,CA,URBAN,7,43,14,POP,POP,POP,CON,CUP,LIB,OAO,,,
06-15,6,CA,URBAN,7,158,13,NAT,STY,CON,LBR,POP,OAO,LIB,,,
06-16,6,CA,URBAN,7,10,15,STY,CON,CUP,LBR,PRG,STY,STY,,,
06-17,6,CA,URBAN,7,25,14,NAT,POP,LBR,CON,CUP,NAT,PRG,,,
06-18,6,CA,SUBURBAN,7,12,15,STY,LBR,LIB,NAT,OAO,POP,STY,,,
06-19,6,CA,SUBURBAN,7,3625,12,LBR,LIB,CON,STY,LBR,POP,NAT,,,
06-20,6,CA,SUBURBAN,7,3625,12,LBR,LIB,CON,STY,LBR,POP,NAT,,,
06-21,6,CA,SUBURBAN,7,3625,12,LBR,LIB,CON,STY,LBR,POP,NAT,,,
06-22,6,CA,SUBURBAN,7,3625,12,LBR,LIB,CON,STY,LBR,POP,NAT,,,
06-23,6,CA,SUBURBAN,7,3625,12,LBR,LIB,CON,STY,LBR,POP,NAT,,,
06-24,6,CA,SUBURBAN,7,3625,12,LBR,LIB,CON,STY,LBR,POP,NAT,,,
06-25,6,CA,SUBURBAN,7,3625,12,LBR,LIB,CON,STY,LBR,POP,NAT,,,
06-26,6,CA,RURAL,5,3625,12,LBR,LIB,CON,STY,POP,,,,,
08-01,8,CO,URBAN,9,281,16,LBR,CON,PRG,LIB,LBR,POP,CON,LIB,NAT,
08-02,8,CO,URBAN,9,272,14,CON,LIB,CON,LBR,NAT,PRG,POP,LIB,STY,
08-03,8,CO,SUBURBAN,7,192,12,CON,POP,CON,NAT,DSA,LBR,LIB,,,
08-04,8,CO,RURAL,5,40,12,CON,STY,CON,LIB,POP,,,,,
09-01,9,CT,URBAN,9,241,16,CON,CON,LIB,LBR,POP,CON,OAO,PRG,STY,
09-02,9,CT,URBAN,5,86,11,LBR,LIB,CON,LBR,PRG,,,,,
09-03,9,CT,SUBURBAN,5,138,11,NAT,LBR,POP,LIB,PRG,,,,,
10-01,10,DE,URBAN,5,164,12,CON,LBR,LIB,CON,STY,,,,,
11-01,11,DC,URBAN,4,122,12,LIB,LBR,POP,PRG,,,,,,
12-01,12,FL,URBAN,9,221,16,CON,POP,CON,CUP,STY,LBR,OAO,POP,PRG,
12-02,12,FL,URBAN,9,256,16,LBR,LIB,CON,NAT,LBR,STY,POP,CUP,OAO,
12-03,12,FL,URBAN,9,264,15,LIB,CON,STY,LIB,LBR,CUP,DSA,NAT,POP,
12-04,12,FL,URBAN,9,402,15,CON,CON,LBR,LIB,DSA,STY,CON,CUP,POP,
12-05,12,FL,URBAN,9,381,16,CON,LBR,STY,DSA,LIB,CON,CUP,STY,NAT,
12-06,12,FL,URBAN,9,423,16,CON,CUP,NAT,CON,POP,CUP,OAO,LBR,STY,
12-07,12,FL,URBAN,7,295,15,CON,LBR,CON,CUP,STY,POP,NAT,,,
12-08,12,FL,URBAN,7,367,14,CON,CON,NAT,LBR,CUP,STY,POP,,,
12-09,12,FL,URBAN,7,209,13,CON,LBR,POP,DSA,CON,CUP,LIB,,,
12-10,12,FL,SUBURBAN,7,281,12,CON,STY,CON,LBR,DSA,LIB,NAT,,,
12-11,12,FL,SUBURBAN,7,61,13,CON,CON,LBR,NAT,POP,PRG,STY,,,
12-12,12,FL,SUBURBAN,7,178,13,CON,CUP,NAT,LBR,STY,DSA,OAO,,,
12-13,12,FL,SUBURBAN,6,8,14,CON,LBR,LIB,OAO,STY,STY,,,,
12-14,12,FL,SUBURBAN,5,3350,12,CON,LBR,CUP,STY,LIB,,,,,
12-15,12,FL,RURAL,5,3350,12,CON,LBR,CUP,STY,LIB,,,,,
13-01,13,GA,URBAN,9,290,16,CON,LIB,STY,POP,LBR,CON,CUP,LIB,NAT,
13-02,13,GA,URBAN,9,294,15,CON,LBR,NAT,CON,LIB,LBR,STY,CUP,NAT,
13-03,13,GA,URBAN,7,234,13,LIB,LBR,LIB,LBR,CON,CUP,STY,,,
13-04,13,GA,URBAN,7,231,14,CON,POP,LIB,LBR,CUP,STY,CON,,,
13-05,13,GA,SUBURBAN,7,177,14,CON,CON,LBR,CON,LBR,LIB,STY,,,
13-06,13,GA,SUBURBAN,7,206,14,CON,CON,NAT,LBR,STY,CUP,CON,,,
13-07,13,GA,RURAL,5,8,12,CON,CUP,LBR,LIB,OAO,,,,,
13-08,13,GA,RURAL,5,49,12,CON,CON,LBR,CUP,NAT,,,,,
15-01,15,HI,URBAN,8,153,14,LBR,CON,LIB,LBR,CON,OAO,LIB,POP,,
16-01,16,ID,SUBURBAN,10,244,17,CON,NAT,POP,CON,CUP,LBR,LIB,DSA,NAT,POP
17-01,17,IL,URBAN,9,708,15,CON,LIB,LBR,PRG,CUP,POP,CON,DSA,STY,
17-02,17,IL,URBAN,9,135,15,LBR,LIB,PRG,OAO,LBR,STY,CON,LIB,PRG,
17-03,17,IL,URBAN,9,311,14,CON,LIB,OAO,NAT,LBR,CUP,POP,CON,PRG,
17-04,17,IL,URBAN,9,249,15,CON,CON,LIB,LBR,CON,STY,POP,NAT,PRG,
17-05,17,IL,URBAN,7,191,13,CON,LBR,LIB,CUP,POP,DSA,NAT,,,
17-06,17,IL,SUBURBAN,7,158,13,CON,NAT,CUP,CON,LBR,LIB,POP,,,
17-07,17,IL,SUBURBAN,7,5,15,CON,LBR,LIB,OAO,POP,PRG,STY,,,
17-08,17,IL,SUBURBAN,5,1758,11,CON,LBR,LIB,POP,CUP,,,,,
17-09,17,IL,RURAL,5,1758,11,CON,LBR,LIB,POP,CUP,,,,,
18-01,18,IN,URBAN,9,268,15,CON,NAT,CON,LBR,STY,CUP,OAO,POP,PRG,
18-02,18,IN,URBAN,7,280,12,CON,NAT,STY,LIB,LBR,CUP,CON,,,
18-03,18,IN,SUBURBAN,7,205,14,NAT,CON,LBR,LIB,POP,STY,CUP,,,
18-04,18,IN,SUBURBAN,7,203,13,CON,LBR,POP,CUP,CON,LIB,NAT,,,
18-05,18,IN,RURAL,5,22,13,OAO,CON,CUP,LIB,NAT,,,,,
19-01,19,IA,URBAN,7,275,12,LBR,CON,NAT,DSA,LIB,CUP,STY,,,
19-02,19,IA,SUBURBAN,5,129,12,CON,CUP,POP,LIB,NAT,,,,,
19-03,19,IA,RURAL,5,86,12,CON,NAT,CON,STY,CUP,,,,,
20-01,20,KS,URBAN,5,143,11,CON,LBR,LIB,DSA,PRG,,,,,
20-02,20,KS,SUBURBAN,5,133,12,POP,LIB,CON,STY,LBR,,,,,
20-03,20,KS,RURAL,5,109,12,CON,CON,CON,CUP,NAT,,,,,
21-01,21,KY,URBAN,7,222,13,CON,STY,CUP,CON,LBR,POP,LIB,,,
21-02,21,KY,SUBURBAN,6,205,11,CON,NAT,CON,LBR,CUP,LIB,,,,
21-03,21,KY,RURAL,5,194,11,CON,NAT,LBR,POP,CON,,,,,
21-04,21,KY,RURAL,5,53,12,LBR,CON,NAT,LBR,CUP,,,,,
22-01,22,LA,URBAN,9,236,15,CON,NAT,LIB,CUP,CON,POP,DSA,LBR,STY,
22-02,22,LA,URBAN,5,100,12,CUP,PRG,LBR,NAT,STY,,,,,
22-03,22,LA,SUBURBAN,5,103,13,CON,NAT,CON,STY,OAO,,,,,
22-04,22,LA,RURAL,5,54,12,CON,LBR,STY,CUP,POP,,,,,
23-01,23,ME,RURAL,7,236,14,LIB,CON,POP,LBR,STY,NAT,PRG,,,
24-01,24,MD,URBAN,9,215,14,LBR,PRG,LIB,CON,LBR,LIB,OAO,POP,STY,
24-02,24,MD,URBAN,9,319,14,LBR,CON,POP,PRG,LBR,STY,LIB,NAT,OAO,
24-03,24,MD,SUBURBAN,7,203,13,CON,LBR,PRG,LIB,STY,NAT,POP,,,
24-04,24,MD,RURAL,7,54,13,LBR,CON,CUP,LBR,LIB,NAT,POP,,,
25-01,25,MA,URBAN,9,296,15,CON,PRG,LIB,LBR,CON,STY,DSA,LIB,NAT,
25-02,25,MA,URBAN,9,251,15,LBR,LBR,CON,LIB,PRG,LBR,OAO,POP,STY,
25-03,25,MA,URBAN,7,109,15,CON,LIB,NAT,LBR,CON,CUP,POP,,,
25-04,25,MA,SUBURBAN,7,214,14,CON,LIB,LBR,CON,DSA,POP,STY,,,
25-05,25,MA,SUBURBAN,5,36,11,PRG,CON,LBR,LIB,NAT,,,,,
26-01,26,MI,URBAN,9,292,15,CON,LIB,LBR,STY,DSA,POP,CUP,NAT,OAO,
26-02,26,MI,URBAN,9,376,15,CON,CON,NAT,LBR,POP,CON,DSA,LIB,PRG,
26-03,26,MI,URBAN,7,221,12,CON,NAT,LBR,LIB,CUP,POP,PRG,,,
26-04,26,MI,SUBURBAN,7,298,13,CON,LIB,LBR,STY,CUP,PRG,NAT,,,
26-05,26,MI,SUBURBAN,7,201,14,NAT,CON,NAT,LBR,LIB,CUP,POP,,,
26-06,26,MI,RURAL,7,25,14,CON,CON,CON,LBR,NAT,OAO,POP,,,
26-07,26,MI,RURAL,6,118,13,CON,NAT,CON,CUP,LBR,POP,,,,
27-01,27,MN,URBAN,9,368,14,PRG,LIB,LBR,OAO,PRG,CON,LBR,LIB,POP,
27-02,27,MN,URBAN,7,209,13,CON,LIB,NAT,POP,CON,LBR,LIB,,,
27-03,27,MN,SUBURBAN,7,206,13,CON,LIB,LBR,NAT,POP,PRG,STY,,,
27-04,27,MN,RURAL,7,28,14,LBR,OAO,CON,LBR,LIB,NAT,OAO,,,
28-01,28,MS,URBAN,5,108,12,STY,CON,LBR,STY,NAT,,,,,
28-02,28,MS,SUBURBAN,5,136,13,CON,STY,LBR,NAT,POP,,,,,
28-03,28,MS,RURAL,5,105,12,CON,OAO,STY,POP,LBR,,,,,
29-01,29,MO,URBAN,9,298,15,CON,DSA,STY,LBR,LIB,CON,POP,DSA,NAT,
29-02,29,MO,URBAN,7,262,12,CON,CON,POP,LBR,CUP,DSA,PRG,,,
29-03,29,MO,SUBURBAN,6,268,13,NAT,CON,STY,LBR,CUP,NAT,,,,
29-04,29,MO,SUBURBAN,5,164,11,CON,LBR,CUP,STY,CON,,,,,
29-05,29,MO,RURAL,5,55,12,CON,LBR,LIB,NAT,POP,,,,,
30-01,30,MT,SUBURBAN,6,185,13,NAT,CON,LIB,LBR,STY,CUP,,,,
31-01,31,NE,SUBURBAN,10,286,15,CON,LBR,CUP,NAT,CON,POP,LIB,DSA,STY,LBR
32-01,32,NV,URBAN,9,415,13,CON,LBR,CON,LIB,STY,LBR,CUP,NAT,POP,
32-02,32,NV,SUBURBAN,7,158,12,NAT,CON,LIB,LBR,CON,DSA,NAT,,,
33-01,33,NH,SUBURBAN,7,252,11,LBR,OAO,CON,POP,CUP,LIB,PRG,,,
34-01,34,NJ,URBAN,9,307,15,CON,LIB,STY,PRG,LBR,CON,CUP,LIB,NAT,
34-02,34,NJ,URBAN,9,267,14,CON,LBR,LIB,POP,LBR,CON,STY,NAT,PRG,
34-03,34,NJ,URBAN,9,312,14,LIB,CON,LIB,LBR,POP,NAT,CUP,DSA,OAO,
34-04,34,NJ,URBAN,7,185,12,CUP,CON,LBR,LIB,POP,NAT,PRG,,,
34-05,34,NJ,SUBURBAN,7,131,13,NAT,CON,LBR,OAO,CON,DSA,PRG,,,
34-06,34,NJ,SUBURBAN,7,39,12,PRG,CON,PRG,CUP,LBR,NAT,STY,,,
35-01,35,NM,URBAN,6,183,12,LBR,CON,LIB,LBR,POP,CON,,,,
35-02,35,NM,SUBURBAN,5,126,12,CUP,CON,LBR,STY,NAT,,,,,
36-01,36,NY,URBAN,9,247,15,LBR,CUP,OAO,CON,POP,STY,LBR,LIB,PRG,
36-02,36,NY,URBAN,9,187,15,LBR,NAT,CON,LIB,STY,LBR,DSA,OAO,POP,
36-03,36,NY,URBAN,9,409,15,LBR,CON,OAO,STY,LIB,DSA,LBR,CUP,POP,
36-04,36,NY,URBAN,9,336,15,CON,LIB,LBR,STY,POP,CON,CUP,LIB,NAT,
36-05,36,NY,URBAN,9,226,15,PRG,CON,DSA,LBR,LIB,STY,CON,OAO,PRG,
36-06,36,NY,URBAN,9,428,14,LIB,NAT,CON,LBR,CON,POP,LBR,OAO,PRG,
36-07,36,NY,URBAN,7,73,14,OAO,CUP,CON,CUP,LBR,NAT,STY,,,
36-08,36,NY,URBAN,7,250,12,CON,LBR,LIB,CUP,CON,POP,NAT,,,
36-09,36,NY,SUBURBAN,7,233,14,LIB,LBR,CON,POP,DSA,NAT,PRG,,,
36-10,36,NY,SUBURBAN,7,131,12,CON,POP,PRG,LBR,CON,LIB,STY,,,
36-11,36,NY,SUBURBAN,7,14,14,LBR,CON,CUP,LBR,NAT,OAO,PRG,,,
36-12,36,NY,SUBURBAN,6,25,13,PRG,PRG,PRG,CUP,DSA,LBR,,,,
36-13,36,NY,RURAL,5,12,13,CON,CUP,LBR,NAT,PRG,,,,,
36-14,36,NY,RURAL,5,14,14,CON,CON,DSA,LBR,POP,,,,,
37-01,37,NC,URBAN,9,222,15,CON,CON,LBR,CUP,CON,LBR,LIB,NAT,STY,
37-02,37,NC,URBAN,9,282,16,PRG,NAT,PRG,LIB,CON,LBR,STY,DSA,OAO,
37-03,37,NC,URBAN,7,250,14,POP,CON,NAT,LBR,STY,CON,POP,,,
37-04,37,NC,SUBURBAN,7,207,13,CON,POP,LIB,LBR,STY,CON,OAO,,,
37-05,37,NC,SUBURBAN,7,256,14,CON,CON,LBR,NAT,STY,POP,OAO,,,
37-06,37,NC,RURAL,5,69,13,CON,NAT,STY,CON,DSA,,,,,
37-07,37,NC,RURAL,5,141,11,CON,LIB,CON,POP,DSA,,,,,
37-08,37,NC,RURAL,5,17,13,CON,CON,CON,CUP,STY,,,,,
38-01,38,ND,SUBURBAN,4,90,10,CON,LBR,LIB,POP,,,,,,
39-01,39,OH,URBAN,9,296,14,CON,DSA,NAT,LIB,LBR,DSA,STY,CON,CUP,
39-02,39,OH,URBAN,9,331,13,LBR,CON,NAT,LIB,LBR,DSA,STY,CON,POP,
39-03,39,OH,URBAN,9,311,14,CON,CON,CUP,LBR,LIB,POP,CON,CUP,NAT,
39-04,39,OH,URBAN,7,282,14,CON,CON,NAT,LIB,LBR,CON,STY,,,
39-05,39,OH,SUBURBAN,7,277,12,CON,LIB,NAT,LBR,CUP,POP,STY,,,
39-06,39,OH,SUBURBAN,7,266,13,CON,NAT,CUP,LIB,CON,STY,LBR,,,
39-07,39,OH,RURAL,7,195,13,CON,POP,CON,CUP,LBR,NAT,POP,,,
39-08,39,OH,RURAL,6,20,12,CON,NAT,CON,LBR,LIB,POP,,,,
40-01,40,OK,URBAN,9,320,16,CON,LIB,NAT,POP,CON,LBR,STY,CUP,LIB,
40-02,40,OK,SUBURBAN,7,166,13,NAT,CON,NAT,CON,CUP,STY,DSA,,,
40-03,40,OK,RURAL,5,51,12,CON,CON,CON,DSA,POP,,,,,
41-01,41,OR,URBAN,9,373,16,PRG,DSA,LIB,LBR,CON,STY,CUP,NAT,PRG,
41-02,41,OR,URBAN,7,423,14,NAT,LIB,PRG,CON,LBR,POP,LIB,,,
41-03,41,OR,SUBURBAN,6,14,14,CON,DSA,LBR,LIB,POP,PRG,,,,
42-01,42,PA,URBAN,9,388,15,LBR,CON,LIB,LBR,PRG,STY,CON,DSA,OAO,
42-02,42,PA,URBAN,9,373,12,CON,LBR,NAT,LIB,CON,PRG,DSA,OAO,POP,
42-03,42,PA,URBAN,9,329,14,LIB,CON,POP,NAT,LBR,LIB,CON,CUP,OAO,
42-04,42,PA,URBAN,7,97,13,CON,LIB,LBR,CON,CUP,OAO,PRG,,,
42-05,42,PA,SUBURBAN,7,278,12,LIB,LBR,CON,NAT,STY,CUP,PRG,,,
42-06,42,PA,SUBURBAN,7,330,12,CON,LIB,NAT,PRG,LBR,POP,CON,,,
42-07,42,PA,SUBURBAN,7,297,13,CON,CON,LBR,LIB,CON,POP,CUP,,,
42-08,42,PA,RURAL,7,322,13,CON,CON,LBR,CUP,LIB,STY,POP,,,
42-09,42,PA,RURAL,6,2418,12,CON,LIB,LBR,POP,CUP,NAT,,,,
44-01,44,RI,URBAN,6,176,12,LIB,CON,LBR,POP,CUP,PRG,,,,
45-01,45,SC,URBAN,9,282,15,CON,CON,LIB,LBR,NAT,CUP,POP,STY,DSA,
45-02,45,SC,SUBURBAN,7,246,13,CON,NAT,CON,LBR,DSA,STY,CUP,,,
45-03,45,SC,RURAL,6,11,12,DSA,CON,DSA,LBR,NAT,POP,,,,
45-04,45,SC,RURAL,5,197,12,CON,POP,LBR,STY,NAT,,,,,
46-01,46,SD,SUBURBAN,5,137,11,CON,CUP,STY,LBR,NAT,,,,,
47-01,47,TN,URBAN,9,252,14,CON,CON,OAO,STY,NAT,CON,LBR,DSA,LIB,
47-02,47,TN,URBAN,7,213,13,CON,CUP,DSA,CON,LBR,NAT,STY,,,
47-03,47,TN,SUBURBAN,7,318,13,NAT,CON,NAT,CON,CON,STY,POP,,,
47-04,47,TN,SUBURBAN,7,269,14,CON,CON,POP,LBR,CUP,CON,NAT,,,
47-05,47,TN,RURAL,6,13,13,CON,CUP,CON,LBR,NAT,POP,,,,
48-01,48,TX,URBAN,9,469,14,CON,STY,LBR,DSA,LIB,STY,CON,CUP,NAT,
48-02,48,TX,URBAN,9,256,15,CON,CON,CON,LBR,CUP,STY,LIB,LBR,NAT,
48-03,48,TX,URBAN,9,270,15,LBR,CON,STY,LBR,DSA,LIB,NAT,OAO,STY,
48-04,48,TX,URBAN,9,276,15,LBR,CON,LBR,NAT,CUP,LIB,LBR,CON,STY,
48-05,48,TX,URBAN,9,291,16,CON,NAT,CON,LIB,LBR,CUP,DSA,STY,POP,
48-06,48,TX,URBAN,9,234,16,CON,CON,NAT,DSA,CON,POP,STY,LBR,LIB,
48-07,48,TX,URBAN,9,353,16,CON,CON,NAT,CUP,LIB,CON,DSA,LBR,POP,
48-08,48,TX,URBAN,9,264,17,CON,NAT,STY,LIB,CON,LBR,CUP,NAT,POP,
48-09,48,TX,URBAN,7,214,14,CON,LBR,STY,CON,CUP,NAT,POP,,,
48-10,48,TX,URBAN,7,162,14,LBR,CUP,STY,CON,DSA,LBR,LIB,,,
48-11,48,TX,URBAN,7,115,13,LIB,CON,STY,POP,CUP,LIB,OAO,,,
48-12,48,TX,SUBURBAN,7,171,15,OAO,CON,CUP,POP,STY,LBR,NAT,,,
48-13,48,TX,SUBURBAN,7,147,15,NAT,CON,LBR,CON,LIB,POP,STY,,,
48-14,48,TX,SUBURBAN,7,161,14,CON,CON,CUP,LBR,CON,NAT,STY,,,
48-15,48,TX,SUBURBAN,7,5,13,LBR,CON,LBR,NAT,POP,PRG,STY,,,
48-16,48,TX,SUBURBAN,7,3392,13,CON,LBR,CUP,STY,CON,NAT,LIB,,,
48-17,48,TX,SUBURBAN,7,3392,13,CON,LBR,CUP,STY,CON,NAT,LIB,,,
48-18,48,TX,RURAL,7,3392,13,CON,LBR,CUP,STY,CON,NAT,LIB,,,
48-19,48,TX,RURAL,5,3392,12,CON,LBR,STY,CUP,NAT,,,,,
48-20,48,TX,RURAL,5,3392,12,CON,LBR,STY,CUP,NAT,,,,,
49-01,49,UT,URBAN,7,218,12,LBR,DSA,CON,LIB,CUP,LBR,POP,,,
49-02,49,UT,URBAN,5,169,12,CON,NAT,LBR,POP,STY,,,,,
49-03,49,UT,SUBURBAN,5,387,12,LBR,CON,STY,POP,LIB,,,,,
50-01,50,VT,RURAL,3,105,10,PRG,CON,LBR,,,,,,,
51-01,51,VA,URBAN,9,250,16,LBR,PRG,LIB,NAT,CON,LBR,STY,CUP,PRG,
51-02,51,VA,URBAN,9,375,14,CON,LBR,CON,PRG,LIB,LBR,STY,NAT,POP,
51-03,51,VA,URBAN,7,308,12,CON,NAT,LIB,LBR,CUP,POP,PRG,,,
51-04,51,VA,SUBURBAN,7,26,14,STY,CON,LIB,NAT,OAO,POP,STY,,,
51-05,51,VA,SUBURBAN,7,266,13,CON,LBR,POP,LBR,LIB,CON,NAT,,,
51-06,51,VA,RURAL,6,9,13,CON,CON,CUP,NAT,OAO,STY,,,,
53-01,53,WA,URBAN,9,291,16,LIB,PRG,LBR,DSA,STY,CUP,LIB,NAT,OAO,
53-02,53,WA,URBAN,9,275,15,LBR,DSA,NAT,CON,POP,LIB,STY,LBR,OAO,
53-03,53,WA,URBAN,7,217,13,PRG,NAT,CUP,LBR,LIB,CON,PRG,,,
53-04,53,WA,SUBURBAN,5,191,11,CON,LIB,LBR,CON,DSA,,,,,
53-05,53,WA,SUBURBAN,5,115,11,CON,LIB,LBR,STY,POP,,,,,
53-06,53,WA,RURAL,5,23,12,CON,CON,LBR,OAO,POP,,,,,
54-01,54,WV,SUBURBAN,9,335,16,CON,LBR,NAT,CON,STY,CUP,POP,LIB,OAO,
55-01,55,WI,URBAN,9,335,16,CON,LIB,NAT,POP,CON,LBR,CUP,OAO,PRG,
55-02,55,WI,URBAN,7,319,12,CON,LBR,PRG,CON,POP,LIB,DSA,,,
55-03,55,WI,SUBURBAN,5,191,13,CON,STY,LBR,CON,NAT,,,,,
55-04,55,WI,SUBURBAN,5,224,12,CON,LBR,CON,POP,LIB,,,,,
55-05,55,WI,RURAL,5,19,12,CON,LBR,LIB,NAT,POP,,,,,
56-01,56,WY,SUBURBAN,3,70,10,CON,POP,CUP,,,,,,,
