state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_LIB,inc_OAO,inc_POP,inc_NAT,inc_PRG,inc_DSA,inc_CUP,inc_STY,inc_CON,inc_LBR
10,DE,LIB_1,LIB,10.11,0.0,0.0,0.0,0.0,4.78,0.0,1.58,0.0,0.0,0.0
10,DE,OAO_1,OAO,14.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,DE,STY_1,STY,5.88,0.0,0.0,2.68,0.0,0.0,0.0,0.72,0.0,0.0,0.0
11,DC,LBR_1,LBR,18.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,DC,LIB_1,LIB,29.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,DC,LIB_2,LIB,0.0,11.36,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,DC,POP_1,POP,10.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,2.11,0.0
11,DC,PRG_1,PRG,12.88,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0
12,FL,CON_1,CON,22.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,FL,CUP_1,CUP,10.52,0.0,3.64,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,FL,LBR_1,LBR,13.45,0.0,0.52,0.0,0.0,0.0,4.84,0.0,0.0,0.0,0.0
12,FL,LIB_1,LIB,7.84,0.0,1.19,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0
12,FL,STY_1,STY,12.45,0.0,0.0,5.11,0.0,0.0,1.51,0.0,0.0,0.0,0.0
13,GA,CON_1,CON,22.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,GA,CUP_1,CUP,9.51,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,GA,LBR_1,LBR,15.95,0.0,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0
13,GA,LIB_1,LIB,12.02,0.0,0.86,0.0,0.0,3.14,0.0,0.0,0.0,0.0,0.0
13,GA,STY_1,STY,10.75,0.0,0.0,5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,HI,CON_1,CON,21.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,HI,LBR_1,LBR,22.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,HI,LIB_1,LIB,18.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,HI,OAO_1,OAO,11.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,HI,POP_1,POP,9.2,0.0,0.0,0.0,2.39,0.0,0.0,0.0,1.71,0.0,0.0
16,ID,CON_1,CON,22.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,ID,CUP_1,CUP,10.31,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,ID,LBR_1,LBR,9.6,0.0,1.4,0.0,0.0,0.0,5.66,0.0,2.66,0.0,0.0
16,ID,NAT_1,NAT,15.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,ID,POP_1,POP,15.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0
17,IL,CON_1,CON,20.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,IL,CUP_1,CUP,9.53,0.0,4.22,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0
17,IL,LBR_1,LBR,12.62,0.0,0.0,0.0,0.0,0.0,4.57,0.0,2.81,0.0,0.0
17,IL,LIB_1,LIB,12.74,0.0,1.91,0.0,0.0,4.57,0.0,0.0,0.0,0.0,0.0
17,IL,POP_1,POP,7.95,0.0,0.0,0.0,3.75,0.0,0.0,0.0,1.12,0.0,0.0
18,IN,CON_1,CON,20.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,IN,CUP_1,CUP,10.12,2.09,3.01,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,IN,LBR_1,LBR,12.08,0.0,1.18,0.0,0.0,0.0,4.18,0.0,0.0,0.0,0.0
18,IN,NAT_1,NAT,14.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,IN,STY_1,STY,9.13,0.0,0.0,5.01,0.0,0.0,0.58,0.0,0.0,0.0,0.0
19,IA,CON_1,CON,20.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,IA,CUP_1,CUP,8.72,0.0,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,IA,LBR_1,LBR,12.86,0.0,0.51,0.0,0.0,0.0,6.01,0.0,0.0,0.0,0.0
19,IA,LIB_1,LIB,7.03,0.0,1.66,0.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0
19,IA,NAT_1,NAT,14.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,KS,CON_1,CON,24.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,KS,LBR_1,LBR,9.04,1.32,0.0,0.0,0.0,0.0,5.85,1.91,0.0,0.0,0.0
20,KS,LIB_1,LIB,13.3,0.0,0.52,0.0,0.0,5.08,0.52,0.0,0.0,0.0,0.0
20,KS,NAT_1,NAT,11.3,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,KS,STY_1,STY,10.12,0.0,0.0,6.17,0.0,0.0,0.0,0.65,0.0,0.0,0.0
21,KY,CON_1,CON,23.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,KY,CUP_1,CUP,9.48,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,KY,LBR_1,LBR,11.53,4.69,0.66,0.0,0.0,0.0,4.22,0.0,0.0,0.0,0.0
21,KY,NAT_1,NAT,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,KY,STY_1,STY,11.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,LA,CON_1,CON,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,LA,CUP_1,CUP,13.34,1.86,2.91,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,LA,LBR_1,LBR,9.34,3.85,1.12,0.0,0.0,0.0,2.57,0.0,0.0,0.0,0.0
22,LA,NAT_1,NAT,16.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,LA,STY_1,STY,12.34,0.0,0.0,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,ME,CON_1,CON,14.18,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0
23,ME,LBR_1,LBR,12.35,0.0,0.0,0.0,0.0,0.0,6.1,0.82,3.0,0.0,0.0
23,ME,LIB_1,LIB,18.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,ME,POP_1,POP,14.1,0.0,0.0,0.0,2.7,0.0,0.0,0.73,2.29,0.0,0.0
23,ME,PRG_1,PRG,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,MD,CON_1,CON,14.11,0.0,0.0,0.0,4.89,0.0,0.0,2.53,0.0,0.0,0.0
24,MD,LBR_1,LBR,19.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,MD,LIB_1,LIB,10.88,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,MD,POP_1,POP,9.49,0.0,0.0,0.0,3.01,0.0,0.0,1.05,0.0,0.0,0.0
24,MD,PRG_1,PRG,12.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,MA,CON_1,CON,18.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,MA,LBR_1,LBR,15.59,0.0,0.98,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0
25,MA,LIB_1,LIB,14.68,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,MA,PRG_1,PRG,11.56,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0
25,MA,STY_1,STY,6.64,0.0,0.0,3.33,0.0,0.0,0.0,0.7,0.0,0.0,0.0
26,MI,CON_1,CON,21.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,MI,LBR_1,LBR,12.74,0.0,0.76,0.0,0.0,0.0,5.09,0.0,0.0,0.0,0.0
26,MI,LIB_1,LIB,11.17,0.0,1.54,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0
26,MI,NAT_1,NAT,15.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,MI,POP_1,POP,8.84,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3.19,0.0,0.0
27,MN,CON_1,CON,15.61,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0
27,MN,LBR_1,LBR,11.85,0.0,0.0,0.0,0.0,0.0,2.08,0.77,1.24,0.0,0.0
27,MN,LIB_1,LIB,15.83,0.0,2.61,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0
27,MN,POP_1,POP,10.26,0.0,0.0,0.0,6.14,0.0,0.0,0.98,2.35,0.0,0.0
27,MN,PRG_1,PRG,13.68,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
28,MS,CON_1,CON,20.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,MS,LBR_1,LBR,11.89,3.85,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0
28,MS,NAT_1,NAT,11.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,MS,OAO_1,OAO,11.27,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,MS,STY_1,STY,21.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,MO,CON_1,CON,23.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,MO,LBR_1,LBR,12.71,0.0,0.77,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0
29,MO,LIB_1,LIB,8.2,0.0,0.87,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0
29,MO,NAT_1,NAT,12.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,MO,STY_1,STY,11.18,0.0,0.0,4.73,0.0,0.0,0.71,1.65,0.0,0.0,0.0
30,MT,CON_1,CON,16.36,0.0,0.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,MT,LBR_1,LBR,12.01,1.49,0.0,0.0,0.0,0.0,3.48,0.0,0.0,0.0,0.0
30,MT,LIB_1,LIB,14.48,0.0,0.98,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0
30,MT,NAT_1,NAT,22.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,MT,STY_1,STY,9.09,0.0,0.0,0.98,0.0,0.0,1.06,1.4,0.0,0.0,0.0
31,NE,CON_1,CON,19.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,NE,CUP_1,CUP,13.06,0.0,0.75,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,NE,LBR_1,LBR,14.33,0.0,0.82,0.0,0.0,0.0,6.17,0.0,0.0,0.0,0.0
31,NE,LIB_1,LIB,7.42,0.0,1.14,0.0,0.0,2.54,1.52,0.0,0.0,0.0,0.0
31,NE,NAT_1,NAT,10.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,NV,CON_1,CON,21.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,NV,LBR_1,LBR,16.64,0.0,0.0,0.0,0.0,0.0,2.62,0.0,0.0,0.0,0.0
32,NV,LIB_1,LIB,10.52,0.0,2.47,0.0,0.0,5.09,0.0,0.74,0.0,0.0,0.0
32,NV,NAT_1,NAT,11.46,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,NV,STY_1,STY,10.31,0.0,0.0,4.21,0.0,0.0,1.56,0.0,0.0,0.0,0.0
33,NH,CON_1,CON,12.14,0.0,0.0,0.0,2.81,0.0,0.0,2.53,0.0,0.0,0.0
33,NH,LBR_1,LBR,17.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,NH,OAO_1,OAO,13.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,NH,POP_1,POP,5.97,0.0,0.0,0.0,4.05,0.0,0.0,0.93,1.53,0.0,0.0
33,NH,PRG_1,PRG,11.34,1.07,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0
34,NJ,CON_1,CON,18.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,NJ,LBR_1,LBR,12.88,0.0,0.0,0.0,0.0,0.0,5.68,0.0,0.0,0.0,0.0
34,NJ,LIB_1,LIB,13.84,0.0,2.51,0.0,0.0,5.96,0.0,0.0,0.0,0.0,0.0
34,NJ,NAT_1,NAT,10.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,NJ,POP_1,POP,8.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0
35,NM,CON_1,CON,18.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,NM,CUP_1,CUP,11.87,0.0,1.65,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,NM,LBR_1,LBR,22.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,NM,LIB_1,LIB,9.48,0.0,0.96,0.0,0.0,2.72,0.0,0.0,0.0,0.0,0.0
35,NM,STY_1,STY,10.9,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,NY,CON_1,CON,15.71,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0
36,NY,LBR_1,LBR,15.43,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0
36,NY,LIB_1,LIB,12.14,0.0,0.0,0.0,0.0,4.72,0.0,0.51,0.0,0.0,0.0
36,NY,POP_1,POP,8.03,0.0,0.0,0.0,3.34,0.0,0.0,1.01,0.0,0.0,0.0
36,NY,STY_1,STY,7.94,0.0,0.0,0.0,0.0,0.0,1.31,2.01,0.0,0.0,0.0
37,NC,CON_1,CON,22.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,NC,LBR_1,LBR,10.9,0.0,1.73,0.0,0.0,0.0,4.09,0.59,0.0,0.0,0.0
37,NC,LIB_1,LIB,8.59,0.0,1.57,0.0,0.0,3.66,0.0,0.59,0.0,0.0,0.0
37,NC,NAT_1,NAT,12.28,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,NC,STY_1,STY,9.0,0.0,0.0,6.27,0.0,0.0,0.72,2.15,0.0,0.0,0.0
38,ND,CON_1,CON,23.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,ND,CUP_1,CUP,13.45,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0
38,ND,LBR_1,LBR,15.64,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0
38,ND,LIB_1,LIB,9.05,0.0,2.63,0.0,0.0,5.07,0.0,0.0,0.0,0.0,0.0
38,ND,POP_1,POP,14.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0
39,OH,CON_1,CON,23.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,OH,CUP_1,CUP,10.14,0.0,2.58,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,OH,LBR_1,LBR,11.06,0.0,1.03,0.0,0.0,0.0,4.31,0.0,0.0,0.0,0.0
39,OH,LIB_1,LIB,9.74,0.0,0.93,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0
39,OH,STY_1,STY,8.28,0.0,0.0,5.33,0.0,0.0,0.94,0.0,0.0,0.0,0.0
40,OK,CON_1,CON,23.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,OK,CUP_1,CUP,10.26,0.0,3.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91
40,OK,LIB_1,LIB,9.05,0.0,1.19,0.0,0.0,1.0,0.66,0.0,0.0,0.0,1.13
40,OK,NAT_1,NAT,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,OK,STY_1,STY,8.42,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,4.04
41,OR,CON_1,CON,12.46,0.0,0.68,2.47,0.0,0.0,0.0,2.51,0.0,0.0,0.0
41,OR,LBR_1,LBR,11.4,0.0,0.0,0.0,0.0,0.0,8.06,0.88,2.74,0.0,0.0
41,OR,LIB_1,LIB,15.12,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,OR,NAT_1,NAT,15.2,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,OR,PRG_1,PRG,15.76,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0
42,PA,CON_1,CON,21.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,PA,LBR_1,LBR,13.53,0.0,0.0,0.0,0.0,0.0,4.31,0.0,0.0,0.0,0.0
42,PA,LIB_1,LIB,13.96,0.0,1.44,0.0,0.0,6.27,0.0,0.0,0.0,0.0,0.0
42,PA,NAT_1,NAT,10.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,PA,POP_1,POP,7.25,0.0,0.0,0.0,0.0,0.0,0.0,1.58,1.93,0.0,0.0
44,RI,CON_1,CON,16.76,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
44,RI,LBR_1,LBR,15.68,0.0,0.0,0.0,0.0,0.0,5.14,1.68,0.0,0.0,0.0
44,RI,LIB_1,LIB,16.85,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0
44,RI,POP_1,POP,8.41,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0
44,RI,PRG_1,PRG,10.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,SC,CON_1,CON,23.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,SC,LBR_1,LBR,13.51,0.0,0.64,0.0,0.0,0.0,5.72,0.53,0.0,0.0,0.0
45,SC,NAT_1,NAT,13.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,SC,POP_1,POP,9.05,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0
45,SC,STY_1,STY,10.11,0.0,0.0,0.0,0.0,0.0,2.59,0.54,0.0,0.0,0.0
46,SD,CON_1,CON,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,SD,CUP_1,CUP,12.58,0.0,4.1,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,SD,LBR_1,LBR,10.36,5.34,0.72,0.0,0.0,0.0,3.74,0.0,0.0,0.0,0.0
46,SD,NAT_1,NAT,14.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,SD,STY_1,STY,10.96,0.0,0.0,4.93,0.0,0.0,1.88,0.0,0.0,0.0,0.0
47,TN,CON_1,CON,30.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,TN,CUP_1,CUP,8.04,1.0,4.15,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,TN,LBR_1,LBR,6.83,4.51,0.0,0.0,0.0,0.0,4.81,0.0,0.0,0.0,0.0
47,TN,NAT_1,NAT,17.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,TN,STY_1,STY,8.2,0.0,0.0,5.97,0.0,0.0,1.68,0.0,0.0,0.0,0.0
48,TX,CON_1,CON,21.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,TX,CUP_1,CUP,9.79,1.18,3.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,TX,LBR_1,LBR,13.39,0.0,0.0,0.0,0.0,0.0,4.37,0.0,0.0,0.0,0.0
48,TX,NAT_1,NAT,10.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,TX,STY_1,STY,13.35,0.0,0.0,4.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,UT,CON_1,CON,16.67,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,UT,DSA_1,DSA,8.42,1.17,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0
49,UT,LBR_1,LBR,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,UT,POP_1,POP,11.52,0.0,0.0,0.0,2.86,0.0,0.0,1.13,0.0,0.0,0.0
49,UT,STY_1,STY,11.63,0.0,0.0,0.0,0.0,0.0,0.0,3.82,0.0,0.0,0.0
50,VT,CON_1,CON,12.06,0.0,0.0,1.03,4.26,0.0,0.0,2.38,0.0,0.0,0.0
50,VT,LBR_1,LBR,10.62,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.9,0.0,0.0
50,VT,LIB_1,LIB,13.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,VT,PRG_1,PRG,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,VT,PRG_2,PRG,0.0,0.0,0.0,0.0,0.0,11.71,0.0,0.0,0.0,0.0,0.0
51,VA,CON_1,CON,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,VA,LBR_1,LBR,16.23,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,VA,LIB_1,LIB,9.97,0.0,0.76,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0
51,VA,NAT_1,NAT,11.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,VA,STY_1,STY,7.81,0.0,0.0,4.63,0.0,0.0,0.0,1.23,0.0,0.0,0.0
53,WA,CON_1,CON,13.41,0.0,2.43,1.89,0.0,0.0,0.0,0.0,0.57,0.0,0.0
