district_id,state_fips,state_abbr,density_tier,seat_count,n_respondents,n_candidates,elected_0,elected_1,elected_2,elected_3,elected_4,elected_5,elected_6
41-02,41,OR,SUBURBAN,5,270,11,NAT,LIB,CON,LBR,POP,,
42-01,42,PA,URBAN,7,496,13,LBR,CON,LIB,STY,LBR,CON,OAO
42-02,42,PA,URBAN,7,583,12,CON,LBR,CON,POP,LIB,CUP,DSA
42-03,42,PA,SUBURBAN,7,656,13,LIB,CON,LBR,CUP,POP,STY,NAT
42-04,42,PA,SUBURBAN,7,637,12,CON,CON,LBR,STY,POP,LIB,NAT
42-05,42,PA,RURAL,6,46,13,CUP,CON,LBR,CUP,NAT,POP,
44-01,44,RI,URBAN,3,176,10,CON,LIB,LBR,,,,
45-01,45,SC,URBAN,7,435,13,CON,LBR,STY,POP,CON,LIB,CUP
45-02,45,SC,SUBURBAN,6,301,12,CON,LBR,STY,CON,DSA,NAT,
46-01,46,SD,SUBURBAN,2,137,10,CON,LBR,,,,,
47-01,47,TN,URBAN,7,378,12,CON,STY,CON,LBR,OAO,LIB,POP
47-02,47,TN,SUBURBAN,6,422,12,CON,NAT,CON,CUP,POP,LBR,
47-03,47,TN,RURAL,5,265,12,CON,CON,NAT,LBR,POP,,
48-01,48,TX,URBAN,7,469,14,STY,CON,STY,POP,LBR,CUP,LIB
48-02,48,TX,URBAN,7,526,13,CON,LBR,STY,CUP,CON,STY,LBR
48-03,48,TX,URBAN,7,428,14,LBR,CON,STY,CUP,LBR,CON,LIB
48-04,48,TX,URBAN,7,451,13,CON,LBR,STY,LIB,CUP,CON,POP
48-05,48,TX,URBAN,7,443,13,CON,LBR,DSA,STY,POP,CON,CUP
48-06,48,TX,URBAN,7,398,12,CON,STY,NAT,LBR,CUP,CON,POP
48-07,48,TX,SUBURBAN,7,355,13,STY,LBR,CON,STY,CUP,DSA,OAO
48-08,48,TX,SUBURBAN,7,275,13,CUP,CON,STY,POP,LIB,CUP,OAO
48-09,48,TX,SUBURBAN,7,3392,13,CON,STY,LBR,CUP,POP,LIB,CON
48-10,48,TX,RURAL,7,35,15,CON,NAT,CON,CON,CUP,LBR,NAT
48-11,48,TX,RURAL,7,9,14,POP,POP,STY,CON,NAT,OAO,POP
49-01,49,UT,URBAN,5,264,12,LBR,CON,STY,CUP,LIB,,
49-02,49,UT,SUBURBAN,4,123,11,CON,LBR,POP,STY,,,
50-01,50,VT,RURAL,2,105,10,LBR,CON,,,,,
51-01,51,VA,URBAN,7,503,13,LBR,CON,STY,LBR,PRG,LIB,CUP
51-02,51,VA,URBAN,6,371,13,CON,LBR,CON,STY,LIB,POP,
51-03,51,VA,SUBURBAN,5,315,11,CON,LBR,STY,CUP,LIB,,
51-04,51,VA,RURAL,5,45,11,CON,LBR,CON,OAO,PRG,,
53-01,53,WA,URBAN,7,443,12,LBR,LIB,STY,DSA,CON,CUP,PRG
53-02,53,WA,URBAN,7,420,12,CON,NAT,LBR,CUP,STY,LIB,PRG
53-03,53,WA,SUBURBAN,6,249,12,CON,LIB,LBR,DSA,POP,CON,
54-01,54,WV,SUBURBAN,5,335,11,CON,STY,LBR,CUP,POP,,
55-01,55,WI,URBAN,6,442,11,CON,POP,CUP,LBR,LIB,NAT,
55-02,55,WI,SUBURBAN,5,390,12,CON,LBR,STY,POP,LIB,,
55-03,55,WI,RURAL,5,256,12,CON,LBR,LIB,CON,POP,,
56-01,56,WY,SUBURBAN,2,70,10,CON,LBR,,,,,
