state_fips,state_abbr,senator_code,senator_label,senator_party,senator_type,primary_cluster,secondary_cluster,total_weighted_respondents,n_candidates_in_race,n_finalists,finalist_CON_1_pct,finalist_CON_2_pct,finalist_CUP_1_pct,finalist_DSA_1_pct,finalist_STY_1_pct,finalist_LBR_1_pct,finalist_LIB_1_pct,finalist_NAT_1_pct,finalist_POP_1_pct,finalist_LIB_2_pct,finalist_PRG_1_pct,finalist_LBR_2_pct,finalist_OAO_1_pct
20,KS,CON_1,CON_1,CON,pure,0,,251.84,20,5,43.7304,0.0,,,17.033,17.3192,21.9174,,,,,,
21,KY,CON_1,CON_1,CON,pure,0,,473.06,22,5,26.5022,,15.7445,,16.3549,26.755,,14.6434,,,,,
22,LA,CON_1,CON_1,CON,pure,0,,335.69,19,5,25.4787,,18.5521,,15.7075,23.5637,,16.6979,,,,,
23,ME,LIB_1,LIB_1,LIB,pure,4,,167.54,24,5,24.4202,,,9.1717,,17.4045,29.0309,,19.9727,,,,
24,MD,LBR_1,LBR_1,LBR,pure,1,,528.23,22,5,25.1543,,,,9.6523,25.9626,25.7629,,13.468,,,,
25,MA,LBR_1,LBR_1,LBR,pure,1,,548.2,23,5,28.3767,,,,,28.1939,18.9701,,11.6892,,12.77,,
26,MI,CON_1,CON_1,CON,pure,0,,913.89,20,5,34.9097,,8.5806,,,21.6141,19.833,,15.0626,,,,
27,MN,CON_1,CON_1,CON,pure,0,,501.0,23,5,22.6658,,,,,19.7649,33.5624,10.5291,13.4778,,,,
28,MS,STY_1,STY_1,STY,pure,2,,278.07,19,5,34.9723,,,,22.0426,20.1953,,,10.1414,,,,12.6484
29,MO,CON_1,CON_1,CON,pure,0,,630.37,21,5,26.1491,,12.4419,,15.7549,32.7799,,12.8743,,,,,
30,MT,CON_1,CON_1,CON,pure,0,,176.34,22,5,23.9395,,,,13.6702,18.1182,20.5855,23.6866,,,,,
31,NE,LBR_1,LBR_1,LBR,pure,1,,194.62,22,5,27.1978,,13.8551,,,27.4152,14.0758,,17.4561,,,,
32,NV,LBR_1,LBR_1,LBR,pure,1,,474.37,21,5,31.4753,,,,11.537,21.0254,21.2308,,14.7315,,,,
33,NH,LBR_1,LBR_1,LBR,pure,1,,182.58,22,5,27.6592,,,,,33.8798,12.9503,,12.6044,,12.9063,,
34,NJ,LBR_1,LBR_1,LBR,pure,1,,799.47,22,5,28.8949,,,,7.546,22.6932,27.1473,,13.7185,,,,
35,NM,LBR_1,LBR_1,LBR,pure,1,,271.94,21,5,27.8208,,15.3516,,11.8873,26.4581,18.4821,,,,,,
36,NY,LBR_1,LBR_1,LBR,pure,1,,1567.39,23,5,26.5277,,,,10.8162,26.0783,24.2579,,12.3199,,,,
37,NC,CON_1,CON_1,CON,pure,0,,982.74,23,5,37.3626,,,,11.2933,17.7586,19.3651,,14.2204,,,,
38,ND,CON_1,CON_1,CON,pure,0,,74.54,22,5,29.7147,,15.7716,,,22.1339,17.2475,,15.1323,,,,
39,OH,CON_1,CON_1,CON,pure,0,,1159.02,22,5,36.0909,,12.8698,,,21.263,15.5026,,14.2737,,,,
40,OK,CON_1,CON_1,CON,pure,0,,408.13,23,5,25.3428,,24.4073,,23.3336,,,17.9837,8.9326,,,,
41,OR,LIB_1,LIB_1,LIB,pure,4,,612.72,23,5,22.6818,,,,,25.2017,17.7229,16.941,,,17.4527,,
42,PA,LBR_1,LBR_1,LBR,pure,1,,1510.3,22,5,36.2513,,9.0165,,10.893,18.6901,25.1491,,,,,,
44,RI,LBR_1,LBR_1,LBR,pure,1,,112.18,24,5,26.611,,,,7.8841,24.081,30.8759,,10.5481,,,,
45,SC,CON_1,CON_1,CON,pure,0,,485.6,21,5,28.6395,,,,12.765,33.6115,,13.7931,11.191,,,,
46,SD,CON_1,CON_1,CON,pure,0,,93.72,22,5,20.4133,,20.3186,,16.9183,27.434,,14.9158,,,,,
47,TN,CON_1,CON_1,CON,pure,0,,771.91,20,5,34.2061,0.0,17.8115,,29.8382,,,18.1442,,,,,
48,TX,CON_1,CON_1,CON,pure,0,,2314.43,22,5,25.1358,,16.2621,,19.2207,28.3413,,11.0401,,,,,
49,UT,LBR_1,LBR_1,LBR,pure,1,,300.78,22,5,26.2169,,11.2503,,11.6571,36.4995,,,14.3763,,,,
50,VT,LBR_1,LBR_1,LBR,pure,1,,78.01,23,5,23.4434,,,,,22.5102,13.8925,,,,30.3443,,9.8096
51,VA,LBR_1,LBR_1,LBR,pure,1,,903.51,22,5,35.5524,,9.2378,,12.2054,21.9115,21.0929,,,,,,
53,WA,LBR_1,LBR_1,LBR,pure,1,,846.36,22,5,32.9996,,11.0657,,,26.7586,15.7972,,,,13.379,,
54,WV,STY_1,STY_1,STY,pure,2,,233.08,21,5,37.2896,,15.4495,,16.2594,23.117,,,7.8845,,,,
55,WI,LBR_1,LBR_1,LBR,pure,1,,662.53,22,5,34.9527,,,,7.9296,22.3178,21.3048,,13.4952,,,,
56,WY,POP_1,POP_1,POP,pure,5,,66.54,21,5,40.5488,0.0,12.586,,,,21.4394,,25.4259,,,,
