district_id,state_fips,state_abbr,density_tier,seat_count,n_respondents,n_candidates,elected_0,elected_1,elected_2,elected_3,elected_4,elected_5,elected_6,elected_7,elected_8,elected_9
26-04,26,MI,SUBURBAN,7,373,13,CON,LIB,NAT,LBR,STY,CUP,CON,,,
26-05,26,MI,SUBURBAN,5,200,12,NAT,CON,POP,LBR,LIB,,,,,
26-06,26,MI,RURAL,5,69,12,CON,LBR,LIB,NAT,POP,,,,,
27-01,27,MN,URBAN,9,368,14,PRG,LIB,LBR,OAO,PRG,CON,LBR,LIB,POP,
27-02,27,MN,URBAN,5,148,11,LIB,CON,LBR,CUP,POP,,,,,
27-03,27,MN,SUBURBAN,5,158,11,CON,NAT,LIB,LBR,POP,,,,,
27-04,27,MN,RURAL,5,137,11,CON,POP,LBR,CUP,LIB,,,,,
28-01,28,MS,SUBURBAN,7,203,15,STY,CON,OAO,LBR,POP,STY,NAT,,,
28-02,28,MS,RURAL,5,146,12,CON,STY,LBR,CUP,CON,,,,,
29-01,29,MO,URBAN,9,327,15,CON,DSA,STY,LIB,LBR,CON,POP,CUP,DSA,
29-02,29,MO,URBAN,7,293,12,CON,CON,LBR,POP,CUP,LIB,DSA,,,
29-03,29,MO,SUBURBAN,5,211,13,NAT,CON,STY,LBR,CUP,,,,,
29-04,29,MO,RURAL,5,216,11,CON,LBR,STY,CUP,LIB,,,,,
30-01,30,MT,SUBURBAN,6,185,13,NAT,CON,LIB,LBR,STY,CUP,,,,
31-01,31,NE,SUBURBAN,10,286,15,CON,LBR,CUP,NAT,CON,POP,LIB,DSA,STY,LBR
32-01,32,NV,URBAN,7,415,13,CON,LBR,LIB,CON,LBR,STY,POP,,,
32-02,32,NV,SUBURBAN,6,158,12,NAT,CON,LIB,CON,LBR,POP,,,,
33-01,33,NH,SUBURBAN,7,252,11,LBR,OAO,CON,POP,CUP,LIB,PRG,,,
34-01,34,NJ,URBAN,9,307,15,CON,LIB,STY,PRG,LBR,CON,CUP,LIB,NAT,
34-02,34,NJ,URBAN,9,267,14,CON,LBR,LIB,POP,LBR,CON,STY,NAT,PRG,
34-03,34,NJ,URBAN,7,250,14,LIB,CON,LBR,POP,LIB,OAO,NAT,,,
34-04,34,NJ,SUBURBAN,7,286,12,CUP,CON,LBR,LIB,POP,NAT,PRG,,,
34-05,34,NJ,SUBURBAN,6,131,13,NAT,CON,LBR,OAO,STY,DSA,,,,
35-01,35,NM,URBAN,6,183,12,LBR,CON,LIB,LBR,POP,CON,,,,
35-02,35,NM,SUBURBAN,5,126,12,CUP,STY,CON,LBR,PRG,,,,,
36-01,36,NY,URBAN,9,247,15,LBR,CUP,OAO,CON,POP,STY,LBR,LIB,PRG,
36-02,36,NY,URBAN,9,187,15,LBR,NAT,CON,STY,LIB,LBR,DSA,OAO,POP,
36-03,36,NY,URBAN,9,482,15,OAO,LBR,CON,STY,CUP,LIB,DSA,LBR,POP,
36-04,36,NY,URBAN,9,336,15,CON,LIB,LBR,STY,POP,LIB,CUP,CON,OAO,
36-05,36,NY,URBAN,7,183,14,PRG,CON,DSA,LIB,LBR,STY,OAO,,,
36-06,36,NY,URBAN,7,260,14,NAT,LIB,LBR,CON,LBR,POP,OAO,,,
36-07,36,NY,SUBURBAN,7,223,12,CON,POP,LIB,LBR,CUP,CON,NAT,,,
36-08,36,NY,SUBURBAN,7,226,13,LBR,LIB,CON,LBR,DSA,NAT,PRG,,,
36-09,36,NY,SUBURBAN,7,152,13,CON,POP,LBR,STY,CON,LIB,PRG,,,
36-10,36,NY,RURAL,7,264,12,CON,LBR,CON,CUP,LIB,POP,PRG,,,
36-11,36,NY,RURAL,6,25,13,PRG,PRG,PRG,CUP,DSA,LBR,,,,
37-01,37,NC,URBAN,9,222,15,CON,CON,LBR,CUP,CON,STY,LBR,LIB,NAT,
37-02,37,NC,URBAN,7,255,13,PRG,NAT,LIB,STY,LBR,CON,PRG,,,
37-03,37,NC,SUBURBAN,7,253,14,NAT,CON,POP,LBR,STY,LIB,CON,,,
37-04,37,NC,SUBURBAN,7,305,13,CON,CON,POP,STY,LIB,LBR,OAO,,,
37-05,37,NC,RURAL,7,309,12,CON,CON,NAT,POP,LBR,LIB,CUP,,,
37-06,37,NC,RURAL,6,100,13,CON,POP,LBR,CON,STY,NAT,,,,
38-01,38,ND,SUBURBAN,4,90,10,CON,LBR,LIB,POP,,,,,,
39-01,39,OH,URBAN,9,296,14,CON,DSA,NAT,LIB,LBR,DSA,STY,CON,CUP,
39-02,39,OH,URBAN,9,331,13,LBR,CON,STY,NAT,LIB,LBR,DSA,CON,POP,
39-03,39,OH,URBAN,7,388,14,CON,CON,CUP,LIB,LBR,STY,POP,,,
39-04,39,OH,SUBURBAN,7,373,13,CON,NAT,LIB,LBR,POP,CUP,STY,,,
39-05,39,OH,SUBURBAN,7,354,13,CON,NAT,LIB,CON,CUP,STY,LBR,,,
39-06,39,OH,RURAL,5,179,12,CON,POP,LBR,CUP,CON,,,,,
39-07,39,OH,RURAL,5,57,13,CON,NAT,POP,LBR,LIB,,,,,
40-01,40,OK,URBAN,7,320,13,CON,LIB,POP,NAT,LBR,STY,CUP,,,
40-02,40,OK,SUBURBAN,5,143,11,NAT,CON,CUP,STY,CON,,,,,
40-03,40,OK,RURAL,5,74,12,CON,CON,NAT,POP,CUP,,,,,
41-01,41,OR,URBAN,9,389,16,PRG,DSA,LIB,LBR,CON,STY,CUP,POP,PRG,
41-02,41,OR,SUBURBAN,9,421,16,NAT,LIB,PRG,CON,NAT,LBR,POP,LIB,CUP,
42-01,42,PA,URBAN,9,388,15,LBR,CON,LIB,STY,LBR,PRG,CON,POP,DSA,
42-02,42,PA,URBAN,9,401,12,CON,LBR,NAT,LIB,CON,CUP,DSA,LBR,PRG,
42-03,42,PA,URBAN,7,288,13,LIB,CON,NAT,LIB,POP,LBR,OAO,,,
42-04,42,PA,URBAN,7,258,12,LIB,CON,LBR,CUP,POP,DSA,NAT,,,
42-05,42,PA,SUBURBAN,7,274,13,NAT,CON,LIB,LBR,POP,PRG,CUP,,,
42-06,42,PA,SUBURBAN,5,243,12,CON,LBR,CON,LIB,PRG,,,,,
42-07,42,PA,RURAL,5,423,11,CON,LBR,CON,LIB,POP,,,,,
42-08,42,PA,RURAL,5,143,11,CON,CON,POP,CUP,LIB,,,,,
44-01,44,RI,URBAN,6,176,12,LIB,CON,LBR,CUP,POP,STY,,,,
45-01,45,SC,URBAN,9,449,14,CON,CON,POP,NAT,LBR,LIB,CUP,STY,DSA,
45-02,45,SC,SUBURBAN,7,276,13,CON,NAT,LBR,CON,STY,DSA,CUP,,,
45-03,45,SC,RURAL,6,11,12,DSA,CON,DSA,LBR,NAT,POP,,,,
46-01,46,SD,SUBURBAN,5,137,11,CON,CUP,STY,LBR,NAT,,,,,
47-01,47,TN,URBAN,9,268,15,CON,CON,NAT,STY,OAO,CON,LIB,LBR,POP,
47-02,47,TN,SUBURBAN,7,202,14,NAT,CON,CUP,NAT,STY,CON,LBR,,,
47-03,47,TN,RURAL,7,357,13,CON,CON,NAT,CON,CUP,LBR,POP,,,
47-04,47,TN,RURAL,6,238,12,CON,CON,POP,NAT,OAO,LBR,,,,
48-01,48,TX,URBAN,9,469,14,STY,CON,LBR,STY,DSA,LIB,CON,CUP,OAO,
48-02,48,TX,URBAN,9,256,15,CON,CON,LBR,CON,STY,CUP,LBR,LIB,NAT,
48-03,48,TX,URBAN,9,270,15,LBR,STY,CON,LBR,DSA,STY,CUP,NAT,OAO,
48-04,48,TX,URBAN,9,276,15,LBR,CON,LBR,CUP,NAT,LIB,STY,LBR,CON,
48-05,48,TX,URBAN,9,292,16,CON,NAT,CON,LIB,LBR,CUP,DSA,STY,POP,
48-06,48,TX,URBAN,9,236,15,CON,CON,NAT,DSA,POP,STY,CON,LBR,LIB,
48-07,48,TX,URBAN,7,291,13,CON,CON,CUP,LIB,STY,LBR,NAT,,,
48-08,48,TX,URBAN,7,196,15,CON,NAT,CON,STY,LBR,LIB,CUP,,,
48-09,48,TX,URBAN,7,211,13,CON,LBR,NAT,STY,LIB,CON,POP,,,
48-10,48,TX,SUBURBAN,7,166,14,CUP,LBR,STY,CON,LBR,POP,LIB,,,
48-11,48,TX,SUBURBAN,7,112,12,STY,LIB,CON,LBR,CUP,OAO,POP,,,
48-12,48,TX,SUBURBAN,7,214,14,OAO,CON,LBR,STY,POP,CON,OAO,,,
48-13,48,TX,SUBURBAN,7,178,14,CON,POP,CUP,STY,LBR,CON,NAT,,,
48-14,48,TX,SUBURBAN,7,178,14,CON,CON,NAT,LBR,STY,CUP,POP,,,
48-15,48,TX,RURAL,7,19,15,CUP,CUP,CON,CUP,LBR,POP,STY,,,
48-16,48,TX,RURAL,5,28,13,CON,NAT,CON,LBR,NAT,,,,,
49-01,49,UT,URBAN,9,264,15,LBR,CON,DSA,STY,CUP,LBR,POP,LIB,NAT,
49-02,49,UT,SUBURBAN,5,123,12,CON,POP,LBR,STY,NAT,,,,,
50-01,50,VT,RURAL,3,105,10,PRG,CON,LBR,,,,,,,
51-01,51,VA,URBAN,9,282,15,LBR,PRG,LIB,CON,NAT,LBR,CUP,STY,POP,
51-02,51,VA,URBAN,7,207,12,CON,CON,LBR,STY,POP,LIB,PRG,,,
51-03,51,VA,SUBURBAN,7,395,12,LBR,CON,NAT,LBR,LIB,CUP,POP,,,
51-04,51,VA,SUBURBAN,7,26,14,STY,STY,CON,LIB,NAT,OAO,POP,,,
51-05,51,VA,RURAL,6,324,11,CON,CON,LBR,LIB,PRG,POP,,,,
53-01,53,WA,URBAN,9,291,16,LIB,PRG,LBR,DSA,STY,LIB,LBR,CUP,NAT,
53-02,53,WA,URBAN,9,450,15,CON,LBR,DSA,NAT,POP,LIB,STY,OAO,CUP,
53-03,53,WA,SUBURBAN,7,348,11,CON,PRG,LIB,NAT,LBR,CUP,POP,,,
53-04,53,WA,RURAL,7,23,13,CON,CON,OAO,LBR,CON,POP,PRG,,,
54-01,54,WV,SUBURBAN,9,335,16,CON,LBR,STY,NAT,CON,CUP,POP,LBR,OAO,
55-01,55,WI,URBAN,9,335,16,CON,LIB,NAT,LBR,CON,CUP,OAO,POP,PRG,
55-02,55,WI,URBAN,6,464,12,CON,LBR,CON,POP,LIB,PRG,,,,
55-03,55,WI,SUBURBAN,5,270,12,CON,POP,LBR,STY,OAO,,,,,
55-04,55,WI,RURAL,5,19,12,CON,LBR,LIB,NAT,POP,,,,,
56-01,56,WY,SUBURBAN,3,70,10,CON,POP,CUP,,,,,,,
