state_fips,state_abbr,cand_code,cand_label,primary_cluster,secondary_cluster,w_primary,w_secondary,cand_type,state_share_primary,state_share_secondary,cooc_rate
53,WA,SD,SD,1,,1.0,0.0,pure,0.1594,,
53,WA,STY,STY,2,,1.0,0.0,pure,0.1024,,
53,WA,NAT,NAT,3,,1.0,0.0,pure,0.0837,,
53,WA,LIB,LIB,4,,1.0,0.0,pure,0.1178,,
53,WA,REF,REF,5,,1.0,0.0,pure,0.0913,,
53,WA,CTR,CTR,6,,1.0,0.0,pure,0.0753,,
53,WA,DSA,DSA,8,,1.0,0.0,pure,0.0895,,
53,WA,PRG,PRG,9,,1.0,0.0,pure,0.0897,,
54,WV,CON,CON,0,,1.0,0.0,pure,0.207,,
54,WV,SD,SD,1,,1.0,0.0,pure,0.157,,
54,WV,STY,STY,2,,1.0,0.0,pure,0.1614,,
54,WV,NAT,NAT,3,,1.0,0.0,pure,0.0899,,
54,WV,LIB,LIB,4,,1.0,0.0,pure,0.0508,,
54,WV,REF,REF,5,,1.0,0.0,pure,0.1188,,
54,WV,CTR,CTR,6,,1.0,0.0,pure,0.1108,,
54,WV,DSA,DSA,8,,1.0,0.0,pure,0.0351,,
55,WI,CON,CON,0,,1.0,0.0,pure,0.1955,,
55,WI,SD,SD,1,,1.0,0.0,pure,0.1479,,
55,WI,STY,STY,2,,1.0,0.0,pure,0.1164,,
55,WI,NAT,NAT,3,,1.0,0.0,pure,0.0876,,
55,WI,LIB,LIB,4,,1.0,0.0,pure,0.0836,,
55,WI,REF,REF,5,,1.0,0.0,pure,0.119,,
55,WI,CTR,CTR,6,,1.0,0.0,pure,0.0823,,
55,WI,DSA,DSA,8,,1.0,0.0,pure,0.0545,,
55,WI,PRG,PRG,9,,1.0,0.0,pure,0.0593,,
56,WY,CON,CON,0,,1.0,0.0,pure,0.2331,,
56,WY,SD,SD,1,,1.0,0.0,pure,0.1062,,
56,WY,STY,STY,2,,1.0,0.0,pure,0.1113,,
56,WY,NAT,NAT,3,,1.0,0.0,pure,0.0639,,
56,WY,LIB,LIB,4,,1.0,0.0,pure,0.0868,,
56,WY,REF,REF,5,,1.0,0.0,pure,0.1869,,
56,WY,CTR,CTR,6,,1.0,0.0,pure,0.1369,,
