district_id,state_fips,state_abbr,density_tier,seat_count,n_respondents,n_candidates,elected_0,elected_1,elected_2,elected_3,elected_4,elected_5,elected_6
19-01,19,IA,URBAN,4,308,10,SD,CON,CUP,STY,,,
19-02,19,IA,SUBURBAN,4,182,11,CON,CUP,STY,POP,,,
20-01,20,KS,URBAN,4,216,11,CON,STY,SD,LIB,,,
20-02,20,KS,SUBURBAN,4,169,12,CON,STY,POP,SD,,,
21-01,21,KY,URBAN,7,431,13,CON,STY,SD,CUP,POP,LIB,CON
21-02,21,KY,SUBURBAN,5,243,11,CON,SD,CUP,STY,NAT,,
22-01,22,LA,URBAN,7,324,12,CON,STY,SD,CUP,POP,LIB,CON
22-02,22,LA,SUBURBAN,5,169,13,CON,CUP,NAT,STY,SD,,
23-01,23,ME,RURAL,4,236,10,CON,POP,SD,LIB,,,
24-01,24,MD,URBAN,6,382,11,SD,CON,LIB,SD,STY,POP,
24-02,24,MD,URBAN,5,204,11,SD,POP,STY,CUP,CON,,
24-03,24,MD,SUBURBAN,5,205,10,SD,CON,STY,LIB,POP,,
25-01,25,MA,URBAN,7,384,13,CON,LIB,PRG,SD,STY,CON,DSA
25-02,25,MA,URBAN,6,393,12,SD,CON,LIB,SD,STY,POP,
25-03,25,MA,SUBURBAN,5,129,11,STY,CON,DSA,LIB,STY,,
26-01,26,MI,URBAN,7,458,12,CON,SD,LIB,STY,POP,CUP,DSA
26-02,26,MI,URBAN,7,503,12,CON,LIB,SD,STY,CUP,CON,POP
26-03,26,MI,SUBURBAN,7,536,12,CON,NAT,SD,CON,POP,LIB,STY
26-04,26,MI,RURAL,6,34,12,POP,LIB,CON,CUP,NAT,SD,
27-01,27,MN,URBAN,5,372,11,PRG,SD,LIB,POP,CON,,
27-02,27,MN,SUBURBAN,5,288,11,CON,LIB,POP,STY,SD,,
27-03,27,MN,RURAL,5,151,10,LIB,POP,CON,SD,NAT,,
28-01,28,MS,SUBURBAN,4,199,11,STY,SD,CON,POP,,,
28-02,28,MS,RURAL,4,150,12,STY,CON,CUP,SD,,,
29-01,29,MO,URBAN,6,373,13,CON,STY,SD,CON,POP,DSA,
29-02,29,MO,SUBURBAN,5,390,11,CON,SD,STY,CUP,POP,,
29-03,29,MO,RURAL,5,284,11,CON,SD,CUP,POP,NAT,,
30-01,30,MT,SUBURBAN,3,185,10,SD,STY,CON,,,,
31-01,31,NE,SUBURBAN,5,286,11,CON,POP,CUP,SD,STY,,
32-01,32,NV,URBAN,4,415,10,SD,CON,LIB,POP,,,
32-02,32,NV,SUBURBAN,4,158,11,NAT,CON,SD,POP,,,
33-01,33,NH,SUBURBAN,4,252,10,SD,DSA,CON,CUP,,,
34-01,34,NJ,URBAN,7,422,13,CON,SD,STY,LIB,POP,SD,CUP
34-02,34,NJ,URBAN,7,524,13,CON,LIB,CUP,POP,SD,DSA,WFP
34-03,34,NJ,URBAN,5,164,11,CON,CUP,CON,DSA,SD,,
34-04,34,NJ,SUBURBAN,5,131,12,SD,CON,NAT,DSA,WFP,,
35-01,35,NM,URBAN,6,309,13,SD,CON,STY,CUP,LIB,POP,
36-01,36,NY,URBAN,7,434,12,SD,STY,CON,POP,CUP,LIB,DSA
36-02,36,NY,URBAN,7,409,12,STY,SD,CON,WFP,POP,CUP,LIB
36-03,36,NY,URBAN,7,336,13,CON,SD,LIB,POP,STY,CUP,DSA
36-04,36,NY,URBAN,7,479,12,CON,SD,LIB,NAT,STY,POP,PRG
36-05,36,NY,URBAN,7,495,13,CON,SD,LIB,STY,CUP,POP,CON
36-06,36,NY,SUBURBAN,7,338,13,SD,PRG,CON,LIB,POP,STY,DSA
36-07,36,NY,SUBURBAN,6,73,13,CUP,WFP,CON,CUP,SD,STY,
36-08,36,NY,RURAL,5,21,12,SD,SD,CON,NAT,POP,,
37-01,37,NC,URBAN,7,486,14,CON,SD,STY,CON,POP,CUP,LIB
37-02,37,NC,SUBURBAN,7,452,11,STY,NAT,PRG,POP,CON,SD,LIB
37-03,37,NC,RURAL,7,494,13,CON,CON,SD,STY,POP,CUP,LIB
37-04,37,NC,RURAL,6,12,13,DSA,NAT,CON,CUP,DSA,STY,
38-01,38,ND,SUBURBAN,2,90,10,CON,SD,,,,,
39-01,39,OH,URBAN,7,529,13,CON,LIB,STY,SD,DSA,CUP,NAT
39-02,39,OH,URBAN,7,679,14,CON,SD,STY,POP,CUP,LIB,CON
39-03,39,OH,SUBURBAN,7,472,14,CON,CON,STY,CUP,SD,LIB,POP
39-04,39,OH,SUBURBAN,5,280,12,CON,POP,CON,CUP,SD,,
39-05,39,OH,RURAL,5,18,11,CON,CON,POP,SD,STY,,
40-01,40,OK,URBAN,5,337,11,CON,CUP,POP,STY,SD,,
40-02,40,OK,SUBURBAN,5,200,11,CON,NAT,CUP,STY,CON,,
41-01,41,OR,URBAN,6,540,10,PRG,LIB,SD,DSA,CON,POP,
41-02,41,OR,SUBURBAN,5,270,11,NAT,CON,SD,POP,LIB,,
42-01,42,PA,URBAN,7,496,13,SD,CON,STY,LIB,SD,CON,POP
42-02,42,PA,URBAN,7,568,12,CON,SD,CON,LIB,POP,CUP,DSA
42-03,42,PA,SUBURBAN,7,656,13,LIB,CON,SD,CUP,POP,STY,NAT
42-04,42,PA,SUBURBAN,7,652,12,CON,CON,SD,STY,POP,LIB,NAT
42-05,42,PA,RURAL,6,46,13,CUP,CON,SD,CUP,NAT,POP,
44-01,44,RI,URBAN,3,176,10,CON,LIB,SD,,,,
45-01,45,SC,URBAN,7,435,13,CON,STY,SD,POP,LIB,CUP,CON
45-02,45,SC,SUBURBAN,6,301,12,CON,SD,STY,CUP,CON,DSA,
46-01,46,SD,SUBURBAN,2,137,10,CON,STY,,,,,
47-01,47,TN,URBAN,7,378,12,CON,STY,CON,SD,WFP,LIB,POP
47-02,47,TN,SUBURBAN,6,422,12,CON,NAT,CON,CUP,POP,SD,
47-03,47,TN,RURAL,5,265,12,CON,CON,NAT,STY,CUP,,
48-01,48,TX,URBAN,7,469,14,STY,CON,STY,POP,SD,CUP,LIB
48-02,48,TX,URBAN,7,526,13,CON,STY,SD,CON,CUP,STY,SD
48-03,48,TX,URBAN,7,428,14,SD,CON,STY,CUP,SD,CON,LIB
48-04,48,TX,URBAN,7,451,13,CON,SD,STY,LIB,CUP,POP,CON
48-05,48,TX,URBAN,7,434,13,CON,STY,SD,DSA,POP,CUP,CON
48-06,48,TX,URBAN,7,407,13,CON,STY,SD,CUP,CON,POP,NAT
48-07,48,TX,SUBURBAN,7,355,13,STY,SD,CON,STY,CUP,DSA,WFP
48-08,48,TX,SUBURBAN,7,275,13,CUP,CON,STY,POP,CUP,WFP,SD
48-09,48,TX,SUBURBAN,7,3392,13,CON,STY,SD,CUP,POP,CON,LIB
48-10,48,TX,RURAL,7,35,15,CON,NAT,CON,CON,CUP,NAT,SD
48-11,48,TX,RURAL,7,9,14,POP,POP,STY,CON,NAT,POP,WFP
49-01,49,UT,URBAN,5,264,12,SD,CON,STY,CUP,LIB,,
49-02,49,UT,SUBURBAN,4,123,11,CON,SD,STY,POP,,,
50-01,50,VT,RURAL,2,105,10,SD,CON,,,,,
51-01,51,VA,URBAN,7,482,13,SD,CON,STY,SD,LIB,PRG,CUP
51-02,51,VA,URBAN,6,367,13,CON,SD,STY,CON,POP,LIB,
51-03,51,VA,SUBURBAN,5,340,11,CON,SD,STY,CUP,LIB,,
51-04,51,VA,RURAL,5,45,11,CON,SD,CON,PRG,WFP,,
53-01,53,WA,URBAN,7,443,12,SD,LIB,STY,CON,WFP,DSA,PRG
53-02,53,WA,URBAN,7,420,12,CON,CUP,SD,STY,LIB,NAT,POP
53-03,53,WA,SUBURBAN,6,249,12,CON,LIB,SD,DSA,POP,CON,
54-01,54,WV,SUBURBAN,5,335,11,CON,STY,SD,CUP,POP,,
55-01,55,WI,URBAN,6,442,11,CON,POP,CUP,SD,LIB,NAT,
55-02,55,WI,SUBURBAN,5,390,12,CON,SD,STY,POP,LIB,,
55-03,55,WI,RURAL,5,256,12,CON,SD,LIB,CON,POP,,
56-01,56,WY,SUBURBAN,2,70,10,CON,SD,,,,,
