state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_CON,inc_OAO,inc_POP,inc_LBR,inc_CUP,inc_LIB,inc_DSA,inc_PRG,inc_NAT,inc_STY
53,WA,LBR_1,LBR,13.94,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.69,0.0,3.53
53,WA,LIB_1,LIB,12.42,0.0,1.76,0.0,0.0,0.0,0.0,7.68,10.82,0.0,0.0
53,WA,POP_1,POP,7.81,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.49,1.77
54,WV,CON_1,CON,20.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0
54,WV,CUP_1,CUP,12.35,0.58,0.0,0.0,3.14,0.0,0.82,0.0,0.0,0.0,0.0
54,WV,LBR_1,LBR,13.98,0.0,0.0,0.0,0.0,0.0,6.27,0.0,0.0,0.0,1.91
54,WV,POP_1,POP,8.15,1.01,8.01,0.0,2.42,0.0,0.0,0.0,0.0,0.0,1.49
54,WV,STY_1,STY,16.49,0.0,0.0,0.0,0.0,0.0,0.0,3.65,0.0,0.0,0.0
55,WI,CON_1,CON,22.35,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,0.0,0.0
55,WI,LBR_1,LBR,13.37,0.0,0.0,0.0,0.0,4.28,0.0,4.9,0.0,0.0,0.0
55,WI,LIB_1,LIB,9.34,0.0,1.25,0.0,0.0,0.56,0.0,0.0,7.55,0.0,0.0
55,WI,POP_1,POP,9.66,3.26,0.0,0.0,0.0,0.5,0.0,0.0,0.0,9.8,0.0
55,WI,STY_1,STY,9.05,0.0,1.98,5.41,1.21,1.34,0.91,0.0,0.0,0.0,0.0
56,WY,CON_1,CON,28.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,WY,CON_2,CON,0.0,11.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.76,0.0
56,WY,CUP_1,CUP,8.42,2.13,2.29,0.0,0.0,0.0,13.55,0.0,0.0,0.0,2.13
56,WY,LBR_1,LBR,9.26,0.0,2.98,0.0,0.0,0.0,0.0,0.83,0.0,0.0,4.69
56,WY,POP_1,POP,18.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
