district_id,state_fips,state_abbr,density_tier,seat_count,n_respondents,n_candidates,elected_0,elected_1,elected_2,elected_3,elected_4,elected_5,elected_6,elected_7,elected_8,elected_9
06-07,6,CA,URBAN,9,236,15,LBR,LIB,NAT,CON,PRG,LBR,STY,OAO,POP,
06-08,6,CA,URBAN,9,225,15,CON,LIB,LBR,STY,NAT,LBR,CON,LIB,POP,
06-09,6,CA,URBAN,9,204,15,LIB,LBR,LIB,PRG,LBR,CON,STY,OAO,LIB,
06-10,6,CA,URBAN,9,173,15,LIB,LBR,STY,PRG,LIB,LBR,CON,NAT,OAO,
06-11,6,CA,URBAN,9,159,16,CON,NAT,LBR,STY,LIB,CON,CUP,NAT,OAO,
06-12,6,CA,URBAN,9,213,15,NAT,LBR,STY,POP,CON,LIB,LBR,POP,NAT,
06-13,6,CA,URBAN,9,111,14,LIB,CUP,CON,LBR,PRG,NAT,LIB,CUP,LBR,
06-14,6,CA,URBAN,7,43,14,POP,POP,POP,CUP,LIB,OAO,STY,,,
06-15,6,CA,URBAN,7,158,13,NAT,STY,LBR,POP,CON,OAO,LIB,,,
06-16,6,CA,URBAN,7,10,15,STY,STY,CON,CUP,LBR,PRG,STY,,,
06-17,6,CA,URBAN,7,25,14,NAT,POP,LBR,CUP,NAT,POP,PRG,,,
06-18,6,CA,SUBURBAN,7,12,15,STY,STY,LBR,LIB,NAT,POP,STY,,,
06-19,6,CA,SUBURBAN,7,3625,12,LBR,LIB,CON,STY,LBR,NAT,CUP,,,
06-20,6,CA,SUBURBAN,7,3625,12,LBR,LIB,CON,STY,LBR,NAT,CUP,,,
06-21,6,CA,SUBURBAN,7,3625,12,LBR,LIB,CON,STY,LBR,NAT,CUP,,,
06-22,6,CA,SUBURBAN,7,3625,12,LBR,LIB,CON,STY,LBR,NAT,CUP,,,
06-23,6,CA,SUBURBAN,7,3625,12,LBR,LIB,CON,STY,LBR,NAT,CUP,,,
06-24,6,CA,SUBURBAN,7,3625,12,LBR,LIB,CON,STY,LBR,NAT,CUP,,,
06-25,6,CA,SUBURBAN,7,3625,12,LBR,LIB,CON,STY,LBR,NAT,CUP,,,
06-26,6,CA,RURAL,5,3625,12,LBR,STY,CON,LIB,POP,,,,,
08-01,8,CO,URBAN,9,281,16,LBR,CON,PRG,LIB,LBR,CON,DSA,POP,STY,
08-02,8,CO,URBAN,9,272,14,CON,LIB,CON,LBR,POP,STY,NAT,LIB,PRG,
08-03,8,CO,SUBURBAN,7,192,12,CON,POP,CON,LBR,LIB,NAT,STY,,,
08-04,8,CO,RURAL,5,40,12,CON,STY,LIB,CON,POP,,,,,
09-01,9,CT,URBAN,9,241,16,CON,CON,LIB,LBR,POP,CON,STY,OAO,PRG,
09-02,9,CT,URBAN,5,86,11,LBR,LIB,CON,LBR,PRG,,,,,
09-03,9,CT,SUBURBAN,5,138,11,LBR,POP,NAT,CUP,LIB,,,,,
10-01,10,DE,URBAN,5,164,12,CON,LBR,STY,CON,LIB,,,,,
11-01,11,DC,URBAN,4,122,12,LIB,LBR,PRG,POP,,,,,,
12-01,12,FL,URBAN,9,221,16,CON,POP,CUP,STY,CON,LBR,CUP,OAO,STY,
12-02,12,FL,URBAN,9,256,16,LBR,LIB,CON,LBR,STY,NAT,POP,CUP,OAO,
12-03,12,FL,URBAN,9,264,15,LIB,STY,CON,LIB,CUP,LBR,DSA,NAT,STY,
12-04,12,FL,URBAN,9,402,15,CON,CON,LBR,LIB,DSA,STY,CUP,CON,POP,
12-05,12,FL,URBAN,9,381,16,CON,STY,LBR,DSA,LIB,CUP,STY,LBR,CON,
12-06,12,FL,URBAN,9,423,16,CON,CUP,NAT,CON,POP,CUP,STY,LBR,OAO,
12-07,12,FL,URBAN,7,295,15,CON,LBR,CUP,CON,STY,POP,NAT,,,
12-08,12,FL,URBAN,7,367,14,CON,CON,NAT,LBR,STY,POP,CUP,,,
12-09,12,FL,URBAN,7,209,13,CON,LBR,POP,DSA,CUP,CON,LIB,,,
12-10,12,FL,SUBURBAN,7,281,12,CON,STY,CON,STY,DSA,LBR,LIB,,,
12-11,12,FL,SUBURBAN,7,61,13,CON,STY,CON,LBR,NAT,POP,PRG,,,
12-12,12,FL,SUBURBAN,7,178,13,CON,CUP,STY,LBR,NAT,DSA,OAO,,,
12-13,12,FL,SUBURBAN,6,8,14,CON,LBR,LIB,OAO,STY,STY,,,,
12-14,12,FL,SUBURBAN,5,3350,12,CON,LBR,STY,CUP,POP,,,,,
12-15,12,FL,RURAL,5,3350,12,CON,LBR,STY,CUP,POP,,,,,
13-01,13,GA,URBAN,9,290,16,CON,LIB,STY,POP,LBR,CON,CUP,LIB,STY,
13-02,13,GA,URBAN,9,294,15,LBR,CON,NAT,LBR,CON,STY,LIB,CUP,DSA,
13-03,13,GA,URBAN,7,234,13,LIB,LBR,LIB,LBR,STY,CON,CUP,,,
13-04,13,GA,URBAN,7,231,14,CON,POP,CUP,LBR,LIB,STY,CON,,,
13-05,13,GA,SUBURBAN,7,177,14,CON,CON,LBR,STY,CON,LBR,LIB,,,
13-06,13,GA,SUBURBAN,7,206,14,CON,CON,STY,LBR,CUP,CON,NAT,,,
13-07,13,GA,RURAL,5,8,12,CON,CON,CUP,LIB,OAO,,,,,
13-08,13,GA,RURAL,5,49,12,CON,CON,LBR,CUP,OAO,,,,,
15-01,15,HI,URBAN,8,153,14,LBR,CON,LIB,LBR,CON,POP,OAO,LIB,,
16-01,16,ID,SUBURBAN,10,244,17,CON,NAT,POP,CON,CUP,LBR,LIB,DSA,POP,STY
17-01,17,IL,URBAN,9,708,15,CON,LBR,LIB,CUP,PRG,POP,CON,STY,OAO,
17-02,17,IL,URBAN,9,135,15,LBR,LIB,PRG,OAO,STY,LBR,CON,LIB,NAT,
17-03,17,IL,URBAN,9,311,14,CON,LIB,OAO,NAT,LBR,CUP,CON,POP,PRG,
17-04,17,IL,URBAN,9,249,15,CON,CON,LIB,LBR,POP,CON,CUP,DSA,NAT,
17-05,17,IL,URBAN,7,191,13,CON,CUP,LBR,LIB,POP,DSA,NAT,,,
17-06,17,IL,SUBURBAN,7,158,13,CON,CUP,LBR,CON,NAT,LIB,POP,,,
17-07,17,IL,SUBURBAN,7,5,15,CON,LBR,LIB,OAO,POP,PRG,STY,,,
17-08,17,IL,SUBURBAN,5,1758,11,CON,LBR,CUP,POP,LIB,,,,,
17-09,17,IL,RURAL,5,1758,11,CON,LBR,CUP,POP,LIB,,,,,
18-01,18,IN,URBAN,9,268,15,CON,NAT,LBR,CON,CUP,STY,POP,LIB,PRG,
18-02,18,IN,URBAN,7,280,12,CON,NAT,STY,LBR,LIB,CUP,CON,,,
18-03,18,IN,SUBURBAN,7,205,14,NAT,CON,POP,LBR,STY,CUP,LIB,,,
18-04,18,IN,SUBURBAN,7,203,13,CON,LBR,POP,CUP,CON,LIB,NAT,,,
18-05,18,IN,RURAL,5,22,13,OAO,CON,CUP,LIB,NAT,,,,,
19-01,19,IA,URBAN,7,275,12,LBR,CON,NAT,DSA,STY,CUP,LIB,,,
19-02,19,IA,SUBURBAN,5,129,12,CON,CUP,POP,LBR,LIB,,,,,
19-03,19,IA,RURAL,5,86,12,CON,NAT,CON,STY,CUP,,,,,
20-01,20,KS,URBAN,5,143,11,CON,LBR,LIB,DSA,PRG,,,,,
20-02,20,KS,SUBURBAN,5,133,12,POP,STY,LIB,CON,LBR,,,,,
20-03,20,KS,RURAL,5,109,12,CON,CON,CON,NAT,STY,,,,,
21-01,21,KY,URBAN,7,222,13,STY,CON,CUP,CON,LIB,LBR,STY,,,
21-02,21,KY,SUBURBAN,6,205,11,CON,CON,NAT,LBR,CUP,LIB,,,,
21-03,21,KY,RURAL,5,194,11,CON,NAT,POP,LBR,STY,,,,,
21-04,21,KY,RURAL,5,53,12,LBR,CON,LBR,NAT,CUP,,,,,
22-01,22,LA,URBAN,9,236,15,CON,NAT,CUP,LIB,CON,POP,STY,LBR,DSA,
22-02,22,LA,URBAN,5,100,12,CUP,PRG,STY,CON,CUP,,,,,
22-03,22,LA,SUBURBAN,5,103,13,CON,NAT,STY,CON,CUP,,,,,
22-04,22,LA,RURAL,5,54,12,CON,LBR,STY,CUP,POP,,,,,
23-01,23,ME,RURAL,7,236,14,LIB,CON,POP,LBR,STY,CUP,PRG,,,
24-01,24,MD,URBAN,9,215,14,LBR,LIB,PRG,CON,LBR,STY,LIB,OAO,POP,
24-02,24,MD,URBAN,9,319,14,LBR,CON,POP,PRG,STY,LBR,LIB,NAT,OAO,
24-03,24,MD,SUBURBAN,7,203,13,CON,LBR,PRG,STY,LIB,NAT,POP,,,
24-04,24,MD,RURAL,7,54,13,LBR,CON,CUP,LBR,LIB,NAT,POP,,,
25-01,25,MA,URBAN,9,296,15,CON,PRG,LIB,LBR,CON,STY,DSA,NAT,PRG,
25-02,25,MA,URBAN,9,251,15,LBR,LBR,CON,LIB,LBR,OAO,POP,PRG,STY,
25-03,25,MA,URBAN,7,109,15,CON,LIB,NAT,LBR,CON,CUP,POP,,,
25-04,25,MA,SUBURBAN,7,214,14,CON,LIB,LBR,DSA,STY,POP,CON,,,
25-05,25,MA,SUBURBAN,5,36,11,PRG,CON,LBR,LIB,NAT,,,,,
26-01,26,MI,URBAN,9,292,15,CON,LBR,STY,LIB,DSA,CUP,NAT,OAO,POP,
26-02,26,MI,URBAN,9,376,15,CON,CON,NAT,LBR,POP,CON,STY,LIB,PRG,
26-03,26,MI,URBAN,7,221,12,CON,LBR,LIB,NAT,POP,PRG,STY,,,
26-04,26,MI,SUBURBAN,7,298,13,CON,LIB,LBR,STY,CUP,NAT,PRG,,,
26-05,26,MI,SUBURBAN,7,201,14,NAT,CON,NAT,LBR,LIB,CUP,POP,,,
26-06,26,MI,RURAL,7,25,14,CON,CON,POP,CON,LBR,NAT,OAO,,,
26-07,26,MI,RURAL,6,118,13,CON,NAT,CON,LBR,CUP,POP,,,,
27-01,27,MN,URBAN,9,368,14,PRG,LBR,LIB,OAO,PRG,CON,POP,LBR,LIB,
27-02,27,MN,URBAN,7,209,13,CON,LIB,NAT,POP,LBR,CUP,CON,,,
27-03,27,MN,SUBURBAN,7,206,13,CON,STY,LIB,POP,CON,LBR,NAT,,,
27-04,27,MN,RURAL,7,28,14,LBR,OAO,CON,LBR,LIB,NAT,OAO,,,
28-01,28,MS,URBAN,5,108,12,STY,CON,LBR,STY,LIB,,,,,
28-02,28,MS,SUBURBAN,5,136,13,CON,STY,POP,LBR,NAT,,,,,
28-03,28,MS,RURAL,5,105,12,CON,STY,OAO,POP,LBR,,,,,
29-01,29,MO,URBAN,9,298,15,CON,STY,DSA,LBR,LIB,CON,STY,DSA,NAT,
29-02,29,MO,URBAN,7,262,12,CON,CON,POP,LBR,CUP,DSA,OAO,,,
29-03,29,MO,SUBURBAN,6,268,13,NAT,CON,STY,LBR,CON,LIB,,,,
29-04,29,MO,SUBURBAN,5,164,11,CON,LBR,CUP,STY,CON,,,,,
29-05,29,MO,RURAL,5,55,12,CON,LBR,LIB,NAT,POP,,,,,
30-01,30,MT,SUBURBAN,6,185,13,NAT,CON,LIB,LBR,STY,CUP,,,,
31-01,31,NE,SUBURBAN,10,286,15,CON,LBR,CUP,NAT,POP,CON,DSA,LIB,STY,LBR
32-01,32,NV,URBAN,9,415,13,CON,LBR,STY,CON,LBR,LIB,CUP,POP,NAT,
32-02,32,NV,SUBURBAN,7,158,12,NAT,CON,LIB,LBR,CON,DSA,POP,,,
33-01,33,NH,SUBURBAN,7,252,11,LBR,OAO,CON,POP,CUP,DSA,LIB,,,
34-01,34,NJ,URBAN,9,307,15,CON,STY,LIB,PRG,LBR,STY,CON,LIB,NAT,
34-02,34,NJ,URBAN,9,267,14,CON,LBR,LIB,POP,LBR,CON,STY,NAT,PRG,
34-03,34,NJ,URBAN,9,312,14,LIB,CON,POP,LIB,LBR,NAT,CUP,DSA,OAO,
34-04,34,NJ,URBAN,7,185,12,CUP,CON,LBR,LIB,NAT,POP,PRG,,,
34-05,34,NJ,SUBURBAN,7,131,13,NAT,CON,LBR,OAO,STY,DSA,PRG,,,
34-06,34,NJ,SUBURBAN,7,39,12,PRG,CON,PRG,CUP,LBR,NAT,STY,,,
35-01,35,NM,URBAN,6,183,12,LBR,CON,LIB,LBR,POP,CON,,,,
35-02,35,NM,SUBURBAN,5,126,12,CUP,STY,LBR,CON,NAT,,,,,
36-01,36,NY,URBAN,9,247,15,LBR,CUP,OAO,POP,CON,STY,LBR,LIB,PRG,
36-02,36,NY,URBAN,9,187,15,LBR,STY,NAT,CON,LIB,LBR,DSA,OAO,POP,
36-03,36,NY,URBAN,9,409,15,LBR,STY,CON,OAO,POP,CUP,LIB,DSA,LBR,
36-04,36,NY,URBAN,9,336,15,CON,LIB,LBR,LIB,POP,CON,STY,CUP,DSA,
36-05,36,NY,URBAN,9,226,15,CON,PRG,DSA,LBR,STY,CON,LIB,OAO,PRG,
36-06,36,NY,URBAN,9,428,14,LIB,CON,NAT,LBR,CON,POP,LBR,OAO,PRG,
36-07,36,NY,URBAN,7,73,14,OAO,CUP,CON,CUP,LBR,NAT,STY,,,
36-08,36,NY,URBAN,7,250,12,CON,LBR,LIB,CUP,POP,CON,NAT,,,
36-09,36,NY,SUBURBAN,7,233,14,LIB,LBR,POP,DSA,CON,NAT,PRG,,,
36-10,36,NY,SUBURBAN,7,131,12,CON,POP,LBR,PRG,STY,CON,LIB,,,
36-11,36,NY,SUBURBAN,7,14,14,LBR,LBR,CON,LBR,NAT,OAO,PRG,,,
36-12,36,NY,SUBURBAN,6,25,13,PRG,PRG,PRG,CUP,DSA,LBR,,,,
36-13,36,NY,RURAL,5,12,13,CON,CUP,LBR,NAT,PRG,,,,,
36-14,36,NY,RURAL,5,14,14,CON,CON,DSA,LBR,POP,,,,,
37-01,37,NC,URBAN,9,222,15,CON,CON,LBR,CUP,STY,CON,LBR,LIB,NAT,
37-02,37,NC,URBAN,9,282,16,PRG,NAT,LIB,PRG,STY,LBR,CON,DSA,OAO,
37-03,37,NC,URBAN,7,250,14,POP,CON,NAT,LBR,STY,CON,LIB,,,
37-04,37,NC,SUBURBAN,7,207,13,CON,POP,LIB,LBR,STY,CON,OAO,,,
37-05,37,NC,SUBURBAN,7,256,14,CON,LBR,CON,STY,POP,NAT,OAO,,,
37-06,37,NC,RURAL,5,69,13,CON,NAT,STY,DSA,POP,,,,,
37-07,37,NC,RURAL,5,141,11,CON,LIB,CON,POP,DSA,,,,,
37-08,37,NC,RURAL,5,17,13,CON,CON,CON,CUP,STY,,,,,
38-01,38,ND,SUBURBAN,4,90,10,CON,LBR,POP,CUP,,,,,,
39-01,39,OH,URBAN,9,296,14,CON,DSA,NAT,LIB,LBR,STY,DSA,CON,CUP,
39-02,39,OH,URBAN,9,331,13,LBR,CON,STY,NAT,LIB,LBR,DSA,POP,CON,
39-03,39,OH,URBAN,9,311,14,CON,CON,CUP,LBR,LIB,STY,CUP,POP,CON,
39-04,39,OH,URBAN,7,282,14,CON,CON,NAT,LIB,LBR,CON,STY,,,
39-05,39,OH,SUBURBAN,7,277,12,CON,LIB,LBR,STY,NAT,CUP,POP,,,
39-06,39,OH,SUBURBAN,7,266,13,CON,NAT,CUP,LIB,STY,CON,LBR,,,
39-07,39,OH,RURAL,7,195,13,CON,POP,CON,CUP,LBR,NAT,POP,,,
39-08,39,OH,RURAL,6,20,12,CON,NAT,CON,LBR,LIB,POP,,,,
40-01,40,OK,URBAN,9,320,16,CON,LIB,NAT,POP,LBR,CON,STY,CUP,LIB,
40-02,40,OK,SUBURBAN,7,166,13,NAT,CON,NAT,STY,CUP,CON,DSA,,,
40-03,40,OK,RURAL,5,51,12,CON,CON,CON,DSA,POP,,,,,
41-01,41,OR,URBAN,9,373,16,PRG,DSA,LIB,LBR,CON,STY,CUP,NAT,PRG,
41-02,41,OR,URBAN,7,423,14,NAT,LIB,PRG,CON,LBR,POP,LIB,,,
41-03,41,OR,SUBURBAN,6,14,14,CON,DSA,LBR,LIB,POP,PRG,,,,
42-01,42,PA,URBAN,9,388,15,LBR,CON,LIB,STY,LBR,PRG,CON,STY,DSA,
42-02,42,PA,URBAN,9,373,12,CON,LBR,NAT,LIB,CON,PRG,POP,DSA,OAO,
42-03,42,PA,URBAN,9,329,14,LIB,CON,POP,NAT,LIB,LBR,CON,CUP,OAO,
42-04,42,PA,URBAN,7,97,13,CON,LIB,LBR,CON,DSA,OAO,PRG,,,
42-05,42,PA,SUBURBAN,7,278,12,LIB,LBR,CON,NAT,STY,CUP,POP,,,
42-06,42,PA,SUBURBAN,7,330,12,CON,LIB,NAT,LBR,PRG,CON,STY,,,
42-07,42,PA,SUBURBAN,7,297,13,CON,CON,LBR,LIB,CON,POP,CUP,,,
42-08,42,PA,RURAL,7,322,13,CON,CON,LBR,CUP,LIB,STY,POP,,,
42-09,42,PA,RURAL,6,2418,12,CON,LBR,LIB,CON,STY,POP,,,,
44-01,44,RI,URBAN,6,176,12,LIB,CON,LBR,CUP,POP,STY,,,,
45-01,45,SC,URBAN,9,282,15,CON,CON,LBR,LIB,CUP,STY,POP,NAT,DSA,
45-02,45,SC,SUBURBAN,7,246,13,CON,LBR,NAT,CON,STY,DSA,CUP,,,
45-03,45,SC,RURAL,6,11,12,DSA,CON,DSA,LBR,NAT,POP,,,,
45-04,45,SC,RURAL,5,197,12,CON,POP,STY,LBR,NAT,,,,,
46-01,46,SD,SUBURBAN,5,137,11,CON,CUP,STY,LBR,NAT,,,,,
47-01,47,TN,URBAN,9,252,14,CON,CON,STY,OAO,LBR,CON,NAT,DSA,LIB,
47-02,47,TN,URBAN,7,213,13,CON,CUP,DSA,CON,LBR,STY,NAT,,,
47-03,47,TN,SUBURBAN,7,318,13,NAT,CON,NAT,CON,CON,STY,POP,,,
47-04,47,TN,SUBURBAN,7,269,14,CON,CON,POP,LBR,CUP,CON,NAT,,,
47-05,47,TN,RURAL,6,13,13,CON,CUP,CON,CUP,LBR,NAT,,,,
48-01,48,TX,URBAN,9,469,14,STY,CON,LBR,STY,DSA,LIB,CON,CUP,NAT,
48-02,48,TX,URBAN,9,256,15,CON,CON,LBR,STY,CON,CUP,LBR,LIB,NAT,
48-03,48,TX,URBAN,9,270,15,LBR,STY,CON,LBR,DSA,STY,CUP,NAT,OAO,
48-04,48,TX,URBAN,9,276,15,LBR,CON,LBR,CUP,NAT,LIB,STY,LBR,CON,
48-05,48,TX,URBAN,9,291,16,CON,NAT,CON,LBR,LIB,CUP,POP,STY,DSA,
48-06,48,TX,URBAN,9,234,16,CON,CON,NAT,DSA,STY,POP,CON,LBR,LIB,
48-07,48,TX,URBAN,9,353,16,CON,CON,NAT,CUP,LIB,DSA,LBR,POP,STY,
48-08,48,TX,URBAN,9,264,17,CON,STY,NAT,CON,LIB,LBR,CUP,STY,NAT,
48-09,48,TX,URBAN,7,214,14,CON,LBR,STY,POP,CON,CUP,NAT,,,
48-10,48,TX,URBAN,7,162,14,CUP,STY,LBR,CON,STY,DSA,LIB,,,
48-11,48,TX,URBAN,7,115,13,LIB,CON,STY,LBR,CUP,OAO,POP,,,
48-12,48,TX,SUBURBAN,7,171,15,OAO,CUP,CON,STY,POP,LBR,NAT,,,
48-13,48,TX,SUBURBAN,7,147,15,NAT,CON,LBR,STY,CON,LIB,POP,,,
48-14,48,TX,SUBURBAN,7,161,14,CON,CON,CUP,LBR,CON,NAT,STY,,,
48-15,48,TX,SUBURBAN,7,5,13,LBR,LBR,CON,LBR,NAT,PRG,STY,,,
48-16,48,TX,SUBURBAN,7,3392,13,CON,LBR,STY,CUP,LIB,POP,CON,,,
48-17,48,TX,SUBURBAN,7,3392,13,CON,LBR,STY,CUP,LIB,POP,CON,,,
48-18,48,TX,RURAL,7,3392,13,CON,LBR,STY,CUP,LIB,POP,CON,,,
48-19,48,TX,RURAL,5,3392,12,CON,LBR,STY,CUP,NAT,,,,,
48-20,48,TX,RURAL,5,3392,12,CON,LBR,STY,CUP,NAT,,,,,
49-01,49,UT,URBAN,7,218,12,LBR,DSA,CON,LIB,CUP,POP,STY,,,
49-02,49,UT,URBAN,5,169,12,CON,NAT,LBR,POP,STY,,,,,
49-03,49,UT,SUBURBAN,5,387,12,LBR,CON,POP,CUP,STY,,,,,
50-01,50,VT,RURAL,3,105,10,PRG,CON,LBR,,,,,,,
51-01,51,VA,URBAN,9,250,16,LBR,PRG,LIB,NAT,CON,LBR,STY,CUP,DSA,
51-02,51,VA,URBAN,9,375,14,CON,LBR,CON,PRG,LIB,LBR,STY,NAT,POP,
51-03,51,VA,URBAN,7,308,12,CON,NAT,LBR,LIB,STY,CUP,CON,,,
51-04,51,VA,SUBURBAN,7,26,14,STY,STY,CON,LIB,NAT,OAO,POP,,,
51-05,51,VA,SUBURBAN,7,266,13,CON,LBR,LIB,LBR,CON,NAT,POP,,,
51-06,51,VA,RURAL,6,9,13,CON,CON,CUP,NAT,OAO,STY,,,,
53-01,53,WA,URBAN,9,291,16,LIB,LBR,PRG,DSA,STY,LIB,CUP,LBR,NAT,
53-02,53,WA,URBAN,9,275,15,LBR,DSA,CON,NAT,POP,LIB,STY,LBR,OAO,
53-03,53,WA,URBAN,7,217,13,PRG,CUP,NAT,LBR,LIB,CON,POP,,,
53-04,53,WA,SUBURBAN,5,191,11,CON,LIB,CON,LBR,POP,,,,,
53-05,53,WA,SUBURBAN,5,115,11,CON,LIB,LBR,STY,POP,,,,,
53-06,53,WA,RURAL,5,23,12,CON,CON,LBR,OAO,POP,,,,,
54-01,54,WV,SUBURBAN,9,335,16,CON,LBR,STY,CUP,NAT,CON,POP,LBR,OAO,
55-01,55,WI,URBAN,9,335,16,CON,LIB,NAT,POP,LBR,CON,CUP,OAO,PRG,
55-02,55,WI,URBAN,7,319,12,CON,LBR,PRG,CON,POP,STY,LIB,,,
55-03,55,WI,SUBURBAN,5,191,13,CON,STY,CON,LBR,NAT,,,,,
55-04,55,WI,SUBURBAN,5,224,12,CON,LBR,CON,POP,LIB,,,,,
55-05,55,WI,RURAL,5,19,12,CON,LBR,LIB,NAT,POP,,,,,
56-01,56,WY,SUBURBAN,3,70,10,CON,POP,CUP,,,,,,,
