state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_CON,inc_OAO,inc_POP,inc_STY,inc_LBR,inc_CUP,inc_NAT,inc_LIB,inc_PRG,inc_DSA
6,CA,CON_1,CON,13.14,0.0,4.69,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0
6,CA,LBR_1,LBR,16.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89
6,CA,LIB_1,LIB,14.43,0.0,1.97,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0
6,CA,NAT_1,NAT,10.47,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,CA,STY_1,STY,11.89,0.0,0.0,0.0,0.0,1.87,2.68,0.0,0.0,0.0,0.0
8,CO,CON_1,CON,21.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,CO,LBR_1,LBR,14.51,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,4.2
8,CO,LIB_1,LIB,13.47,0.0,1.87,0.0,0.0,0.51,0.0,0.0,0.0,10.67,0.0
8,CO,POP_1,POP,10.92,3.67,0.0,0.0,0.0,0.0,0.0,9.97,0.0,0.0,0.0
8,CO,STY_1,STY,5.41,0.52,1.89,4.01,0.0,1.86,0.89,0.0,0.0,0.0,0.0
9,CT,CON_1,CON,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,CT,CUP_1,CUP,6.04,0.0,3.42,0.66,0.0,0.0,0.0,1.6,0.0,0.0,0.0
9,CT,LBR_1,LBR,13.57,0.0,0.0,0.0,3.84,0.0,0.0,0.0,0.0,0.0,2.51
9,CT,LIB_1,LIB,16.62,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0
9,CT,POP_1,POP,9.13,0.91,0.0,0.0,2.39,1.67,0.0,8.3,0.0,0.0,0.0
10,DE,CON_1,CON,24.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,DE,CON_2,CON,0.0,7.58,3.8,1.33,0.0,0.0,1.06,6.21,0.0,0.0,0.0
10,DE,LBR_1,LBR,20.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,DE,LIB_1,LIB,10.25,0.0,7.64,0.0,0.0,0.54,1.63,0.0,0.0,4.86,0.0
10,DE,STY_1,STY,5.66,0.0,0.0,2.66,0.0,3.76,3.58,0.0,0.0,0.0,0.0
11,DC,LBR_1,LBR,18.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,DC,LIB_1,LIB,29.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,DC,LIB_2,LIB,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.0,11.63,0.0,0.0
11,DC,POP_1,POP,10.51,9.13,0.0,0.0,3.1,0.0,1.65,0.0,0.0,0.0,0.0
11,DC,PRG_1,PRG,13.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97
12,FL,CON_1,CON,22.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,FL,CUP_1,CUP,10.44,2.1,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,FL,LBR_1,LBR,13.43,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05
12,FL,POP_1,POP,8.62,1.47,0.0,0.0,0.0,0.0,0.0,4.24,0.0,0.0,0.0
12,FL,STY_1,STY,12.03,0.67,0.0,0.0,0.0,2.41,0.0,0.0,0.0,0.0,1.51
13,GA,CON_1,CON,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,GA,CUP_1,CUP,9.42,2.39,2.41,0.72,1.0,0.0,0.0,4.21,0.0,0.0,0.0
13,GA,LBR_1,LBR,15.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45
13,GA,LIB_1,LIB,12.21,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,3.41,0.0
13,GA,STY_1,STY,10.38,1.22,0.0,8.27,0.0,1.36,0.0,0.0,0.0,0.0,0.0
15,HI,CON_1,CON,21.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,HI,LBR_1,LBR,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,HI,LBR_2,LBR,0.0,0.0,2.3,0.0,3.95,5.44,0.51,0.0,1.17,3.24,1.9
15,HI,LIB_1,LIB,18.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,HI,POP_1,POP,9.12,4.66,0.0,0.0,1.84,0.0,0.0,2.42,0.0,0.0,0.0
16,ID,CON_1,CON,22.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,ID,LBR_1,LBR,9.55,0.87,1.4,0.0,2.56,0.0,0.0,0.0,0.0,0.0,6.01
16,ID,LIB_1,LIB,8.23,0.0,1.17,0.0,0.0,0.79,0.0,0.0,0.0,1.68,2.66
16,ID,NAT_1,NAT,15.45,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,ID,POP_1,POP,14.96,2.59,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0
17,IL,CON_1,CON,20.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,IL,CUP_1,CUP,9.41,0.74,4.63,0.0,0.71,0.63,0.0,0.89,0.0,0.0,0.0
17,IL,LBR_1,LBR,12.54,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0,5.17
17,IL,LIB_1,LIB,12.9,0.0,1.93,0.0,0.0,0.79,0.0,0.0,0.0,8.61,0.0
17,IL,POP_1,POP,7.88,1.59,0.0,0.0,1.65,1.11,0.0,7.93,0.0,0.0,0.0
18,IN,CON_1,CON,20.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,IN,CUP_1,CUP,10.01,0.7,3.55,1.69,0.0,0.0,0.0,8.54,0.0,0.0,0.0
18,IN,LBR_1,LBR,12.03,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18
18,IN,LIB_1,LIB,8.67,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,5.61,0.0
18,IN,STY_1,STY,8.8,0.0,0.0,6.89,0.0,1.34,0.0,0.0,0.0,0.0,0.58
19,IA,CON_1,CON,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,IA,CUP_1,CUP,8.62,1.38,4.13,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,IA,LBR_1,LBR,12.8,0.0,1.15,0.0,2.74,0.0,0.0,0.0,0.0,0.0,8.8
19,IA,LIB_1,LIB,7.13,0.0,1.66,0.0,0.0,3.42,0.0,0.0,0.0,2.7,2.12
19,IA,NAT_1,NAT,14.97,0.59,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,KS,CON_1,CON,25.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,KS,CON_2,CON,0.0,7.96,0.67,3.44,0.0,0.0,2.81,11.6,0.0,0.0,0.0
20,KS,LBR_1,LBR,9.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,5.84
20,KS,LIB_1,LIB,13.48,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,6.66,0.52
20,KS,STY_1,STY,9.74,0.0,0.0,6.56,0.0,0.0,0.64,0.0,2.34,0.0,0.0
21,KY,CON_1,CON,23.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,KY,CUP_1,CUP,9.4,2.21,3.93,1.11,0.83,0.0,0.0,0.0,0.0,0.0,0.0
21,KY,LBR_1,LBR,11.5,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22
21,KY,NAT_1,NAT,13.71,1.47,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,KY,STY_1,STY,11.26,1.09,0.0,8.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,LA,CON_1,CON,22.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,LA,CUP_1,CUP,13.22,1.56,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,LA,LBR_1,LBR,9.31,0.0,1.76,0.0,1.86,0.0,0.52,0.0,12.1,0.0,2.57
22,LA,NAT_1,NAT,16.43,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,LA,STY_1,STY,11.91,0.73,0.0,7.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,ME,CON_1,CON,14.21,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0
23,ME,LBR_1,LBR,12.27,0.0,1.81,0.0,2.88,0.0,1.2,0.0,0.52,0.0,0.0
23,ME,LIB_1,LIB,18.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,ME,POP_1,POP,13.97,0.0,0.0,0.0,2.77,0.0,0.72,0.0,0.0,0.0,0.0
23,ME,PRG_1,PRG,9.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54
24,MD,CON_1,CON,14.16,0.0,0.0,0.0,0.0,0.0,2.5,5.09,0.0,0.0,0.0
24,MD,LBR_1,LBR,19.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,MD,LIB_1,LIB,11.03,0.0,2.58,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.61
24,MD,POP_1,POP,9.42,3.28,0.0,0.0,0.0,0.0,1.04,3.05,0.0,0.0,0.0
24,MD,STY_1,STY,8.61,0.68,0.0,0.0,0.0,1.19,1.71,0.0,0.0,0.0,2.29
25,MA,CON_1,CON,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,MA,LBR_1,LBR,15.48,0.0,0.0,0.0,4.27,0.0,0.77,0.0,0.0,0.0,0.0
25,MA,LIB_1,LIB,14.85,0.0,3.25,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0
25,MA,POP_1,POP,6.01,0.89,0.0,0.0,2.83,0.78,1.03,6.0,0.0,0.0,0.0
25,MA,PRG_1,PRG,11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14
26,MI,CON_1,CON,22.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,MI,LBR_1,LBR,12.66,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08
26,MI,LIB_1,LIB,11.31,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,7.48,0.0
26,MI,NAT_1,NAT,15.21,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,MI,POP_1,POP,8.76,2.49,0.0,0.0,5.18,0.0,3.88,0.0,0.0,0.0,0.0
27,MN,CON_1,CON,15.61,0.0,0.0,0.0,0.0,0.0,2.57,0.0,0.0,0.0,0.0
27,MN,LBR_1,LBR,11.76,0.0,0.0,0.0,2.78,0.0,0.76,0.0,0.0,0.0,2.07
27,MN,LIB_1,LIB,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57
27,MN,POP_1,POP,10.15,0.83,0.0,0.0,2.78,0.0,0.96,9.93,0.0,0.0,0.0
27,MN,PRG_1,PRG,13.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
28,MS,CON_1,CON,20.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,MS,LBR_1,LBR,11.91,0.0,0.0,0.0,2.41,0.0,0.0,0.0,3.94,0.0,2.42
28,MS,OAO_1,OAO,11.39,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.7,0.0,0.0
28,MS,POP_1,POP,8.45,1.06,0.0,0.0,2.06,0.7,5.93,0.0,0.0,0.0,0.0
28,MS,STY_1,STY,20.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,MO,CON_1,CON,23.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,MO,LBR_1,LBR,12.67,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.68
29,MO,LIB_1,LIB,8.33,0.0,0.88,0.0,0.0,0.0,0.87,0.0,0.0,2.74,1.55
29,MO,NAT_1,NAT,12.66,1.59,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,MO,STY_1,STY,10.79,0.92,0.0,7.95,0.0,3.75,0.0,0.0,0.0,0.0,0.71
30,MT,CON_1,CON,16.4,0.0,0.0,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,MT,CUP_1,CUP,8.28,1.25,0.0,1.34,1.15,0.0,0.0,1.84,0.0,0.0,0.0
30,MT,LBR_1,LBR,11.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.0,3.47
30,MT,LIB_1,LIB,14.67,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,4.56,0.0
30,MT,NAT_1,NAT,23.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,NE,CON_1,CON,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,NE,CUP_1,CUP,12.95,0.7,1.25,1.55,0.0,0.0,0.0,1.99,0.0,0.0,0.0
31,NE,LBR_1,LBR,14.29,0.0,0.94,0.0,3.77,0.0,0.0,0.0,0.0,0.0,0.0
31,NE,LIB_1,LIB,7.54,0.0,1.15,0.0,0.0,0.75,0.0,0.0,0.0,2.59,2.67
31,NE,POP_1,POP,9.86,0.87,0.0,0.0,3.51,0.56,0.0,8.78,0.0,0.0,0.0
32,NV,CON_1,CON,21.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,NV,LBR_1,LBR,16.57,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,NV,LIB_1,LIB,10.67,0.0,3.47,0.0,0.0,0.0,0.74,0.0,0.0,7.39,0.0
32,NV,POP_1,POP,8.14,2.13,0.0,0.0,0.0,0.0,3.11,11.13,0.0,0.0,0.0
32,NV,STY_1,STY,9.93,0.0,0.95,0.0,0.0,0.0,0.87,0.0,0.0,0.0,4.05
33,NH,CON_1,CON,12.16,0.0,0.0,0.0,0.0,0.0,3.09,2.84,0.0,0.0,0.0
33,NH,LBR_1,LBR,17.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,NH,OAO_1,OAO,13.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,NH,POP_1,POP,5.92,0.75,0.0,0.0,2.37,0.0,1.69,4.1,0.0,0.0,0.0
33,NH,PRG_1,PRG,11.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,4.68
34,NJ,CON_1,CON,18.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,NJ,LBR_1,LBR,12.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67
34,NJ,LIB_1,LIB,14.01,0.0,3.21,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0
34,NJ,NAT_1,NAT,10.49,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,NJ,STY_1,STY,6.55,0.0,0.0,6.69,0.0,1.27,2.59,0.0,0.0,0.0,0.0
35,NM,CON_1,CON,18.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,NM,CUP_1,CUP,11.76,0.0,1.67,2.04,0.0,0.68,0.0,0.0,0.0,0.0,0.0
35,NM,LBR_1,LBR,22.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,NM,LIB_1,LIB,9.63,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0
35,NM,STY_1,STY,10.53,0.0,0.0,2.88,0.0,7.93,0.0,0.0,0.0,0.0,0.0
36,NY,CON_1,CON,15.77,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0
36,NY,LBR_1,LBR,15.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2
36,NY,LIB_1,LIB,12.3,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,9.08,0.0
36,NY,POP_1,POP,7.97,0.0,0.0,0.0,0.0,0.0,1.18,7.01,0.0,0.0,0.0
36,NY,STY_1,STY,7.65,0.0,1.46,0.0,0.0,2.65,3.33,0.0,0.53,0.0,1.31
37,NC,CON_1,CON,22.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,NC,LBR_1,LBR,10.85,0.0,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09
37,NC,LIB_1,LIB,8.71,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,7.76,0.0
37,NC,POP_1,POP,9.8,2.47,0.0,0.0,0.0,0.0,1.91,10.5,0.0,0.0,0.0
37,NC,STY_1,STY,8.67,0.67,0.67,0.0,0.0,0.66,3.62,0.0,0.0,0.0,0.72
38,ND,CON_1,CON,24.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,ND,CUP_1,CUP,13.32,3.72,2.08,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0
38,ND,LBR_1,LBR,15.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46
38,ND,LIB_1,LIB,9.19,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,5.16,0.0
38,ND,POP_1,POP,14.24,6.41,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0
39,OH,CON_1,CON,23.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,OH,CUP_1,CUP,10.03,3.33,2.6,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0
39,OH,LBR_1,LBR,11.01,1.09,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51
39,OH,LIB_1,LIB,9.88,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,3.26,1.19
39,OH,POP_1,POP,9.09,1.94,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
40,OK,CON_1,CON,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,OK,CUP_1,CUP,10.15,4.06,3.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,OK,LIB_1,LIB,9.18,0.0,1.19,0.0,0.0,2.45,0.0,0.0,0.0,1.01,1.46
40,OK,NAT_1,NAT,17.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,OK,STY_1,STY,8.12,0.64,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,2.8
41,OR,CON_1,CON,12.45,0.0,0.68,6.35,0.0,0.0,3.2,0.0,0.0,0.0,0.0
41,OR,LBR_1,LBR,11.29,0.0,0.0,1.31,2.63,0.0,1.82,0.0,0.0,0.0,0.0
41,OR,LIB_1,LIB,15.26,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,OR,NAT_1,NAT,15.33,0.64,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,OR,PRG_1,PRG,15.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51
42,PA,CON_1,CON,21.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,PA,CUP_1,CUP,6.31,0.95,3.31,0.0,0.0,0.0,0.0,1.38,3.03,0.0,0.0
42,PA,LBR_1,LBR,13.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
42,PA,LIB_1,LIB,14.13,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,9.04,0.0
42,PA,POP_1,POP,7.19,2.43,0.0,0.0,5.02,0.0,0.0,9.29,0.0,0.0,0.0
44,RI,CON_1,CON,16.8,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0
44,RI,LBR_1,LBR,15.59,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,5.13
44,RI,LIB_1,LIB,17.05,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,1.24
44,RI,POP_1,POP,8.34,0.0,0.0,0.0,0.0,0.0,0.0,6.21,0.0,0.0,0.0
44,RI,STY_1,STY,6.5,0.0,0.0,0.0,0.0,3.15,1.68,0.0,0.0,0.0,0.0
45,SC,CON_1,CON,23.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,SC,LBR_1,LBR,13.47,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88
45,SC,NAT_1,NAT,13.59,0.9,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
45,SC,POP_1,POP,9.0,2.7,0.0,0.0,1.08,0.0,3.86,0.0,0.0,0.0,0.0
45,SC,STY_1,STY,9.75,1.36,0.0,0.0,0.0,2.69,3.54,0.0,0.0,0.0,2.59
46,SD,CON_1,CON,19.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,SD,CUP_1,CUP,12.46,0.63,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,SD,LBR_1,LBR,10.33,0.0,0.73,0.0,0.0,0.0,0.0,0.0,12.25,0.0,6.16
46,SD,NAT_1,NAT,14.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,SD,STY_1,STY,10.57,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,TN,CON_1,CON,30.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,TN,CON_2,CON,0.0,13.5,2.34,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0
47,TN,CUP_1,CUP,7.95,0.0,4.16,1.6,0.0,0.66,0.0,0.0,4.74,0.0,0.0
47,TN,NAT_1,NAT,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,TN,STY_1,STY,7.9,0.0,0.0,0.0,0.0,4.97,0.0,0.0,0.0,0.0,4.98
48,TX,CON_1,CON,21.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,TX,CUP_1,CUP,9.71,1.82,4.2,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,TX,LBR_1,LBR,13.37,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65
48,TX,NAT_1,NAT,10.75,0.57,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,TX,STY_1,STY,12.9,0.0,0.78,0.0,0.0,2.21,0.0,0.0,0.0,0.0,2.35
49,UT,CON_1,CON,16.79,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,UT,CUP_1,CUP,8.87,0.61,1.7,0.0,0.0,0.0,0.0,2.71,5.67,0.0,0.0
49,UT,LBR_1,LBR,17.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,UT,POP_1,POP,11.47,0.52,0.0,0.0,0.0,0.0,0.0,8.27,0.0,0.0,0.0
49,UT,STY_1,STY,11.24,0.0,0.0,1.67,0.0,0.0,1.1,0.0,0.0,0.0,7.34
50,VT,CON_1,CON,12.04,0.0,0.0,3.6,0.0,0.0,0.0,4.29,0.0,0.0,0.0
50,VT,LBR_1,LBR,10.51,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0,4.97
50,VT,LIB_1,LIB,13.78,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,VT,PRG_1,PRG,29.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,VT,PRG_2,PRG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.05,0.0
51,VA,CON_1,CON,20.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,VA,LBR_1,LBR,16.14,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,VA,LIB_1,LIB,10.1,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,9.81,0.56
51,VA,NAT_1,NAT,11.86,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,VA,STY_1,STY,7.52,0.0,0.7,6.18,0.0,0.62,0.0,0.0,0.0,0.0,3.86
53,WA,CON_1,CON,13.43,0.0,2.43,4.96,0.55,0.0,0.0,0.0,0.0,0.0,0.0
53,WA,LBR_1,LBR,13.15,0.94,0.6,1.76,2.65,0.0,0.0,0.0,0.0,0.0,0.0
