district_id,state_fips,state_abbr,density_tier,seat_count,n_respondents,elected_0,elected_1,elected_2,elected_3,elected_4,elected_5,elected_6,elected_7,elected_8,elected_9
06-12,6,CA,URBAN,9,213,NAT_hi_es,CON_hi_es,LIB_hi_pc,CON_lo_pc,LBR_lo_es,CON_hi_pc,LBR_hi_es,POP_hi_es,STY_lo_es,
06-13,6,CA,URBAN,9,111,CUP_lo_pc,PRG,LIB,LBR_hi_so,LBR_lo_so,CON_lo_es,CON_lo_pc,LBR_hi_es,NAT_hi_es,
06-14,6,CA,URBAN,7,43,POP_hi_es,POP,STY_hi_pc,CON_lo_pc,CUP_hi_pc,LIB_hi_pc,STY_lo_pc,,,
06-15,6,CA,URBAN,7,158,NAT_hi_es,LIB_lo_pc,CON_hi_pc,POP_lo_pc,LBR_hi_so,OAO,STY_lo_so,,,
06-16,6,CA,URBAN,7,10,STY_lo_es,STY_hi_pc,CUP,LBR_hi_es,LBR_hi_so,LBR_lo_es,PRG,,,
06-17,6,CA,URBAN,7,25,NAT_hi_es,CON_hi_pc,CON_lo_es,CUP_hi_pc,LBR_hi_es,LBR_hi_pc,POP_hi_pc,,,
06-18,6,CA,SUBURBAN,7,12,POP_lo_pc,LBR_hi_so,LBR_lo_so,LIB_lo_pc,POP_hi_es,STY_hi_so,STY_lo_es,,,
08-01,8,CO,URBAN,9,281,PRG,CON_hi_pc,LBR_lo_so,DSA_lo_es,POP_lo_pc,LIB_lo_pc,CON_lo_pc,LBR_hi_es,LBR_lo_es,
08-02,8,CO,URBAN,9,272,CON_hi_pc,CON_hi_es,LBR_lo_so,LBR_lo_es,CON_lo_es,LIB_lo_pc,NAT_hi_es,POP_hi_es,PRG,
08-03,8,CO,SUBURBAN,7,192,CON_hi_pc,CON_hi_es,CUP_lo_pc,LBR_lo_so,DSA_lo_es,POP_lo_es,POP_hi_pc,,,
08-04,8,CO,RURAL,5,40,CON_hi_es,STY,LIB,CON,POP_hi_es,,,,,
09-01,9,CT,URBAN,9,241,CON_lo_pc,CON_hi_es,POP_lo_pc,LBR_lo_es,CON_hi_pc,LIB,STY_lo_es,CUP_lo_pc,PRG,
09-02,9,CT,URBAN,5,86,LBR_hi_pc,LIB_lo_pc,CON_hi_es,CON_hi_pc,PRG,,,,,
09-03,9,CT,SUBURBAN,5,138,LBR_hi_so,POP_lo_es,CUP_hi_pc,LIB_hi_pc,NAT_hi_es,,,,,
10-01,10,DE,URBAN,5,164,CON_hi_pc,CON_lo_pc,LBR_lo_es,LBR_hi_so,OAO,,,,,
11-01,11,DC,URBAN,4,122,LBR_lo_so,LIB,POP_lo_pc,LBR_lo_pc,,,,,,
12-01,12,FL,URBAN,9,221,CON_lo_pc,CON_lo_es,STY_hi_es,LBR_lo_so,CUP_lo_pc,STY_lo_es,POP_lo_es,CON_hi_es,OAO,
12-02,12,FL,URBAN,9,256,LIB_hi_pc,LBR_lo_es,CON_hi_pc,CUP_lo_pc,CUP_hi_pc,CON_lo_pc,LBR_hi_es,LBR_hi_so,POP_lo_pc,
12-03,12,FL,URBAN,9,264,STY_hi_es,CUP_lo_pc,STY_lo_so,LBR_lo_es,CON_hi_pc,CON_lo_pc,DSA_lo_es,LIB,NAT_lo_es,
12-04,12,FL,URBAN,9,402,CON_lo_es,CON_lo_pc,DSA_lo_es,LIB_lo_pc,CON_hi_pc,POP_lo_es,STY_hi_pc,CUP_lo_pc,LBR_lo_pc,
12-05,12,FL,URBAN,9,381,STY_hi_es,CON_hi_pc,CUP_hi_pc,CON_lo_pc,LBR_hi_es,LBR_lo_es,CUP_lo_pc,DSA_lo_es,LIB_hi_pc,
12-06,12,FL,URBAN,9,423,NAT_lo_es,CUP_hi_pc,CON_hi_pc,CUP_lo_pc,POP_lo_es,LBR_lo_so,STY_lo_es,CON_lo_es,CON_lo_pc,
12-07,12,FL,URBAN,7,295,CON_hi_pc,CON_lo_es,LBR_hi_es,CON_lo_pc,CUP_lo_pc,LBR_lo_so,POP_lo_es,,,
12-08,12,FL,URBAN,7,367,NAT_lo_es,LBR_hi_so,CUP_lo_pc,STY_hi_es,POP_lo_es,CON_hi_pc,CON_lo_pc,,,
12-09,12,FL,URBAN,7,209,LBR_lo_so,CON_lo_es,LBR_lo_es,CON_hi_pc,CUP,CON_hi_es,POP,,,
12-10,12,FL,SUBURBAN,7,281,CON_hi_pc,CON_lo_es,DSA_lo_es,LBR_hi_so,STY_lo_es,STY_hi_pc,LIB,,,
12-11,12,FL,SUBURBAN,7,61,CON_lo_es,CON_hi_pc,STY_lo_pc,CUP_hi_pc,NAT_lo_es,POP_lo_es,PRG,,,
12-12,12,FL,SUBURBAN,7,178,CON_lo_pc,LBR_hi_so,STY_lo_es,CON_hi_pc,CUP_hi_pc,DSA_hi_es,NAT_lo_es,,,
12-13,12,FL,SUBURBAN,6,8,CON_lo_es,CON_lo_pc,CUP_lo_pc,LBR_hi_es,LBR_lo_es,OAO,,,,
13-01,13,GA,URBAN,9,290,CON_lo_es,LIB,CUP_lo_pc,LBR_lo_es,POP_lo_pc,STY_lo_es,LBR_lo_so,CON_lo_pc,NAT_lo_es,
13-02,13,GA,URBAN,9,294,LBR_hi_es,NAT_lo_es,CON_hi_pc,LIB,CON_lo_es,STY_lo_es,CON_lo_pc,LBR_hi_so,LBR_lo_pc,
13-03,13,GA,URBAN,7,234,CON_lo_pc,STY_lo_pc,LBR_lo_so,LIB,CUP_lo_pc,LIB_hi_pc,POP_hi_es,,,
13-04,13,GA,URBAN,7,231,LBR_lo_so,LIB_lo_pc,CON_lo_es,POP_hi_es,POP_lo_es,CUP_lo_pc,CON_lo_pc,,,
13-05,13,GA,SUBURBAN,7,177,CON_lo_pc,LBR_lo_so,CON_hi_pc,STY_hi_so,CUP_lo_pc,LBR_hi_so,NAT_lo_es,,,
13-06,13,GA,SUBURBAN,7,206,CON_lo_pc,CON_hi_pc,CON_lo_es,CUP_lo_pc,STY_lo_es,LBR_hi_so,NAT_lo_es,,,
13-07,13,GA,RURAL,5,8,CON_hi_pc,CON_lo_es,CON_lo_pc,CUP_hi_pc,LIB_hi_pc,,,,,
13-08,13,GA,RURAL,5,49,CON_hi_es,CON_lo_es,CON_lo_pc,LBR_hi_es,NAT_lo_es,,,,,
15-01,15,HI,URBAN,8,153,LBR_lo_so,CON_hi_es,LIB,POP_hi_es,CON_lo_es,LBR_hi_so,LIB_hi_pc,OAO,,
16-01,16,ID,SUBURBAN,10,244,CON_hi_pc,NAT_lo_es,POP_lo_es,CON_hi_es,CON_lo_es,LIB,LBR_lo_so,STY_lo_es,CUP_hi_pc,LBR_hi_so
17-01,17,IL,URBAN,9,708,STY_lo_es,CON_lo_pc,LBR_lo_es,LIB_lo_pc,POP_lo_pc,PRG,DSA_lo_es,CON_hi_es,CON_hi_pc,
17-02,17,IL,URBAN,9,135,PRG,OAO,LBR_hi_es,CON_lo_es,STY_lo_so,CUP_lo_pc,LBR_lo_so,LIB_hi_pc,LIB_lo_pc,
17-03,17,IL,URBAN,9,311,CON_hi_pc,LBR_hi_es,CUP_lo_pc,LIB_lo_pc,PRG,CON_lo_pc,NAT_hi_es,OAO,POP_hi_es,
17-04,17,IL,URBAN,9,249,CON_lo_pc,CON_hi_es,CON_lo_es,LIB,LBR_lo_so,LBR_hi_so,POP_lo_pc,CON_hi_pc,NAT_hi_es,
17-05,17,IL,URBAN,7,191,LBR_lo_so,CON_hi_pc,LIB_lo_pc,POP_lo_es,CON_lo_pc,LBR_hi_so,STY_lo_es,,,
17-06,17,IL,SUBURBAN,7,158,POP_lo_pc,NAT_lo_es,LBR_lo_es,LIB_lo_pc,CUP_lo_pc,CON_lo_es,CON_lo_pc,,,
17-07,17,IL,SUBURBAN,7,5,CON_hi_pc,CON_lo_es,LBR_lo_es,LIB,STY_lo_es,STY_lo_pc,STY_lo_so,,,
18-01,18,IN,URBAN,9,268,NAT_lo_es,CON_hi_es,LBR_lo_so,CON_hi_pc,CON_lo_pc,POP_lo_es,LBR_hi_so,PRG,STY_lo_es,
18-02,18,IN,URBAN,7,280,STY_lo_es,CON_hi_pc,LBR_hi_es,CUP_lo_pc,LIB,CON_lo_pc,NAT_lo_es,,,
18-03,18,IN,SUBURBAN,7,205,NAT_lo_es,CON_lo_es,POP_lo_es,LIB_lo_pc,LBR_lo_so,LBR_hi_es,CON_lo_pc,,,
18-04,18,IN,SUBURBAN,7,203,CON_hi_es,LBR_lo_es,LBR_hi_es,CON_lo_es,CUP_hi_pc,NAT_lo_es,POP_hi_pc,,,
18-05,18,IN,RURAL,5,22,CON_hi_pc,CON_lo_pc,CUP_lo_pc,LIB,OAO,,,,,
19-01,19,IA,URBAN,7,275,NAT_lo_es,LBR_lo_es,DSA_lo_es,LBR_lo_so,POP_lo_es,CUP_lo_pc,CON_lo_es,,,
19-02,19,IA,SUBURBAN,5,129,CON_lo_es,POP_lo_es,CUP_lo_pc,LBR_hi_so,NAT_lo_es,,,,,
19-03,19,IA,RURAL,5,86,CON_hi_pc,CUP_hi_pc,CON_lo_pc,STY_hi_es,CON_hi_es,,,,,
20-01,20,KS,URBAN,5,143,CON_hi_pc,CON_lo_es,DSA_lo_es,LBR_hi_so,LIB,,,,,
20-02,20,KS,SUBURBAN,5,133,CON_hi_pc,LIB,STY_lo_es,LBR_hi_so,POP_hi_pc,,,,,
20-03,20,KS,RURAL,5,109,CON_lo_pc,STY_lo_es,CON_lo_es,CON_hi_es,CON_hi_pc,,,,,
21-01,21,KY,URBAN,7,222,STY_hi_pc,CON_hi_pc,CUP_hi_pc,CON_hi_es,LBR_hi_pc,LBR_lo_so,LIB_lo_pc,,,
21-02,21,KY,SUBURBAN,6,205,CON_hi_pc,NAT_lo_es,CON_lo_es,STY_lo_es,LBR,DSA_lo_es,,,,
21-03,21,KY,RURAL,5,194,NAT_lo_es,POP_lo_es,CON_lo_pc,CON_lo_es,LBR_lo_es,,,,,
21-04,21,KY,RURAL,5,53,LBR_lo_so,NAT_lo_es,CUP_hi_pc,LBR_hi_pc,LBR_hi_so,,,,,
22-01,22,LA,URBAN,9,236,CON_hi_pc,NAT_lo_es,LBR_hi_so,CUP_lo_pc,POP_lo_es,CON_lo_es,DSA_lo_es,LIB_lo_pc,STY_hi_es,
22-02,22,LA,URBAN,5,100,PRG,CUP_lo_pc,LBR_lo_es,CON_hi_pc,STY,,,,,
22-03,22,LA,SUBURBAN,5,103,NAT_lo_es,CON_hi_es,CON_lo_pc,CUP_hi_pc,STY_lo_es,,,,,
22-04,22,LA,RURAL,5,54,CON_hi_pc,CON_hi_es,LBR_hi_so,LBR_lo_es,STY_lo_pc,,,,,
23-01,23,ME,RURAL,7,236,LBR_lo_so,LBR_hi_so,POP_lo_es,CON_hi_pc,CON_hi_es,CUP_lo_pc,LIB,,,
24-01,24,MD,URBAN,9,215,PRG,LBR_hi_so,CON_hi_es,LBR_lo_so,STY_hi_pc,LIB,LIB_lo_pc,CON_lo_es,CUP_lo_pc,
24-02,24,MD,URBAN,9,319,PRG,CON_lo_es,LBR_lo_es,CON_lo_pc,LBR_lo_so,STY_lo_es,STY_hi_pc,NAT_hi_es,POP_hi_es,
24-03,24,MD,SUBURBAN,7,203,PRG,CON_hi_pc,CON_lo_es,LBR_hi_so,STY_hi_pc,LBR_lo_so,LIB,,,
24-04,24,MD,RURAL,7,54,LBR_lo_pc,POP_lo_pc,CON_lo_es,CON_lo_pc,CUP_hi_pc,LBR_lo_es,LIB,,,
25-01,25,MA,URBAN,9,296,PRG,DSA_lo_es,LBR_lo_so,LIB_lo_pc,LBR_lo_es,LBR_hi_so,CON,CON_hi_pc,NAT_lo_es,
25-02,25,MA,URBAN,9,251,LBR_hi_so,CON_lo_pc,LBR_lo_so,LBR_lo_es,POP_lo_pc,LIB_lo_pc,PRG,CON_hi_pc,OAO,
25-03,25,MA,URBAN,7,109,CON_hi_pc,NAT_hi_es,CON_lo_pc,LBR_lo_es,LIB,LIB_lo_pc,POP_lo_es,,,
25-04,25,MA,SUBURBAN,7,214,LIB,LBR_lo_es,DSA_lo_es,STY_hi_es,POP_lo_es,CON_hi_pc,CON_lo_pc,,,
25-05,25,MA,SUBURBAN,5,36,PRG,CON_lo_es,LBR_lo_pc,LIB_lo_pc,NAT_hi_es,,,,,
26-01,26,MI,URBAN,9,292,STY_hi_pc,LBR_hi_so,POP_lo_es,DSA_lo_es,CON_hi_pc,CON_hi_es,CUP_hi_pc,LIB_hi_pc,LIB_lo_pc,
26-02,26,MI,URBAN,9,376,CON_hi_pc,CON_lo_pc,NAT_hi_es,LBR_lo_es,LBR_hi_so,POP_lo_es,CON_hi_es,CON_lo_es,DSA_lo_es,
26-03,26,MI,URBAN,7,221,CUP_lo_pc,LBR_lo_so,LBR_hi_so,PRG,POP_hi_es,CON_hi_pc,NAT_lo_es,,,
26-04,26,MI,SUBURBAN,7,298,LIB,CON_hi_pc,LBR_lo_so,POP_lo_es,CON_lo_es,CUP_lo_pc,PRG,,,
26-05,26,MI,SUBURBAN,7,201,NAT_hi_es,CON_hi_pc,LIB,LBR_lo_es,CON_hi_es,LBR_hi_es,NAT_lo_es,,,
26-06,26,MI,RURAL,7,25,CON_hi_pc,CON_lo_es,CON_hi_es,LBR_lo_es,NAT_lo_es,OAO,POP_hi_pc,,,
26-07,26,MI,RURAL,6,118,CON_hi_pc,CON_lo_es,NAT_lo_es,CON_lo_pc,LBR_hi_es,POP_hi_es,,,,
27-01,27,MN,URBAN,9,368,PRG,DSA_lo_es,OAO,LBR_lo_pc,LIB_lo_pc,CON_lo_pc,LIB_hi_pc,LBR_lo_so,POP_hi_es,
27-02,27,MN,URBAN,7,209,CON_lo_es,CON_lo_pc,LIB,CON_hi_pc,LBR_lo_so,LIB_hi_pc,NAT_hi_es,,,
27-03,27,MN,SUBURBAN,7,206,CON_hi_pc,LIB,POP_lo_pc,CON_lo_es,STY_lo_es,LBR_lo_es,PRG,,,
27-04,27,MN,RURAL,7,28,OAO,LBR_lo_pc,CON,CUP_lo_pc,LBR_hi_es,LIB_hi_pc,NAT_lo_es,,,
28-01,28,MS,URBAN,5,108,STY_hi_so,CON_lo_pc,LBR_hi_pc,STY_lo_so,NAT_lo_es,,,,,
28-02,28,MS,SUBURBAN,5,136,LBR_hi_so,STY_lo_es,POP_lo_es,CON_hi_pc,CON_lo_pc,,,,,
28-03,28,MS,RURAL,5,105,CON_hi_pc,CON_lo_pc,CUP_lo_pc,LBR_lo_es,STY_hi_pc,,,,,
29-01,29,MO,URBAN,9,298,DSA_lo_es,LIB,STY_hi_es,CON_hi_es,LBR_hi_so,CON_lo_es,LBR_hi_es,LBR_lo_so,NAT_lo_es,
29-02,29,MO,URBAN,7,262,POP_lo_pc,CON_lo_pc,DSA_lo_es,CON_hi_pc,CUP_lo_pc,LBR_lo_pc,NAT_lo_es,,,
29-03,29,MO,SUBURBAN,6,268,CON_hi_pc,NAT_lo_es,LBR_hi_es,STY_hi_so,CON_lo_es,POP_hi_pc,,,,
29-04,29,MO,SUBURBAN,5,164,CON_hi_pc,CON_lo_es,LBR_lo_es,LBR_lo_so,POP_lo_pc,,,,,
29-05,29,MO,RURAL,5,55,LBR_hi_pc,POP_hi_pc,CON_hi_pc,DSA_lo_es,NAT_lo_es,,,,,
30-01,30,MT,SUBURBAN,6,185,NAT_lo_es,CON_hi_pc,LBR_hi_so,LIB_hi_pc,STY_lo_es,CON_lo_es,,,,
31-01,31,NE,SUBURBAN,10,286,DSA_lo_es,CON_lo_es,CON_hi_es,LIB,CUP_hi_pc,STY_lo_es,LBR_lo_so,CON_hi_pc,LBR_hi_es,POP_lo_es
32-01,32,NV,URBAN,9,415,CON_hi_es,LBR_lo_so,CON_lo_pc,LIB_hi_pc,CON_hi_pc,STY_lo_es,POP_hi_es,LBR_hi_es,LBR_lo_es,
32-02,32,NV,SUBURBAN,7,158,CON_hi_pc,NAT_hi_es,LIB,CON_hi_es,CON_lo_pc,DSA_lo_es,LBR_hi_es,,,
33-01,33,NH,SUBURBAN,7,252,LBR_lo_es,LBR_lo_so,DSA_lo_es,PRG,POP_lo_es,CON_lo_es,OAO,,,
34-01,34,NJ,URBAN,9,307,PRG,CON_lo_pc,STY_lo_es,CON_hi_es,LIB_lo_pc,CUP_lo_pc,LBR_hi_so,LBR_lo_so,NAT_hi_es,
34-02,34,NJ,URBAN,9,267,LBR_lo_so,CON_hi_pc,LBR_hi_so,CUP_lo_pc,POP_lo_pc,CON_lo_pc,LIB,NAT_hi_es,PRG,
34-03,34,NJ,URBAN,9,312,CON_hi_es,DSA_lo_es,LBR_lo_pc,CON_hi_pc,LIB,LIB_lo_pc,CON_lo_pc,CUP_lo_pc,POP_hi_es,
34-04,34,NJ,URBAN,7,185,CUP_lo_pc,CON_hi_pc,LBR_hi_so,POP_lo_es,CON_lo_pc,CUP,DSA_lo_es,,,
34-05,34,NJ,SUBURBAN,7,131,LBR_lo_so,CON_hi_pc,NAT_hi_es,OAO,CON_lo_es,DSA_lo_es,STY_hi_so,,,
34-06,34,NJ,SUBURBAN,7,39,PRG,CON_hi_pc,CON_lo_pc,CUP_hi_pc,DSA_lo_es,LIB,STY_lo_es,,,
35-01,35,NM,URBAN,6,183,CON_hi_pc,POP_lo_pc,LBR_hi_so,LIB_lo_pc,LBR_lo_pc,DSA_lo_es,,,,
35-02,35,NM,SUBURBAN,5,126,CUP_lo_pc,STY_lo_so,LBR_lo_es,CON_lo_pc,CON_lo_es,,,,,
36-01,36,NY,URBAN,9,247,CUP_lo_pc,STY_lo_pc,LBR_hi_so,LBR_lo_so,DSA_lo_es,CON_lo_es,POP_hi_es,POP_lo_es,PRG,
36-02,36,NY,URBAN,9,187,STY_hi_pc,LBR_hi_so,CON_hi_pc,CUP_hi_pc,CON_lo_pc,LBR_hi_es,LBR_lo_so,LIB_lo_pc,OAO,
36-03,36,NY,URBAN,9,409,CON_lo_pc,CUP_lo_pc,LBR_lo_es,LIB,DSA_hi_es,CON_hi_es,STY_lo_es,LBR_hi_es,POP_lo_es,
36-04,36,NY,URBAN,9,336,LBR_lo_so,LBR_hi_so,LIB_lo_pc,STY_lo_es,CON_lo_pc,POP_hi_es,CON_hi_es,CON_lo_es,DSA_lo_es,
36-05,36,NY,URBAN,9,226,PRG,CON_hi_pc,CON_lo_pc,LIB_lo_pc,CON_lo_es,STY_hi_so,DSA_hi_es,DSA_lo_es,LBR_lo_es,
36-06,36,NY,URBAN,9,428,NAT_lo_es,CUP_lo_pc,LIB_lo_pc,LBR_lo_es,LBR_hi_es,PRG,CON_lo_pc,CON_hi_pc,CON_hi_es,
36-07,36,NY,URBAN,7,73,CUP_lo_pc,STY_lo_es,CON_hi_pc,CON_lo_es,LBR_hi_so,NAT_hi_es,OAO,,,
36-08,36,NY,URBAN,7,250,LBR_hi_so,CON_lo_es,CON_hi_pc,LIB_lo_pc,DSA_lo_es,CUP_lo_pc,POP_lo_es,,,
36-09,36,NY,SUBURBAN,7,233,POP_lo_es,LBR_lo_so,LIB,LBR_hi_so,CON_lo_es,NAT_hi_es,PRG,,,
36-10,36,NY,SUBURBAN,7,131,CON_lo_pc,PRG,POP_hi_pc,CON_hi_es,LBR_hi_so,LIB,STY_hi_pc,,,
36-11,36,NY,SUBURBAN,7,14,LBR_hi_es,LBR_hi_so,CON_hi_pc,CON_lo_pc,LBR_hi_pc,NAT_lo_es,OAO,,,
36-12,36,NY,SUBURBAN,6,25,PRG,DSA_lo_es,DSA,CON_hi_es,LBR_lo_so,LIB_hi_pc,,,,
36-13,36,NY,RURAL,5,12,CON_hi_es,CON_lo_es,LBR_hi_so,LBR_lo_pc,NAT_hi_es,,,,,
36-14,36,NY,RURAL,5,14,CON_hi_es,CON_lo_es,CUP_hi_pc,LBR_lo_pc,POP_hi_pc,,,,,
37-01,37,NC,URBAN,9,222,CON_lo_pc,LBR_hi_so,LBR_lo_so,CUP_hi_pc,STY_lo_es,LIB_lo_pc,CON_lo_es,CON_hi_pc,NAT_lo_es,
37-02,37,NC,URBAN,9,282,PRG,DSA_lo_es,LBR_hi_so,CON_lo_pc,STY_lo_so,POP_lo_es,LIB,LIB_lo_pc,NAT_lo_es,
37-03,37,NC,URBAN,7,250,POP_hi_es,CON_hi_pc,NAT_lo_es,LBR_hi_es,LBR_hi_so,STY_lo_es,CON_hi_es,,,
37-04,37,NC,SUBURBAN,7,207,CON_hi_pc,CON_lo_es,LIB_hi_pc,LBR_lo_so,OAO,POP_hi_es,STY_hi_es,,,
37-05,37,NC,SUBURBAN,7,256,CON_lo_pc,CON_hi_pc,LBR_lo_es,CON_lo_es,STY_lo_es,LBR_hi_so,POP_hi_es,,,
37-06,37,NC,RURAL,5,69,CON_hi_pc,CON_lo_pc,POP_lo_es,LIB_hi_pc,NAT_hi_es,,,,,
37-07,37,NC,RURAL,5,141,CON_lo_pc,CON_hi_pc,POP_lo_pc,LBR_lo_so,LIB_lo_pc,,,,,
37-08,37,NC,RURAL,5,17,CON_lo_pc,CON,CON_hi_es,CUP_lo_pc,STY_hi_es,,,,,
38-01,38,ND,SUBURBAN,4,90,LBR_lo_pc,CUP_lo_pc,POP_lo_es,CON_hi_pc,,,,,,
39-01,39,OH,URBAN,9,296,DSA_lo_es,NAT_lo_es,CUP_lo_pc,DSA,CON_lo_es,LBR_hi_so,CON_hi_pc,LBR_hi_es,LBR_lo_so,
39-02,39,OH,URBAN,9,331,CON_lo_es,NAT_lo_es,DSA_lo_es,LIB,LBR_hi_so,STY_lo_pc,CON_hi_pc,LBR_lo_so,POP_lo_pc,
39-03,39,OH,URBAN,9,311,CON_lo_es,CON_hi_pc,LIB,LBR_lo_so,STY_lo_es,POP_lo_es,CON_hi_es,CUP_hi_pc,CUP_lo_pc,
39-04,39,OH,URBAN,7,282,NAT_lo_es,CON_hi_pc,LIB_hi_pc,CON_hi_es,STY_lo_es,CON_lo_pc,LBR_hi_es,,,
39-05,39,OH,SUBURBAN,7,277,LIB_lo_pc,CUP_lo_pc,LBR_hi_so,NAT_lo_es,CON_lo_es,CON_hi_es,STY_hi_es,,,
39-06,39,OH,SUBURBAN,7,266,NAT_lo_es,LIB_hi_pc,LBR_hi_es,CUP_hi_pc,POP_lo_es,CON_lo_pc,CON_lo_es,,,
39-07,39,OH,RURAL,7,195,CON_hi_pc,CON_lo_pc,CUP_lo_pc,CON_hi_es,LBR_hi_es,POP_hi_pc,POP_lo_pc,,,
39-08,39,OH,RURAL,6,20,CON_hi_pc,CON_lo_es,LBR_lo_es,NAT_hi_es,NAT_lo_es,POP_hi_pc,,,,
40-01,40,OK,URBAN,9,320,LIB_hi_pc,CUP_hi_pc,POP_lo_pc,CON_lo_es,LBR_lo_es,STY_hi_es,CON_hi_pc,DSA_lo_es,NAT_lo_es,
40-02,40,OK,SUBURBAN,7,166,NAT_lo_es,CON_hi_pc,POP_lo_es,STY_lo_es,CON_lo_es,CON_hi_es,DSA_hi_es,,,
40-03,40,OK,RURAL,5,51,CON_lo_pc,CON_hi_pc,CON_lo_es,DSA_hi_es,POP_lo_pc,,,,,
41-01,41,OR,URBAN,9,373,PRG,DSA_lo_es,STY_hi_so,CON_hi_pc,CON_lo_es,LBR_lo_es,LBR_lo_so,DSA_hi_es,LIB_lo_pc,
41-02,41,OR,URBAN,7,423,PRG,NAT_hi_es,CON_hi_pc,CON_hi_es,LBR_hi_es,LBR_lo_so,LIB,,,
41-03,41,OR,SUBURBAN,6,14,CON_hi_es,DSA_lo_es,LBR_lo_so,LIB,POP_hi_es,PRG,,,,
42-01,42,PA,URBAN,9,388,PRG,LBR_hi_so,LIB,CON_lo_pc,LBR_lo_so,LBR_lo_es,STY_lo_es,STY_hi_so,CON_hi_es,
