winnowing_point,candidate_code,candidate_name,vote_total,vote_pct,status,quota_threshold,accumulated_pool_size
After_Pod_C,REF_STY,REF/STY,0.0,0.0,eliminated_this_round,2343.8332,21085.4989
After_Pod_C,CON_REF,CON/REF,370.8837,1.759,surviving,2343.8332,21085.4989
After_Pod_C,SD_LIB,SD/LIB,0.0,0.0,previously_eliminated,2343.8332,21085.4989
After_Pod_C,SD_CTR,SD/CTR,435.6277,2.066,surviving,2343.8332,21085.4989
After_Pod_BD,RH,CON,0.0,0.0,previously_eliminated,7606.1904,45631.1423
After_Pod_BD,MW,SD,0.0,0.0,previously_eliminated,7606.1904,45631.1423
After_Pod_BD,MRJ,STY,0.0,0.0,previously_eliminated,7606.1904,45631.1423
After_Pod_BD,BE,NAT,268.3692,0.5881,surviving,7606.1904,45631.1423
After_Pod_BD,CO,LIB,5088.1877,11.1507,surviving,7606.1904,45631.1423
After_Pod_BD,DH,REF,0.0,0.0,previously_eliminated,7606.1904,45631.1423
After_Pod_BD,LK,CTR,0.0,0.0,previously_eliminated,7606.1904,45631.1423
After_Pod_BD,ZN,DSA,0.0,0.0,previously_eliminated,7606.1904,45631.1423
After_Pod_BD,JR,PRG,0.0,0.0,previously_eliminated,7606.1904,45631.1423
After_Pod_BD,SD_STY,SD/STY,0.0,0.0,previously_eliminated,7606.1904,45631.1423
After_Pod_BD,CON_CTR,CON/CTR,7.4486,0.0163,surviving,7606.1904,45631.1423
After_Pod_BD,CON_SD,CON/SD,49.599,0.1087,surviving,7606.1904,45631.1423
After_Pod_BD,CON_STY,CON/STY,0.0,0.0,previously_eliminated,7606.1904,45631.1423
After_Pod_BD,STY_REF,STY/REF,0.0,0.0,previously_eliminated,7606.1904,45631.1423
After_Pod_BD,SD_CON,SD/CON,0.0,0.0,previously_eliminated,7606.1904,45631.1423
After_Pod_BD,STY_SD,STY/SD,2186.586,4.7919,surviving,7606.1904,45631.1423
After_Pod_BD,REF_STY,REF/STY,0.0,0.0,previously_eliminated,7606.1904,45631.1423
After_Pod_BD,CON_REF,CON/REF,0.0,0.0,eliminated_this_round,7606.1904,45631.1423
After_Pod_BD,SD_LIB,SD/LIB,0.0,0.0,previously_eliminated,7606.1904,45631.1423
After_Pod_BD,SD_CTR,SD/CTR,0.0,0.0,eliminated_this_round,7606.1904,45631.1423
