state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_CON,inc_OAO,inc_POP,inc_LBR,inc_CUP,inc_LIB,inc_DSA,inc_STY,inc_NAT,inc_PRG
54,WV,CON_1,CON,22.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.22,0.0
54,WV,CUP_1,CUP,11.23,0.88,4.55,0.0,4.62,0.0,1.18,0.0,0.0,0.0,0.0
54,WV,LBR_1,LBR,13.94,0.0,2.07,0.0,0.0,0.0,7.99,0.0,0.0,0.0,0.0
54,WV,POP_1,POP,7.87,1.54,0.0,0.0,2.71,5.33,0.0,0.0,0.0,0.0,0.0
54,WV,STY_1,STY,10.99,0.52,1.93,0.0,0.0,0.0,0.0,3.74,0.0,0.0,0.0
55,WI,CON_1,CON,23.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,0.0
55,WI,LBR_1,LBR,12.58,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0
55,WI,LIB_1,LIB,10.99,0.0,3.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3
55,WI,POP_1,POP,8.81,5.13,0.0,0.0,0.0,0.56,0.0,0.0,5.37,4.24,0.0
55,WI,STY_1,STY,5.69,0.99,4.55,0.0,0.0,2.68,7.79,0.0,0.0,0.0,0.0
56,WY,CON_1,CON,30.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,WY,CON_2,CON,0.0,11.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0
56,WY,CUP_1,CUP,7.29,3.83,2.4,0.92,5.28,0.0,0.0,0.0,0.69,0.0,0.0
56,WY,LIB_1,LIB,13.44,0.0,0.87,0.0,8.85,0.0,0.0,0.0,0.0,0.0,1.62
56,WY,POP_1,POP,17.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.0
