district_id,state_fips,state_abbr,density_tier,seat_count,n_respondents,n_candidates,elected_0,elected_1,elected_2,elected_3,elected_4,elected_5,elected_6
19-02,19,IA,SUBURBAN,4,182,10,CON,POP,CUP,NAT,,,
20-01,20,KS,URBAN,4,216,10,CON,LBR,LIB,DSA,,,
20-02,20,KS,SUBURBAN,4,169,10,CON,POP,CUP,LIB,,,
21-01,21,KY,URBAN,7,431,11,CON,LBR,LIB,POP,CUP,CON,NAT
21-02,21,KY,SUBURBAN,5,243,10,CON,NAT,LBR,POP,CUP,,
22-01,22,LA,URBAN,7,324,10,CON,POP,NAT,LBR,CUP,CON,LIB
22-02,22,LA,SUBURBAN,5,169,11,CON,NAT,CUP,CON,LBR,,
23-01,23,ME,RURAL,4,236,9,LIB,LBR,CON,POP,,,
24-01,24,MD,URBAN,6,382,10,LBR,CON,POP,LBR,OAO,LIB,
24-02,24,MD,URBAN,5,204,9,LBR,POP,CON,CUP,PRG,,
24-03,24,MD,SUBURBAN,5,205,9,LBR,CON,LIB,POP,NAT,,
25-01,25,MA,URBAN,7,384,12,CON,LIB,PRG,LBR,DSA,POP,OAO
25-02,25,MA,URBAN,6,393,11,LBR,CON,LIB,POP,LBR,OAO,
25-03,25,MA,SUBURBAN,5,129,9,LBR,CON,POP,LIB,DSA,,
26-01,26,MI,URBAN,7,458,11,CON,LBR,POP,LIB,DSA,CUP,NAT
26-02,26,MI,URBAN,7,503,11,CON,LIB,LBR,NAT,CON,POP,CUP
26-03,26,MI,SUBURBAN,7,536,11,CON,NAT,LBR,LIB,CUP,POP,CON
26-04,26,MI,RURAL,6,34,11,LIB,POP,CON,CUP,LBR,NAT,
27-01,27,MN,URBAN,5,372,10,PRG,LIB,LBR,POP,CON,,
27-02,27,MN,SUBURBAN,5,288,10,CON,POP,LIB,LBR,CUP,,
27-03,27,MN,RURAL,5,151,9,LIB,NAT,LBR,CON,POP,,
28-01,28,MS,SUBURBAN,4,199,9,LBR,POP,CON,OAO,,,
28-02,28,MS,RURAL,4,150,10,CON,LBR,CUP,POP,,,
29-01,29,MO,URBAN,6,373,11,CON,LBR,DSA,CON,POP,LIB,
29-02,29,MO,SUBURBAN,5,390,10,CON,LBR,CON,LIB,NAT,,
29-03,29,MO,RURAL,5,284,10,CON,NAT,LBR,CUP,POP,,
30-01,30,MT,SUBURBAN,3,185,9,LBR,CON,NAT,,,,
31-01,31,NE,SUBURBAN,5,286,10,CON,LBR,LIB,POP,CUP,,
32-01,32,NV,URBAN,4,415,9,LBR,CON,POP,LIB,,,
32-02,32,NV,SUBURBAN,4,158,10,NAT,CON,LBR,LIB,,,
33-01,33,NH,SUBURBAN,4,252,9,CON,LBR,CUP,PRG,,,
34-01,34,NJ,URBAN,7,422,11,LBR,CON,LIB,PRG,LBR,POP,CUP
34-02,34,NJ,URBAN,7,524,12,LIB,CON,POP,LBR,CUP,PRG,NAT
34-03,34,NJ,URBAN,5,164,10,CON,CUP,LBR,PRG,CON,,
34-04,34,NJ,SUBURBAN,5,131,11,NAT,CON,LBR,OAO,DSA,,
35-01,35,NM,URBAN,6,309,11,LBR,CON,LBR,LIB,CUP,POP,
36-01,36,NY,URBAN,7,434,10,LBR,LBR,POP,LIB,CUP,CON,OAO
36-02,36,NY,URBAN,7,409,10,LBR,CON,POP,OAO,LIB,CUP,LBR
36-03,36,NY,URBAN,7,336,12,CON,LIB,LBR,POP,DSA,CUP,OAO
36-04,36,NY,URBAN,7,479,11,CON,LBR,LIB,NAT,PRG,POP,CUP
36-05,36,NY,URBAN,7,495,12,CON,LBR,LIB,POP,CUP,CON,PRG
36-06,36,NY,SUBURBAN,7,338,12,PRG,LBR,CON,LIB,POP,DSA,CUP
36-07,36,NY,SUBURBAN,6,73,11,OAO,CUP,LBR,CON,NAT,POP,
36-08,36,NY,RURAL,5,21,11,LBR,LBR,CON,NAT,OAO,,
37-01,37,NC,URBAN,7,486,12,CON,LBR,CON,LIB,POP,CUP,OAO
37-02,37,NC,SUBURBAN,7,452,9,PRG,NAT,LIB,CON,POP,LBR,OAO
37-03,37,NC,RURAL,7,494,11,CON,CON,LBR,NAT,POP,LIB,CUP
37-04,37,NC,RURAL,6,12,12,DSA,NAT,CON,CUP,DSA,POP,
38-01,38,ND,SUBURBAN,2,90,9,CON,LBR,,,,,
39-01,39,OH,URBAN,7,529,11,CON,LBR,LIB,NAT,DSA,CUP,POP
39-02,39,OH,URBAN,7,679,12,CON,LBR,POP,NAT,LIB,LBR,CUP
39-03,39,OH,SUBURBAN,7,472,12,CON,CON,NAT,LBR,LIB,CUP,POP
39-04,39,OH,SUBURBAN,5,280,11,CON,POP,CON,LIB,CUP,,
39-05,39,OH,RURAL,5,18,10,CON,LBR,NAT,POP,PRG,,
40-01,40,OK,URBAN,5,337,10,CON,LIB,LBR,CUP,POP,,
40-02,40,OK,SUBURBAN,5,200,10,CON,NAT,CON,LBR,CUP,,
41-01,41,OR,URBAN,6,540,9,PRG,LIB,DSA,LBR,CON,NAT,
41-02,41,OR,SUBURBAN,5,270,10,NAT,LIB,LBR,CON,POP,,
42-01,42,PA,URBAN,7,496,11,LBR,CON,LIB,LBR,CON,POP,DSA
42-02,42,PA,URBAN,7,568,11,CON,LBR,CON,LIB,POP,CUP,NAT
42-03,42,PA,SUBURBAN,7,656,12,LIB,CON,NAT,LBR,POP,CUP,LIB
42-04,42,PA,SUBURBAN,7,652,11,CON,CON,LBR,POP,LIB,NAT,PRG
42-05,42,PA,RURAL,6,46,12,CON,CUP,LBR,LIB,NAT,POP,
44-01,44,RI,URBAN,3,176,9,CON,LBR,LIB,,,,
45-01,45,SC,URBAN,7,435,11,CON,LBR,NAT,LIB,POP,CON,CUP
45-02,45,SC,SUBURBAN,6,301,10,CON,LBR,NAT,CON,DSA,POP,
46-01,46,SD,SUBURBAN,2,137,9,LBR,CON,,,,,
47-01,47,TN,URBAN,7,378,10,CON,CON,LBR,OAO,POP,LIB,NAT
47-02,47,TN,SUBURBAN,6,422,11,CON,NAT,CON,CUP,POP,LBR,
47-03,47,TN,RURAL,5,265,11,CON,NAT,CON,LBR,POP,,
48-01,48,TX,URBAN,7,469,11,LBR,CON,POP,DSA,LIB,CUP,OAO
48-02,48,TX,URBAN,7,526,11,CON,LBR,CON,LBR,CUP,POP,LIB
48-03,48,TX,URBAN,7,428,12,LBR,CON,NAT,LIB,LBR,CUP,POP
48-04,48,TX,URBAN,7,451,12,CON,LBR,CON,LIB,CUP,DSA,NAT
48-05,48,TX,URBAN,7,434,11,CON,LBR,NAT,POP,CON,CUP,DSA
48-06,48,TX,URBAN,7,407,11,CON,LBR,NAT,CON,POP,CUP,DSA
48-07,48,TX,SUBURBAN,7,355,11,LBR,CON,LBR,CUP,POP,DSA,NAT
48-08,48,TX,SUBURBAN,7,275,11,CON,CUP,LIB,LBR,POP,OAO,CON
48-09,48,TX,SUBURBAN,7,3392,11,CON,LBR,POP,CUP,CON,LIB,NAT
48-10,48,TX,RURAL,7,35,14,CON,NAT,CON,NAT,CON,DSA,LBR
48-11,48,TX,RURAL,7,9,12,POP,POP,CON,LBR,NAT,OAO,POP
49-01,49,UT,URBAN,5,264,10,LBR,CON,POP,DSA,LIB,,
49-02,49,UT,SUBURBAN,4,123,9,LBR,CON,POP,CUP,,,
50-01,50,VT,RURAL,2,105,9,LBR,PRG,,,,,
51-01,51,VA,URBAN,7,482,11,LBR,CON,PRG,LIB,LBR,NAT,CUP
51-02,51,VA,URBAN,6,367,11,CON,LBR,POP,CON,LIB,NAT,
51-03,51,VA,SUBURBAN,5,340,10,CON,LBR,LIB,POP,NAT,,
51-04,51,VA,RURAL,5,45,10,CON,CON,LBR,OAO,PRG,,
53-01,53,WA,URBAN,7,443,11,LBR,LIB,PRG,DSA,LBR,CON,OAO
53-02,53,WA,URBAN,7,420,11,LBR,NAT,CON,PRG,LIB,POP,CUP
53-03,53,WA,SUBURBAN,6,249,11,CON,LIB,LBR,CON,NAT,DSA,
54-01,54,WV,SUBURBAN,5,335,10,CON,LBR,POP,CUP,OAO,,
55-01,55,WI,URBAN,6,442,10,CON,POP,LBR,NAT,LIB,PRG,
55-02,55,WI,SUBURBAN,5,390,10,CON,LBR,POP,LIB,DSA,,
55-03,55,WI,RURAL,5,256,11,CON,LBR,LIB,CON,POP,,
56-01,56,WY,SUBURBAN,2,70,9,CON,POP,,,,,
