district_id,state_fips,state_abbr,density_tier,seat_count,n_respondents,n_candidates,elected_0,elected_1,elected_2,elected_3,elected_4,elected_5,elected_6
39-01,39,OH,URBAN,7,237,21,STY,SD,POP,CON,CON,CUP,LIB
39-02,39,OH,URBAN,7,251,21,CON,CON,POP,STY,LIB,CUP,DSA
39-03,39,OH,SUBURBAN,7,525,21,STY,SD,CUP,CON,LIB,POP,NAT
39-04,39,OH,SUBURBAN,5,568,21,STY,CON,SD,CON,POP,,
39-05,39,OH,RURAL,5,397,21,CON,POP,SD,NAT,CON,,
40-01,40,OK,URBAN,5,216,21,CUP,STY,NAT,CON,STY,,
40-02,40,OK,SUBURBAN,5,321,21,SD,CUP,CON,CON,NAT,,
41-01,41,OR,URBAN,5,179,22,SD,CON,STY,NAT,LIB,,
41-02,41,OR,URBAN,3,175,22,SD,POP,LIB,,,,
41-03,41,OR,SUBURBAN,3,456,22,SD,LIB,CON,,,,
42-01,42,PA,URBAN,7,137,20,PRG,STY,SD,SD,SD,LIB,POP
42-02,42,PA,URBAN,7,160,20,STY,SD,STY,LIB,POP,CON,DSA
42-03,42,PA,URBAN,5,159,20,CUP,SD,STY,CON,PRG,,
42-04,42,PA,SUBURBAN,5,708,20,CON,POP,SD,LIB,STY,,
42-05,42,PA,SUBURBAN,5,626,20,SD,CON,LIB,STY,CON,,
42-06,42,PA,RURAL,5,628,20,CON,POP,CON,SD,STY,,
44-01,44,RI,URBAN,3,176,22,SD,LIB,POP,,,,
45-01,45,SC,URBAN,5,86,20,STY,CON,SD,SD,NAT,,
45-02,45,SC,SUBURBAN,5,455,20,CON,SD,STY,LIB,CON,,
45-03,45,SC,RURAL,3,195,20,CON,POP,STY,,,,
46-01,46,SD,SUBURBAN,2,137,20,CON,STY,,,,,
47-01,47,TN,URBAN,5,211,18,STY,CON,SD,CUP,POP,,
47-02,47,TN,SUBURBAN,5,477,18,CON,STY,CON,SD,CUP,,
47-03,47,TN,RURAL,5,192,18,CON,CON,CUP,NAT,SD,,
47-04,47,TN,RURAL,3,185,18,CON,CON,STY,,,,
48-01,48,TX,URBAN,7,120,20,SD,STY,STY,CUP,STY,CON,CON
48-02,48,TX,URBAN,5,124,20,STY,CON,SD,CON,POP,,
48-03,48,TX,URBAN,5,133,20,STY,SD,STY,CON,LIB,,
48-04,48,TX,URBAN,5,139,20,STY,SD,STY,CUP,SD,,
48-05,48,TX,URBAN,5,121,20,CON,STY,SD,POP,CUP,,
48-06,48,TX,URBAN,5,128,20,CON,STY,CUP,LIB,POP,,
48-07,48,TX,URBAN,5,128,20,STY,STY,SD,CON,LIB,,
48-08,48,TX,URBAN,5,139,20,CON,POP,CUP,SD,STY,,
48-09,48,TX,SUBURBAN,5,474,20,STY,CON,SD,CUP,CON,,
48-10,48,TX,SUBURBAN,5,431,20,CON,CON,SD,CUP,STY,,
48-11,48,TX,SUBURBAN,5,443,20,STY,CUP,CON,SD,NAT,,
48-12,48,TX,SUBURBAN,5,441,20,CON,SD,STY,CON,CUP,,
48-13,48,TX,RURAL,5,165,20,STY,SD,CON,CUP,NAT,,
48-14,48,TX,RURAL,5,207,20,NAT,POP,SD,CUP,CON,,
48-15,48,TX,RURAL,5,199,20,CON,POP,SD,CUP,STY,,
49-01,49,UT,URBAN,3,55,21,STY,SD,POP,,,,
49-02,49,UT,URBAN,3,50,21,STY,POP,CUP,,,,
49-03,49,UT,SUBURBAN,3,282,21,CON,STY,SD,,,,
50-01,50,VT,RURAL,2,105,21,CON,SD,,,,,
51-01,51,VA,URBAN,5,105,21,DSA,SD,STY,CON,LIB,,
51-02,51,VA,URBAN,5,122,21,SD,STY,CUP,CUP,CON,,
51-03,51,VA,SUBURBAN,5,356,21,CON,SD,SD,POP,CUP,,
51-04,51,VA,SUBURBAN,5,360,21,STY,LIB,SD,CON,CON,,
51-05,51,VA,RURAL,3,291,21,CON,SD,STY,,,,
53-01,53,WA,URBAN,5,163,20,CON,STY,SD,DSA,LIB,,
53-02,53,WA,URBAN,5,157,20,CON,POP,LIB,SD,STY,,
53-03,53,WA,SUBURBAN,5,561,20,SD,LIB,STY,CON,CUP,,
53-04,53,WA,RURAL,5,231,20,STY,LIB,SD,POP,CON,,
54-01,54,WV,SUBURBAN,5,335,19,SD,CON,POP,STY,CUP,,
55-01,55,WI,URBAN,5,183,20,CON,CON,STY,LIB,SD,,
55-02,55,WI,URBAN,5,163,20,STY,CON,POP,SD,SD,,
55-03,55,WI,SUBURBAN,3,505,20,CON,SD,POP,,,,
55-04,55,WI,RURAL,3,237,20,CON,POP,SD,,,,
56-01,56,WY,SUBURBAN,2,70,19,CON,SD,,,,,
