district_id,state_fips,state_abbr,density_tier,seat_count,n_respondents,n_candidates,elected_0,elected_1,elected_2,elected_3,elected_4,elected_5,elected_6
12-03,12,FL,URBAN,7,505,13,CON,CON,LBR,LIB,CUP,DSA,STY
12-04,12,FL,URBAN,7,591,13,CON,STY,LBR,CUP,CON,DSA,LIB
12-05,12,FL,URBAN,7,686,13,CON,NAT,CUP,CON,LBR,POP,STY
12-06,12,FL,URBAN,7,458,14,CON,LBR,POP,CUP,CON,NAT,STY
12-07,12,FL,SUBURBAN,5,171,11,STY,CON,LBR,CUP,DSA,,
12-08,12,FL,SUBURBAN,5,38,12,CON,POP,CON,LBR,NAT,,
12-09,12,FL,SUBURBAN,5,3350,12,CON,LBR,CUP,LIB,STY,,
13-01,13,GA,URBAN,7,548,13,LBR,LIB,CON,LBR,CUP,POP,STY
13-02,13,GA,URBAN,7,417,14,CON,LBR,CUP,STY,LIB,CON,NAT
13-03,13,GA,SUBURBAN,7,451,14,CON,CON,LBR,CUP,LIB,NAT,STY
13-04,13,GA,RURAL,7,73,14,CON,CON,POP,LBR,CON,CUP,NAT
15-01,15,HI,URBAN,4,153,11,LBR,CON,LIB,POP,,,
16-01,16,ID,SUBURBAN,5,244,12,CON,POP,LBR,LIB,NAT,,
17-01,17,IL,URBAN,7,708,12,CON,LBR,POP,PRG,CON,CUP,LIB
17-02,17,IL,URBAN,7,135,14,LBR,LIB,PRG,OAO,CON,LBR,STY
17-03,17,IL,URBAN,7,377,13,CON,LIB,LBR,CUP,NAT,OAO,POP
17-04,17,IL,SUBURBAN,7,386,12,CON,LBR,LIB,CUP,CON,DSA,POP
17-05,17,IL,SUBURBAN,6,152,12,CON,CON,LIB,LBR,CUP,NAT,
18-01,18,IN,URBAN,7,502,13,CON,NAT,LBR,CON,CUP,LIB,STY
18-02,18,IN,SUBURBAN,6,355,14,CON,NAT,LBR,LIB,CUP,POP,
18-03,18,IN,RURAL,5,121,11,CON,CUP,CON,LBR,OAO,,
19-01,19,IA,URBAN,4,308,10,LBR,CON,CUP,DSA,,,
19-02,19,IA,SUBURBAN,4,182,11,CON,CUP,NAT,POP,,,
20-01,20,KS,URBAN,4,216,11,CON,LBR,LIB,NAT,,,
20-02,20,KS,SUBURBAN,4,169,12,CON,LIB,POP,STY,,,
21-01,21,KY,URBAN,7,431,13,CON,LBR,STY,CON,CUP,LIB,NAT
21-02,21,KY,SUBURBAN,5,243,11,CON,NAT,LBR,CON,POP,,
22-01,22,LA,URBAN,7,324,12,CON,NAT,LBR,CUP,STY,CON,LIB
22-02,22,LA,SUBURBAN,5,169,13,CON,NAT,CUP,CON,STY,,
23-01,23,ME,RURAL,4,236,10,LIB,LBR,CON,POP,,,
24-01,24,MD,URBAN,6,382,11,LBR,CON,POP,LIB,OAO,PRG,
24-02,24,MD,URBAN,5,204,11,LBR,CON,POP,PRG,STY,,
24-03,24,MD,SUBURBAN,5,205,10,CON,LBR,STY,LIB,NAT,,
25-01,25,MA,URBAN,7,384,13,CON,LIB,PRG,LBR,DSA,NAT,STY
25-02,25,MA,URBAN,6,393,12,LBR,CON,POP,LIB,LBR,NAT,
25-03,25,MA,SUBURBAN,5,129,11,CON,STY,DSA,LBR,LIB,,
26-01,26,MI,URBAN,7,458,12,CON,LBR,LIB,CUP,DSA,NAT,POP
26-02,26,MI,URBAN,7,549,12,CON,NAT,LIB,LBR,CON,CUP,STY
26-03,26,MI,SUBURBAN,7,490,13,CON,NAT,LBR,POP,CON,LIB,NAT
26-04,26,MI,RURAL,6,34,12,LIB,POP,CON,CUP,LBR,NAT,
27-01,27,MN,URBAN,5,372,11,PRG,LIB,LBR,OAO,POP,,
27-02,27,MN,SUBURBAN,5,288,11,CON,LIB,LBR,NAT,POP,,
27-03,27,MN,RURAL,5,151,10,LIB,NAT,CON,LBR,POP,,
28-01,28,MS,SUBURBAN,4,199,11,STY,CON,LBR,POP,,,
28-02,28,MS,RURAL,4,150,12,CON,STY,CUP,LBR,,,
29-01,29,MO,URBAN,6,373,13,CON,LBR,DSA,STY,CON,LIB,
29-02,29,MO,SUBURBAN,5,390,11,CON,STY,LBR,CON,NAT,,
29-03,29,MO,RURAL,5,284,11,CON,NAT,LBR,CUP,POP,,
30-01,30,MT,SUBURBAN,3,185,10,LBR,CON,NAT,,,,
31-01,31,NE,SUBURBAN,5,286,11,CON,LBR,POP,CUP,LIB,,
32-01,32,NV,URBAN,4,415,10,CON,LBR,LIB,POP,,,
32-02,32,NV,SUBURBAN,4,158,11,NAT,CON,LBR,LIB,,,
33-01,33,NH,SUBURBAN,4,252,10,LBR,CON,OAO,PRG,,,
34-01,34,NJ,URBAN,7,500,13,CON,LIB,LBR,PRG,CUP,POP,STY
34-02,34,NJ,URBAN,7,446,13,LIB,CON,POP,LBR,LIB,NAT,OAO
34-03,34,NJ,URBAN,5,164,11,CON,LBR,CUP,CON,STY,,
34-04,34,NJ,SUBURBAN,5,131,12,NAT,CON,LBR,DSA,OAO,,
35-01,35,NM,URBAN,6,309,13,LBR,CON,CUP,LIB,LBR,STY,
36-01,36,NY,URBAN,7,434,12,LBR,STY,LIB,CON,CUP,NAT,OAO
36-02,36,NY,URBAN,7,409,12,LBR,CON,OAO,STY,LIB,CUP,DSA
36-03,36,NY,URBAN,7,336,13,CON,LIB,LBR,CUP,OAO,POP,STY
36-04,36,NY,URBAN,7,487,13,CON,NAT,LIB,LBR,OAO,POP,PRG
36-05,36,NY,URBAN,7,487,13,CON,LIB,LBR,CUP,CON,POP,PRG
36-06,36,NY,SUBURBAN,7,338,13,PRG,LBR,CON,LIB,DSA,NAT,POP
36-07,36,NY,SUBURBAN,6,73,13,OAO,CUP,CON,LBR,NAT,STY,
36-08,36,NY,RURAL,5,21,12,LBR,CON,LBR,NAT,OAO,,
37-01,37,NC,URBAN,7,468,14,CON,CON,LBR,LIB,CUP,POP,STY
37-02,37,NC,SUBURBAN,7,424,11,PRG,NAT,LIB,CON,LBR,POP,STY
37-03,37,NC,RURAL,7,540,12,CON,CON,NAT,LBR,LIB,POP,STY
37-04,37,NC,RURAL,6,12,13,DSA,NAT,CON,CUP,DSA,STY,
38-01,38,ND,SUBURBAN,2,90,10,CON,CUP,,,,,
39-01,39,OH,URBAN,7,529,13,CON,LIB,DSA,LBR,NAT,CUP,STY
39-02,39,OH,URBAN,7,669,14,CON,LBR,NAT,LIB,CUP,POP,STY
39-03,39,OH,SUBURBAN,7,482,13,CON,CON,CUP,NAT,LIB,LBR,STY
39-04,39,OH,SUBURBAN,5,280,12,CON,POP,CON,CUP,LIB,,
39-05,39,OH,RURAL,5,18,11,CON,LBR,NAT,POP,PRG,,
40-01,40,OK,URBAN,5,337,11,CON,LIB,LBR,CUP,POP,,
40-02,40,OK,SUBURBAN,5,200,11,CON,NAT,CON,CUP,STY,,
41-01,41,OR,URBAN,6,540,10,PRG,LIB,DSA,LBR,CON,NAT,
41-02,41,OR,SUBURBAN,5,270,11,NAT,LIB,LBR,CON,POP,,
42-01,42,PA,URBAN,7,496,13,LBR,CON,LIB,STY,LBR,CON,PRG
42-02,42,PA,URBAN,7,583,12,CON,LBR,CON,LIB,CUP,NAT,POP
42-03,42,PA,SUBURBAN,7,656,13,LIB,CON,LBR,CUP,NAT,POP,PRG
42-04,42,PA,SUBURBAN,7,637,12,CON,CON,LBR,LIB,NAT,POP,PRG
42-05,42,PA,RURAL,6,46,13,CUP,CON,LBR,LIB,NAT,POP,
44-01,44,RI,URBAN,3,176,10,CON,LBR,LIB,,,,
45-01,45,SC,URBAN,7,435,13,CON,LBR,LIB,CON,CUP,NAT,STY
45-02,45,SC,SUBURBAN,6,301,12,CON,NAT,LBR,STY,CON,DSA,
46-01,46,SD,SUBURBAN,2,137,10,CON,LBR,,,,,
47-01,47,TN,URBAN,7,378,12,CON,CON,STY,LBR,LIB,NAT,OAO
47-02,47,TN,SUBURBAN,6,422,12,CON,NAT,CON,CUP,DSA,POP,
47-03,47,TN,RURAL,5,265,12,CON,NAT,CON,LBR,CUP,,
48-01,48,TX,URBAN,7,469,14,STY,CON,CUP,DSA,LBR,LIB,STY
48-02,48,TX,URBAN,7,526,13,CON,LBR,STY,CON,CUP,DSA,LBR
48-03,48,TX,URBAN,7,428,14,LBR,CON,LIB,CUP,STY,LBR,NAT
48-04,48,TX,URBAN,7,451,13,CON,CON,LIB,LBR,CUP,DSA,NAT
48-05,48,TX,URBAN,7,443,13,CON,NAT,LBR,CON,CUP,DSA,POP
48-06,48,TX,URBAN,7,398,12,CON,NAT,STY,LBR,CUP,CON,DSA
48-07,48,TX,SUBURBAN,7,355,13,CON,LBR,STY,CUP,DSA,NAT,OAO
48-08,48,TX,SUBURBAN,7,275,13,CON,CUP,LIB,STY,OAO,NAT,POP
48-09,48,TX,SUBURBAN,7,3392,13,CON,LBR,STY,CUP,CON,LIB,NAT
48-10,48,TX,RURAL,7,35,15,CON,NAT,CON,NAT,CON,DSA,LBR
48-11,48,TX,RURAL,7,9,14,POP,POP,CON,NAT,OAO,POP,STY
49-01,49,UT,URBAN,5,264,12,LBR,STY,CON,CUP,DSA,,
49-02,49,UT,SUBURBAN,4,123,11,CON,LBR,POP,STY,,,
50-01,50,VT,RURAL,2,105,10,LBR,PRG,,,,,
51-01,51,VA,URBAN,7,503,13,LBR,CON,PRG,LIB,CUP,NAT,STY
51-02,51,VA,URBAN,6,371,13,CON,LBR,CON,LIB,POP,STY,
51-03,51,VA,SUBURBAN,5,315,11,CON,LBR,CUP,LIB,NAT,,
51-04,51,VA,RURAL,5,45,11,CON,CON,LBR,OAO,PRG,,
53-01,53,WA,URBAN,7,443,12,LBR,LIB,PRG,CON,DSA,OAO,STY
53-02,53,WA,URBAN,7,420,12,CON,NAT,PRG,LBR,CUP,LIB,POP
53-03,53,WA,SUBURBAN,6,249,12,CON,LIB,CON,POP,DSA,LBR,
54-01,54,WV,SUBURBAN,5,335,11,CON,LBR,STY,CUP,NAT,,
55-01,55,WI,URBAN,6,442,11,CON,POP,CUP,LIB,NAT,PRG,
55-02,55,WI,SUBURBAN,5,390,12,CON,LBR,LIB,POP,STY,,
55-03,55,WI,RURAL,5,256,12,CON,LBR,CON,LIB,POP,,
56-01,56,WY,SUBURBAN,2,70,10,CON,POP,,,,,
