county_fips5,state_fips,district_id,density_tier
02170,02,02-01,SUBURBAN
02180,02,02-01,RURAL
02185,02,02-01,RURAL
02188,02,02-01,RURAL
02195,02,02-01,RURAL
02198,02,02-01,RURAL
02220,02,02-01,RURAL
02230,02,02-01,RURAL
02240,02,02-01,RURAL
02261,02,02-01,RURAL
02275,02,02-01,RURAL
02282,02,02-01,RURAL
02290,02,02-01,RURAL
04001,04,04-03,RURAL
04003,04,04-02,SUBURBAN
04005,04,04-02,SUBURBAN
04007,04,04-02,RURAL
04009,04,04-03,RURAL
04011,04,04-03,RURAL
04012,04,04-03,RURAL
04013,04,04-01,URBAN
04015,04,04-02,SUBURBAN
04017,04,04-03,RURAL
04019,04,04-02,SUBURBAN
04021,04,04-02,URBAN
04023,04,04-04,RURAL
04025,04,04-03,SUBURBAN
04027,04,04-03,SUBURBAN
05001,05,05-02,RURAL
05003,05,05-02,RURAL
05005,05,05-02,RURAL
05007,05,05-01,SUBURBAN
05009,05,05-01,RURAL
05011,05,05-02,RURAL
05013,05,05-02,RURAL
05015,05,05-01,RURAL
05017,05,05-02,RURAL
05019,05,05-02,RURAL
05021,05,05-01,RURAL
05023,05,05-02,RURAL
05025,05,05-02,SUBURBAN
05027,05,05-02,RURAL
05029,05,05-02,RURAL
05031,05,05-01,SUBURBAN
05033,05,05-02,SUBURBAN
05035,05,05-01,URBAN
05037,05,05-01,RURAL
05039,05,05-02,RURAL
05041,05,05-02,RURAL
05043,05,05-02,RURAL
05045,05,05-02,SUBURBAN
05047,05,05-02,RURAL
05049,05,05-02,RURAL
05051,05,05-02,SUBURBAN
05053,05,05-02,SUBURBAN
05055,05,05-01,RURAL
05057,05,05-02,RURAL
05059,05,05-02,RURAL
05061,05,05-02,RURAL
05063,05,05-01,RURAL
05065,05,05-02,RURAL
05067,05,05-01,RURAL
05069,05,05-02,SUBURBAN
05071,05,05-02,RURAL
05073,05,05-02,RURAL
05075,05,05-02,RURAL
05077,05,05-01,RURAL
05079,05,05-02,SUBURBAN
05081,05,05-02,SUBURBAN
05083,05,05-02,RURAL
05085,05,05-01,SUBURBAN
05087,05,05-02,SUBURBAN
05089,05,05-01,RURAL
05091,05,05-02,SUBURBAN
05093,05,05-01,RURAL
05095,05,05-02,RURAL
05097,05,05-02,RURAL
05099,05,05-02,RURAL
05101,05,05-01,RURAL
05103,05,05-02,RURAL
05105,05,05-02,SUBURBAN
05107,05,05-01,RURAL
05109,05,05-02,RURAL
05111,05,05-01,SUBURBAN
05113,05,05-02,RURAL
05115,05,05-02,RURAL
05117,05,05-01,RURAL
05119,05,05-01,SUBURBAN
05121,05,05-01,RURAL
05123,05,05-01,RURAL
05125,05,05-02,SUBURBAN
05127,05,05-02,RURAL
05129,05,05-02,RURAL
05131,05,05-02,SUBURBAN
05133,05,05-01,RURAL
05135,05,05-02,RURAL
05137,05,05-02,RURAL
05139,05,05-02,RURAL
05141,05,05-02,RURAL
05143,05,05-01,SUBURBAN
05145,05,05-01,RURAL
05147,05,05-02,RURAL
05149,05,05-02,RURAL
06001,06,06-07,URBAN
06003,06,06-16,RURAL
06005,06,06-11,RURAL
06007,06,06-17,SUBURBAN
06009,06,06-17,RURAL
06011,06,06-17,RURAL
06013,06,06-07,URBAN
06015,06,06-17,RURAL
06017,06,06-11,URBAN
06019,06,06-12,SUBURBAN
06021,06,06-17,RURAL
06023,06,06-17,RURAL
06025,06,06-18,SUBURBAN
06027,06,06-16,RURAL
06029,06,06-13,SUBURBAN
06031,06,06-15,SUBURBAN
06033,06,06-19,RURAL
06035,06,06-17,RURAL
06037,06,06-01,URBAN
06039,06,06-16,SUBURBAN
06041,06,06-10,URBAN
06043,06,06-16,RURAL
06045,06,06-10,RURAL
06047,06,06-16,SUBURBAN
06049,06,06-17,RURAL
06051,06,06-16,RURAL
06053,06,06-15,SUBURBAN
06055,06,06-10,SUBURBAN
06057,06,06-17,RURAL
06059,06,06-03,URBAN
06061,06,06-08,URBAN
06063,06,06-17,RURAL
06065,06,06-04,URBAN
06067,06,06-08,URBAN
06069,06,06-12,URBAN
06071,06,06-05,URBAN
06073,06,06-02,URBAN
06075,06,06-09,URBAN
06077,06,06-11,SUBURBAN
06079,06,06-10,SUBURBAN
06081,06,06-09,URBAN
06083,06,06-14,SUBURBAN
06085,06,06-06,URBAN
06087,06,06-09,SUBURBAN
06089,06,06-17,SUBURBAN
06091,06,06-17,RURAL
06093,06,06-17,RURAL
06095,06,06-10,SUBURBAN
06097,06,06-10,SUBURBAN
06099,06,06-11,SUBURBAN
06101,06,06-17,SUBURBAN
06103,06,06-17,RURAL
06105,06,06-17,RURAL
06107,06,06-12,SUBURBAN
06109,06,06-16,RURAL
06111,06,06-13,SUBURBAN
06113,06,06-10,URBAN
06115,06,06-17,SUBURBAN
08001,08,08-02,URBAN
08003,08,08-04,RURAL
08005,08,08-01,URBAN
08007,08,08-04,RURAL
08009,08,08-04,RURAL
08011,08,08-04,RURAL
08013,08,08-02,SUBURBAN
08014,08,08-02,URBAN
08015,08,08-04,RURAL
08017,08,08-04,RURAL
08019,08,08-04,URBAN
08021,08,08-04,RURAL
08023,08,08-04,RURAL
08025,08,08-04,RURAL
08027,08,08-04,RURAL
08029,08,08-04,RURAL
08031,08,08-01,URBAN
08033,08,08-04,RURAL
08035,08,08-03,URBAN
08037,08,08-04,RURAL
08039,08,08-01,URBAN
08041,08,08-03,SUBURBAN
08043,08,08-04,RURAL
08045,08,08-04,RURAL
08047,08,08-04,URBAN
08049,08,08-04,RURAL
08051,08,08-04,RURAL
08053,08,08-04,RURAL
08055,08,08-04,RURAL
08057,08,08-04,RURAL
08059,08,08-01,URBAN
08061,08,08-04,RURAL
08063,08,08-04,RURAL
08065,08,08-04,RURAL
08067,08,08-04,RURAL
08069,08,08-02,SUBURBAN
08071,08,08-04,RURAL
08073,08,08-04,RURAL
08075,08,08-04,RURAL
08077,08,08-04,SUBURBAN
08079,08,08-04,RURAL
08081,08,08-04,RURAL
08083,08,08-04,RURAL
08085,08,08-04,RURAL
08087,08,08-04,RURAL
08089,08,08-04,RURAL
08091,08,08-04,RURAL
08093,08,08-04,URBAN
08095,08,08-04,RURAL
08097,08,08-04,RURAL
08099,08,08-04,RURAL
08101,08,08-03,SUBURBAN
08103,08,08-04,RURAL
08105,08,08-04,RURAL
08107,08,08-04,RURAL
08109,08,08-04,RURAL
08111,08,08-04,RURAL
08113,08,08-04,RURAL
08115,08,08-04,RURAL
08117,08,08-04,RURAL
08119,08,08-03,SUBURBAN
08121,08,08-04,RURAL
08123,08,08-04,SUBURBAN
08125,08,08-04,RURAL
09001,09,09-02,SUBURBAN
09003,09,09-01,URBAN
09005,09,09-02,RURAL
09007,09,09-01,URBAN
09009,09,09-01,SUBURBAN
09011,09,09-01,SUBURBAN
09013,09,09-01,URBAN
09015,09,09-01,SUBURBAN
10001,10,10-01,SUBURBAN
10003,10,10-01,URBAN
10005,10,10-01,SUBURBAN
11001,11,11-01,URBAN
12001,12,12-10,SUBURBAN
12003,12,12-10,URBAN
12005,12,12-07,SUBURBAN
12007,12,12-10,RURAL
12009,12,12-09,SUBURBAN
12011,12,12-02,URBAN
12013,12,12-07,RURAL
12015,12,12-08,SUBURBAN
12017,12,12-07,SUBURBAN
12019,12,12-06,URBAN
12021,12,12-08,SUBURBAN
12023,12,12-10,RURAL
12027,12,12-11,RURAL
12029,12,12-10,RURAL
12031,12,12-06,URBAN
12033,12,12-05,SUBURBAN
12035,12,12-09,SUBURBAN
12037,12,12-10,RURAL
12039,12,12-10,SUBURBAN
12041,12,12-10,SUBURBAN
12043,12,12-11,RURAL
12045,12,12-07,SUBURBAN
12047,12,12-10,RURAL
12049,12,12-11,RURAL
12051,12,12-11,RURAL
12053,12,12-07,URBAN
12055,12,12-11,SUBURBAN
12057,12,12-04,URBAN
12059,12,12-07,RURAL
12061,12,12-09,SUBURBAN
12063,12,12-07,RURAL
12065,12,12-10,SUBURBAN
12067,12,12-10,RURAL
12069,12,12-05,URBAN
12071,12,12-08,SUBURBAN
12073,12,12-10,SUBURBAN
12075,12,12-10,RURAL
12077,12,12-10,RURAL
12079,12,12-10,RURAL
12081,12,12-11,SUBURBAN
12083,12,12-10,SUBURBAN
12085,12,12-03,SUBURBAN
12086,12,12-01,URBAN
12087,12,12-12,RURAL
12089,12,12-06,URBAN
12091,12,12-05,SUBURBAN
12093,12,12-11,RURAL
12095,12,12-05,URBAN
12097,12,12-09,URBAN
12099,12,12-03,URBAN
12101,12,12-07,URBAN
12103,12,12-04,URBAN
12105,12,12-07,SUBURBAN
12107,12,12-10,RURAL
12109,12,12-06,URBAN
12111,12,12-03,SUBURBAN
12113,12,12-05,SUBURBAN
12115,12,12-08,SUBURBAN
12117,12,12-05,URBAN
12119,12,12-10,SUBURBAN
12121,12,12-10,RURAL
12123,12,12-10,RURAL
12125,12,12-10,RURAL
12127,12,12-09,SUBURBAN
12129,12,12-10,SUBURBAN
12131,12,12-07,SUBURBAN
12133,12,12-03,RURAL
13001,13,13-06,RURAL
13003,13,13-04,RURAL
13005,13,13-06,RURAL
13007,13,13-06,SUBURBAN
13009,13,13-06,RURAL
13011,13,13-04,RURAL
13013,13,13-05,URBAN
13015,13,13-02,URBAN
13017,13,13-06,RURAL
13019,13,13-06,RURAL
13021,13,13-05,SUBURBAN
13023,13,13-06,RURAL
13025,13,13-04,SUBURBAN
13027,13,13-05,SUBURBAN
13029,13,13-04,SUBURBAN
13031,13,13-04,RURAL
13033,13,13-05,SUBURBAN
13035,13,13-03,URBAN
13037,13,13-06,RURAL
13039,13,13-04,RURAL
13043,13,13-05,RURAL
13045,13,13-02,URBAN
13047,13,13-04,SUBURBAN
13049,13,13-04,RURAL
13051,13,13-04,SUBURBAN
13053,13,13-06,SUBURBAN
13055,13,13-04,RURAL
13057,13,13-02,URBAN
13059,13,13-05,SUBURBAN
13061,13,13-06,RURAL
13063,13,13-03,URBAN
13065,13,13-04,RURAL
13067,13,13-02,URBAN
13069,13,13-04,RURAL
13071,13,13-06,RURAL
13073,13,13-05,SUBURBAN
13075,13,13-06,RURAL
13077,13,13-02,URBAN
13079,13,13-05,SUBURBAN
13081,13,13-06,RURAL
13083,13,13-04,SUBURBAN
13085,13,13-02,URBAN
13087,13,13-06,RURAL
13089,13,13-03,URBAN
13091,13,13-06,RURAL
13093,13,13-06,RURAL
13095,13,13-06,SUBURBAN
13097,13,13-02,URBAN
13099,13,13-06,RURAL
13101,13,13-05,SUBURBAN
13103,13,13-04,SUBURBAN
13105,13,13-05,RURAL
13107,13,13-05,RURAL
13109,13,13-06,RURAL
13111,13,13-02,RURAL
13113,13,13-02,URBAN
13115,13,13-04,SUBURBAN
13117,13,13-02,URBAN
13119,13,13-06,RURAL
13121,13,13-01,URBAN
13123,13,13-02,RURAL
13125,13,13-06,RURAL
13127,13,13-04,SUBURBAN
13129,13,13-04,RURAL
13131,13,13-06,RURAL
13133,13,13-06,RURAL
13135,13,13-01,URBAN
13137,13,13-06,RURAL
13139,13,13-04,SUBURBAN
13141,13,13-06,RURAL
13143,13,13-02,URBAN
13145,13,13-06,SUBURBAN
13147,13,13-06,RURAL
13149,13,13-02,URBAN
13151,13,13-03,URBAN
13153,13,13-05,SUBURBAN
13155,13,13-06,RURAL
13157,13,13-06,RURAL
13159,13,13-03,URBAN
13161,13,13-06,RURAL
13163,13,13-06,RURAL
13165,13,13-06,RURAL
13167,13,13-06,RURAL
13169,13,13-05,SUBURBAN
13171,13,13-03,URBAN
13173,13,13-05,SUBURBAN
13175,13,13-06,RURAL
13177,13,13-06,SUBURBAN
13179,13,13-04,SUBURBAN
13181,13,13-05,SUBURBAN
13183,13,13-04,SUBURBAN
13185,13,13-05,SUBURBAN
13187,13,13-04,RURAL
13189,13,13-05,SUBURBAN
13191,13,13-04,SUBURBAN
13193,13,13-06,RURAL
13195,13,13-05,SUBURBAN
13197,13,13-06,SUBURBAN
13199,13,13-02,URBAN
13201,13,13-06,RURAL
13205,13,13-06,RURAL
13207,13,13-05,SUBURBAN
13209,13,13-06,RURAL
13211,13,13-06,URBAN
13213,13,13-04,SUBURBAN
13215,13,13-06,SUBURBAN
13217,13,13-03,URBAN
13219,13,13-05,SUBURBAN
13221,13,13-05,SUBURBAN
13223,13,13-02,URBAN
13225,13,13-05,SUBURBAN
13227,13,13-02,URBAN
13229,13,13-06,RURAL
13231,13,13-02,URBAN
13233,13,13-04,RURAL
13235,13,13-05,SUBURBAN
13237,13,13-06,RURAL
13239,13,13-06,RURAL
13241,13,13-02,RURAL
13243,13,13-06,RURAL
13245,13,13-05,SUBURBAN
13247,13,13-03,URBAN
13249,13,13-06,RURAL
13251,13,13-04,RURAL
13253,13,13-06,RURAL
13255,13,13-03,URBAN
13257,13,13-06,RURAL
13259,13,13-04,RURAL
13261,13,13-06,RURAL
13263,13,13-06,RURAL
13265,13,13-06,RURAL
13267,13,13-06,RURAL
13269,13,13-06,RURAL
13271,13,13-06,RURAL
13273,13,13-06,SUBURBAN
13275,13,13-06,RURAL
13277,13,13-06,RURAL
13279,13,13-05,RURAL
13281,13,13-02,RURAL
13283,13,13-05,RURAL
13285,13,13-06,RURAL
13287,13,13-05,RURAL
13289,13,13-05,SUBURBAN
13291,13,13-02,RURAL
13293,13,13-06,RURAL
13295,13,13-04,SUBURBAN
13297,13,13-05,URBAN
13299,13,13-04,RURAL
13301,13,13-06,RURAL
13303,13,13-06,RURAL
13305,13,13-04,RURAL
13307,13,13-06,RURAL
13309,13,13-06,RURAL
13311,13,13-01,RURAL
13313,13,13-04,SUBURBAN
13315,13,13-06,RURAL
13317,13,13-05,RURAL
13319,13,13-06,RURAL
13321,13,13-06,SUBURBAN
15001,15,15-01,RURAL
15003,15,15-01,SUBURBAN
15005,15,15-01,SUBURBAN
15007,15,15-01,RURAL
15009,15,15-01,SUBURBAN
16001,16,16-01,SUBURBAN
16003,16,16-01,RURAL
16005,16,16-01,SUBURBAN
16007,16,16-01,RURAL
16009,16,16-01,RURAL
16011,16,16-01,RURAL
16013,16,16-01,RURAL
16015,16,16-01,SUBURBAN
16017,16,16-01,RURAL
16019,16,16-01,SUBURBAN
16021,16,16-01,RURAL
16023,16,16-01,SUBURBAN
16025,16,16-01,RURAL
16027,16,16-01,SUBURBAN
16029,16,16-01,RURAL
16031,16,16-01,RURAL
16033,16,16-01,RURAL
16035,16,16-01,RURAL
16037,16,16-01,RURAL
16039,16,16-01,RURAL
16041,16,16-01,SUBURBAN
16043,16,16-01,RURAL
16045,16,16-01,SUBURBAN
16047,16,16-01,RURAL
16049,16,16-01,RURAL
16051,16,16-01,SUBURBAN
16053,16,16-01,RURAL
16055,16,16-01,SUBURBAN
16057,16,16-01,RURAL
16059,16,16-01,RURAL
16061,16,16-01,RURAL
16063,16,16-01,RURAL
16065,16,16-01,RURAL
16067,16,16-01,RURAL
16069,16,16-01,SUBURBAN
16071,16,16-01,RURAL
16073,16,16-01,SUBURBAN
16075,16,16-01,RURAL
16077,16,16-01,RURAL
16079,16,16-01,RURAL
16081,16,16-01,RURAL
16083,16,16-01,RURAL
16085,16,16-01,RURAL
16087,16,16-01,RURAL
17001,17,17-06,RURAL
17003,17,17-04,SUBURBAN
17005,17,17-04,URBAN
17007,17,17-05,SUBURBAN
17009,17,17-04,RURAL
17011,17,17-06,RURAL
17013,17,17-04,URBAN
17015,17,17-07,RURAL
17017,17,17-06,RURAL
17019,17,17-06,SUBURBAN
17021,17,17-06,RURAL
17023,17,17-06,RURAL
17025,17,17-06,RURAL
17027,17,17-04,URBAN
17029,17,17-06,RURAL
17031,17,17-01,URBAN
17033,17,17-06,RURAL
17035,17,17-06,RURAL
17037,17,17-05,URBAN
17039,17,17-06,SUBURBAN
17041,17,17-06,RURAL
17043,17,17-02,URBAN
17045,17,17-06,RURAL
17047,17,17-06,RURAL
17049,17,17-04,RURAL
17051,17,17-06,RURAL
17053,17,17-06,SUBURBAN
17055,17,17-04,RURAL
17057,17,17-06,RURAL
17059,17,17-06,RURAL
17061,17,17-06,RURAL
17063,17,17-06,URBAN
17065,17,17-06,RURAL
17067,17,17-06,RURAL
17069,17,17-06,RURAL
17071,17,17-06,RURAL
17073,17,17-05,SUBURBAN
17075,17,17-06,RURAL
17077,17,17-04,SUBURBAN
17079,17,17-06,RURAL
17081,17,17-04,RURAL
17083,17,17-04,URBAN
17085,17,17-07,RURAL
17087,17,17-04,RURAL
17089,17,17-03,URBAN
17091,17,17-06,SUBURBAN
17093,17,17-03,URBAN
17095,17,17-06,RURAL
17097,17,17-03,URBAN
17099,17,17-05,RURAL
17101,17,17-06,RURAL
17103,17,17-06,RURAL
17105,17,17-06,RURAL
17107,17,17-04,RURAL
17109,17,17-06,RURAL
17111,17,17-03,URBAN
17113,17,17-04,SUBURBAN
17115,17,17-05,SUBURBAN
17117,17,17-04,URBAN
17119,17,17-04,URBAN
17121,17,17-04,RURAL
17123,17,17-05,SUBURBAN
17125,17,17-06,RURAL
17127,17,17-06,RURAL
17129,17,17-06,SUBURBAN
17131,17,17-06,SUBURBAN
17133,17,17-04,URBAN
17135,17,17-06,RURAL
17137,17,17-04,RURAL
17139,17,17-06,RURAL
17141,17,17-05,RURAL
17143,17,17-05,SUBURBAN
17145,17,17-06,RURAL
17147,17,17-06,SUBURBAN
17149,17,17-06,RURAL
17151,17,17-06,RURAL
17153,17,17-04,RURAL
17155,17,17-05,RURAL
17157,17,17-04,RURAL
17159,17,17-06,RURAL
17161,17,17-05,SUBURBAN
17163,17,17-04,URBAN
17165,17,17-06,RURAL
17167,17,17-04,SUBURBAN
17169,17,17-06,RURAL
17171,17,17-06,RURAL
17173,17,17-06,RURAL
17175,17,17-06,SUBURBAN
17177,17,17-07,RURAL
17179,17,17-05,SUBURBAN
17181,17,17-04,RURAL
17183,17,17-06,SUBURBAN
17185,17,17-06,RURAL
17187,17,17-06,RURAL
17189,17,17-04,RURAL
17191,17,17-06,RURAL
17193,17,17-06,RURAL
17195,17,17-05,RURAL
17197,17,17-03,URBAN
17199,17,17-04,SUBURBAN
17201,17,17-05,SUBURBAN
17203,17,17-05,SUBURBAN
18001,18,18-03,RURAL
18003,18,18-03,SUBURBAN
18005,18,18-01,SUBURBAN
18007,18,18-02,SUBURBAN
18009,18,18-04,RURAL
18011,18,18-01,URBAN
18013,18,18-01,URBAN
18015,18,18-01,SUBURBAN
18017,18,18-03,RURAL
18019,18,18-02,URBAN
18021,18,18-02,SUBURBAN
18023,18,18-01,RURAL
18025,18,18-02,RURAL
18027,18,18-02,RURAL
18029,18,18-02,URBAN
18031,18,18-02,RURAL
18033,18,18-03,RURAL
18035,18,18-03,SUBURBAN
18037,18,18-02,RURAL
18039,18,18-03,SUBURBAN
18041,18,18-04,RURAL
18043,18,18-02,URBAN
18045,18,18-01,RURAL
18047,18,18-04,RURAL
18049,18,18-03,RURAL
18051,18,18-02,RURAL
18053,18,18-03,RURAL
18055,18,18-02,RURAL
18057,18,18-01,URBAN
18059,18,18-01,URBAN
18061,18,18-02,URBAN
18063,18,18-01,URBAN
18065,18,18-03,RURAL
18067,18,18-03,SUBURBAN
18069,18,18-03,RURAL
18071,18,18-01,RURAL
18073,18,18-02,URBAN
18075,18,18-04,RURAL
18077,18,18-02,RURAL
18079,18,18-02,RURAL
18081,18,18-01,URBAN
18083,18,18-02,RURAL
18085,18,18-03,RURAL
18087,18,18-03,RURAL
18089,18,18-02,URBAN
18091,18,18-02,SUBURBAN
18093,18,18-01,RURAL
18095,18,18-01,URBAN
18097,18,18-01,URBAN
18099,18,18-03,RURAL
18101,18,18-02,RURAL
18103,18,18-03,RURAL
18105,18,18-01,SUBURBAN
18107,18,18-01,RURAL
18109,18,18-01,URBAN
18111,18,18-02,URBAN
18113,18,18-03,RURAL
18115,18,18-02,URBAN
18117,18,18-02,RURAL
18119,18,18-01,SUBURBAN
18121,18,18-01,RURAL
18123,18,18-02,RURAL
18125,18,18-02,RURAL
18127,18,18-02,URBAN
18129,18,18-02,SUBURBAN
18131,18,18-03,RURAL
18133,18,18-01,URBAN
18135,18,18-04,RURAL
18137,18,18-02,RURAL
18139,18,18-02,RURAL
18141,18,18-02,SUBURBAN
18143,18,18-02,URBAN
18145,18,18-02,URBAN
18147,18,18-02,RURAL
18149,18,18-02,RURAL
18151,18,18-03,RURAL
18153,18,18-02,SUBURBAN
18155,18,18-02,RURAL
18157,18,18-02,SUBURBAN
18159,18,18-01,RURAL
18161,18,18-04,URBAN
18163,18,18-02,SUBURBAN
18165,18,18-02,SUBURBAN
18167,18,18-01,SUBURBAN
18169,18,18-03,RURAL
18171,18,18-02,RURAL
18173,18,18-02,SUBURBAN
18175,18,18-02,URBAN
18177,18,18-04,RURAL
18179,18,18-03,SUBURBAN
18181,18,18-02,RURAL
18183,18,18-03,SUBURBAN
19001,19,19-02,RURAL
19003,19,19-02,RURAL
19005,19,19-02,RURAL
19007,19,19-02,RURAL
19009,19,19-02,RURAL
19011,19,19-01,SUBURBAN
19013,19,19-01,SUBURBAN
19015,19,19-01,RURAL
19017,19,19-01,SUBURBAN
19019,19,19-01,RURAL
19021,19,19-02,RURAL
19023,19,19-02,RURAL
19025,19,19-02,RURAL
19027,19,19-02,RURAL
19029,19,19-02,RURAL
19031,19,19-02,RURAL
19033,19,19-02,RURAL
19035,19,19-02,RURAL
19037,19,19-02,RURAL
19039,19,19-01,RURAL
19041,19,19-02,RURAL
19043,19,19-02,RURAL
19045,19,19-02,RURAL
19047,19,19-02,RURAL
19049,19,19-01,SUBURBAN
19051,19,19-02,RURAL
19053,19,19-01,RURAL
19055,19,19-02,RURAL
19057,19,19-02,RURAL
19059,19,19-02,RURAL
19061,19,19-02,SUBURBAN
19063,19,19-02,RURAL
19065,19,19-02,RURAL
19067,19,19-02,RURAL
19069,19,19-02,RURAL
19071,19,19-02,RURAL
19073,19,19-02,RURAL
19075,19,19-02,SUBURBAN
19077,19,19-02,SUBURBAN
19079,19,19-02,RURAL
19081,19,19-02,RURAL
19083,19,19-02,RURAL
19085,19,19-02,SUBURBAN
19087,19,19-02,RURAL
19089,19,19-02,RURAL
19091,19,19-02,RURAL
19093,19,19-02,RURAL
19095,19,19-02,RURAL
19097,19,19-02,RURAL
19099,19,19-01,RURAL
19101,19,19-02,RURAL
19103,19,19-01,SUBURBAN
19105,19,19-02,SUBURBAN
19107,19,19-02,RURAL
19109,19,19-02,RURAL
19111,19,19-02,RURAL
19113,19,19-01,SUBURBAN
19115,19,19-02,RURAL
19117,19,19-02,RURAL
19119,19,19-01,RURAL
19121,19,19-01,SUBURBAN
19123,19,19-01,RURAL
19125,19,19-01,RURAL
19127,19,19-01,RURAL
19129,19,19-02,SUBURBAN
19131,19,19-02,RURAL
19133,19,19-02,RURAL
19135,19,19-02,RURAL
19137,19,19-02,RURAL
19139,19,19-02,RURAL
19141,19,19-02,RURAL
19143,19,19-02,RURAL
19145,19,19-02,RURAL
19147,19,19-02,RURAL
19149,19,19-02,SUBURBAN
19151,19,19-02,RURAL
19153,19,19-01,SUBURBAN
19155,19,19-02,SUBURBAN
19157,19,19-02,RURAL
19159,19,19-01,RURAL
19161,19,19-02,RURAL
19163,19,19-02,SUBURBAN
19165,19,19-02,RURAL
19167,19,19-02,RURAL
19169,19,19-01,SUBURBAN
19171,19,19-02,RURAL
19173,19,19-02,RURAL
19175,19,19-01,RURAL
19177,19,19-02,RURAL
19179,19,19-01,RURAL
19181,19,19-01,SUBURBAN
19183,19,19-02,SUBURBAN
19185,19,19-01,RURAL
19187,19,19-01,RURAL
19189,19,19-02,RURAL
19191,19,19-02,RURAL
19193,19,19-02,SUBURBAN
19195,19,19-02,RURAL
19197,19,19-02,RURAL
20001,20,20-01,RURAL
20003,20,20-01,RURAL
20005,20,20-01,RURAL
20007,20,20-02,RURAL
20009,20,20-01,RURAL
20011,20,20-01,RURAL
20013,20,20-01,RURAL
20015,20,20-02,SUBURBAN
20017,20,20-02,RURAL
20019,20,20-02,RURAL
20021,20,20-01,RURAL
20023,20,20-02,RURAL
20025,20,20-02,RURAL
20027,20,20-02,RURAL
20029,20,20-02,RURAL
20031,20,20-01,RURAL
20033,20,20-02,RURAL
20035,20,20-02,RURAL
20037,20,20-01,RURAL
20039,20,20-01,RURAL
20041,20,20-02,RURAL
20043,20,20-01,SUBURBAN
20045,20,20-01,SUBURBAN
20047,20,20-02,RURAL
20049,20,20-02,RURAL
20051,20,20-02,RURAL
20053,20,20-01,RURAL
20055,20,20-02,RURAL
20057,20,20-02,RURAL
20059,20,20-01,RURAL
20061,20,20-02,RURAL
20063,20,20-02,RURAL
20065,20,20-02,RURAL
20067,20,20-02,RURAL
20069,20,20-02,RURAL
20071,20,20-02,RURAL
20073,20,20-02,RURAL
20075,20,20-02,RURAL
20077,20,20-02,RURAL
20079,20,20-02,SUBURBAN
20081,20,20-02,RURAL
20083,20,20-02,RURAL
20085,20,20-01,SUBURBAN
20087,20,20-01,SUBURBAN
20089,20,20-02,RURAL
20091,20,20-01,URBAN
20093,20,20-02,RURAL
20095,20,20-02,SUBURBAN
20097,20,20-02,RURAL
20099,20,20-01,RURAL
20101,20,20-02,RURAL
20103,20,20-01,URBAN
20105,20,20-01,RURAL
20107,20,20-01,URBAN
20109,20,20-02,RURAL
20111,20,20-02,RURAL
